content,username,replyto,permalink,time
"What. The. Fuck. Is. This.,https://,twitter.com/MadiWurster/st,atus/1023211820264419328, ,…",_DHOTYA,,https://twitter.com/_DHOTYA/status/1024671938369728512,1533135802
"I mean, anything religious is automatically filed under Didn't Happen",patbuckler_rec,_DHOTYA,https://twitter.com/patbuckler_rec/status/1024673271940370433,1533136120
Amen.,mattjoslin,"patbuckler_rec,_DHOTYA",https://twitter.com/mattjoslin/status/1024680289078063104,1533137793
"This could win didn’t happen of the century nevermind this year, Jesus Christ",CarlMcCallig,_DHOTYA,https://twitter.com/CarlMcCallig/status/1024675953014984704,1533136759
I think he's the problem Carl.,greenberg999,"CarlMcCallig,_DHOTYA",https://twitter.com/greenberg999/status/1024696064094425088,1533141554
"This made me laugh out loud, bravo.",Pavelkennedy8,"greenberg999,CarlMcCallig,_DHOTYA",https://twitter.com/Pavelkennedy8/status/1024708412570050562,1533144498
"@,ZachThorpe1889, this is the worst of them all",andydarksen09,_DHOTYA,https://twitter.com/andydarksen09/status/1024679248248942592,1533137545
Zanetti has competition ,ZachThorpe1889,"andydarksen09,_DHOTYA",https://twitter.com/ZachThorpe1889/status/1024681365319688192,1533138049
Zanetti still wins it for me. Just because he actually tried to dig his way out. ,bennupson,"ZachThorpe1889,andydarksen09,_DHOTYA",https://twitter.com/bennupson/status/1024687559056809984,1533139526
Then my 93 billion-year-old deity said ‘what box for miracles?’. A cheer went up from the waiting parishioners.,acedece,_DHOTYA,https://twitter.com/acedece/status/1024675536688300032,1533136660
Then God cheered and flew off to McDonald's in a helicopter to make a mcflurry,Kyle55428044,_DHOTYA,https://twitter.com/Kyle55428044/status/1024672354637688832,1533135901
"With all these amazing entries, can we please not forget to make sure the shark one makes the cut. It gets my vote, but now looking like an outsider.",bena_324,_DHOTYA,https://twitter.com/bena_324/status/1024674706618605571,1533136462
"The shark one is always my winner, not just because of the bullshitery of the story but the fact that the image she used was of an actual story of a man dying of a shark attack, which makes the whole thing so much worse",theFMJournal,"bena_324,_DHOTYA",https://twitter.com/theFMJournal/status/1024722365287157760,1533147824
"@,heffernan19, follow this page. Comedy gold",heffernan_drew,_DHOTYA,https://twitter.com/heffernan_drew/status/1024764678751350785,1533157913
What a load of shit ,heffernan19,"heffernan_drew,_DHOTYA",https://twitter.com/heffernan19/status/1024911688926031872,1533192963
What the fuck,LloydWalker_,"heffernan19,heffernan_drew,_DHOTYA",https://twitter.com/LloydWalker_/status/1024962561651998721,1533205092
"Peak God: Angles, immaculate conception, talking bushes

2018 God: Girl does a headstand",Mikem9693,"_DHOTYA,Adamwilde88",https://twitter.com/Mikem9693/status/1024708563506216961,1533144534
Concave or convex?,Waitey70,"Mikem9693,_DHOTYA,Adamwilde88",https://twitter.com/Waitey70/status/1024763867124129798,1533157719
"@,akshaydixit_, ,@,ItsTSYouKnow",anavjoshi,_DHOTYA,https://twitter.com/anavjoshi/status/1024743535482875904,1533152872
What the fuck,ItsTSYouKnow,"anavjoshi,_DHOTYA,akshaydixit_",https://twitter.com/ItsTSYouKnow/status/1024743932700192768,1533152967
Thought that was gonna take a turn at the end there,JtotheRain,_DHOTYA,https://twitter.com/JtotheRain/status/1024672795240919041,1533136006
Then a cheer went up from the waiting cans of pop.,craigfowler86,_DHOTYA,https://twitter.com/craigfowler86/status/1024672620690726912,1533135964
"@,stevecollins88",joefields93,_DHOTYA,https://twitter.com/joefields93/status/1024703726039322624,1533143381
Fuck sake,stevecollins88,"joefields93,_DHOTYA",https://twitter.com/stevecollins88/status/1024706952310480896,1533144150
This honestly might be the worst,joefields93,"stevecollins88,_DHOTYA",https://twitter.com/joefields93/status/1024707081297960960,1533144180
I can’t be the only one wondering why he would do a full shifts work and THEN kill himself? Not like he’s gunna have any more bills to pay if he did...,Chris_Mascall,_DHOTYA,https://twitter.com/Chris_Mascall/status/1024741211561705472,1533152318
"Not that I don’t admire your take, but that is probably the last thing wrong with this bullshit story. ",tonyising,"Chris_Mascall,_DHOTYA",https://twitter.com/tonyising/status/1024775604774744064,1533160518
"I agree completely, I’m just thinking outside of the box so to speak. As someone else commented, whenever religion comes into play feel like it’s an automatic “did not happen” ",Chris_Mascall,"tonyising,_DHOTYA",https://twitter.com/Chris_Mascall/status/1024779869320884224,1533161534
"@,stokeyjon, ,@,Simpkins83, ,@,RobertoHortiano, This is up there with the best didn't happen of 2018.",dinwel,_DHOTYA,https://twitter.com/dinwel/status/1024690389612220416,1533140201
What is this? A pop machine? Why a pop machine? Lies,stokeyjon,"dinwel,_DHOTYA",https://twitter.com/stokeyjon/status/1024694664790728704,1533141220
That’s incredible. The effort that’s gone into that. Why not get a fucking job or a purpose in life instead?,Simpkins83,"stokeyjon,dinwel",https://twitter.com/Simpkins83/status/1024695771671744512,1533141484
This definitely happened . . I was the pop machine!,NicciRothwell,_DHOTYA,https://twitter.com/NicciRothwell/status/1024679000860512258,1533137486
Saw it on my Snapchat!,p1zza_face,"NicciRothwell,_DHOTYA",https://twitter.com/p1zza_face/status/1024762177687838721,1533157316
Exactly  . . . Legit!,NicciRothwell,"p1zza_face,_DHOTYA",https://twitter.com/NicciRothwell/status/1024762444084903937,1533157380
"@,samjkennedy97",empilbeam,"_DHOTYA,Callum0510",https://twitter.com/empilbeam/status/1024723836787408896,1533148175
Wow,samjkennedy97,"empilbeam,_DHOTYA,Callum0510",https://twitter.com/samjkennedy97/status/1024742140738514950,1533152539
"@,gconnolly87, aw a got wis a ""where ye goin?""",bkell1988,_DHOTYA,https://twitter.com/bkell1988/status/1024704708609552389,1533143615
"""Nowhere"" ... set the alarm bells off mate. I u-turned for you ",gconnolly87,"bkell1988,_DHOTYA",https://twitter.com/gconnolly87/status/1024706229237686272,1533143977
"rational individuals: you have no proof that this even happened...
nutjobs: well... you have no proof that it DIDN'T happen! so, ha! take that! ,#,GodsPlan",kuj1n_,_DHOTYA,https://twitter.com/kuj1n_/status/1024680350360985600,1533137807
WHATTTTTTTTTTT THE FUCKKKKKKKKKKKK ,A_Jase_Odyssey,_DHOTYA,https://twitter.com/A_Jase_Odyssey/status/1025173427156602880,1533255366
One of my all time favourites already,ThatDamnHoare,"A_Jase_Odyssey,_DHOTYA",https://twitter.com/ThatDamnHoare/status/1025343876041715712,1533296004
"@,GregorClegainz, fuck my life",rambuk89,"_DHOTYA,boothy_93",https://twitter.com/rambuk89/status/1025089205515558917,1533235286
"@,Oli_Meadowcroft,  ",Miffer7,_DHOTYA,https://twitter.com/Miffer7/status/1024891448225878016,1533188137
this imaginary friend lark has gone way too far and for too long now pack it in people,Oli_Meadowcroft,"Miffer7,_DHOTYA",https://twitter.com/Oli_Meadowcroft/status/1024915943242260481,1533193977
"@,LeeHammond1987, ,@,tomwalters_4, ,@,gregcarney9, unbelievable...",jack_hammond89,_DHOTYA,https://twitter.com/jack_hammond89/status/1024969576298229763,1533206764
"Jesus Christ , what a load of cods wallop!",LeeHammond1987,"jack_hammond89,_DHOTYA",https://twitter.com/LeeHammond1987/status/1024970184342360067,1533206909
"I mean, who the fuck goes to a church camp?!",LeeHammond1987,"gregcarney9,jack_hammond89",https://twitter.com/LeeHammond1987/status/1024970561355767809,1533206999
"Each to their own, that’s not what I find crackers! Just mad to think why someone would come out with that ",jack_hammond89,"LeeHammond1987,gregcarney9",https://twitter.com/jack_hammond89/status/1024979621392068608,1533209159
I was joking jack.. ,LeeHammond1987,"jack_hammond89,gregcarney9",https://twitter.com/LeeHammond1987/status/1024985366720401408,1533210529
"@,Jake_Lonergan_, She's saw Zanetti's entry and raised the bar here.",Jackminsh1297,_DHOTYA,https://twitter.com/Jackminsh1297/status/1024688194858696704,1533139678
Fucking hell that’s bad ,Jake_Lonergan_,"Jackminsh1297,_DHOTYA",https://twitter.com/Jake_Lonergan_/status/1024688845512695811,1533139833
If Skybet start taking bets I'm lumping all I've got on this. This can't be beaten.,Jackminsh1297,"Jake_Lonergan_,_DHOTYA",https://twitter.com/Jackminsh1297/status/1024689577590706176,1533140007
"@,BalkanGunmen, about to become atheist",shortnsweet472,_DHOTYA,https://twitter.com/shortnsweet472/status/1024877464277794816,1533184803
"generic american accent* ""It's a Christmas miracle""",BalkanGunmen,"shortnsweet472,_DHOTYA",https://twitter.com/BalkanGunmen/status/1024939859683602439,1533199679
"This has potential ,@,RonanDaly10, ,@,michaelmmc123",ConallM13,_DHOTYA,https://twitter.com/ConallM13/status/1024673360440164352,1533136141
"@,tombunker25",OwenGough,_DHOTYA,https://twitter.com/OwenGough/status/1024760969296273409,1533157028
Get in the fucking bin,tombunker25,"OwenGough,_DHOTYA",https://twitter.com/tombunker25/status/1024763048442175488,1533157524
"Please please read this....she is 100% on drugs, probably spice",cpwheaton,_DHOTYA,https://twitter.com/cpwheaton/status/1024708744909910016,1533144577
Your negativity is astonishing. This is 100% true. My god always sends me to the venders.,greglambert77,"cpwheaton,_DHOTYA",https://twitter.com/greglambert77/status/1024731880879534080,1533150093
"@,swake90, ,@,T_Brown93, noooooo ",jakefinch7,_DHOTYA,https://twitter.com/jakefinch7/status/1024703447076163590,1533143314
"@,Tommmbro,  ",keefmckeef777,_DHOTYA,https://twitter.com/keefmckeef777/status/1024675810916134912,1533136725
"@,millie_dowsing, ",HarryBarnes1,_DHOTYA,https://twitter.com/HarryBarnes1/status/1024674047714623488,1533136305
"@,sideshow79, naw naw naw",PBhoy88,_DHOTYA,https://twitter.com/PBhoy88/status/1024673968677179392,1533136286
Ye want a hat ? I’ve got a spare make America great again,PBhoy88,"sideshow79,_DHOTYA",https://twitter.com/PBhoy88/status/1024692054398513152,1533140598
"@,harrythom26, I can’t",JackWalmsley_,_DHOTYA,https://twitter.com/JackWalmsley_/status/1024673837739331585,1533136255
"@,Tleepont, I give you 2018 winner. Hands down ",Conor_Jordan,_DHOTYA,https://twitter.com/Conor_Jordan/status/1024727276607430656,1533148995
This seems reasonable,Tleepont,"sean_seana,Conor_Jordan,_DHOTYA",https://twitter.com/Tleepont/status/1024743795617923072,1533152934
Hahahaha brilliant,PhilEames1,"Tleepont,sean_seana",https://twitter.com/PhilEames1/status/1024744799662944258,1533153173
Really is outstanding,Conor_Jordan,"PhilEames1,Tleepont",https://twitter.com/Conor_Jordan/status/1024756427997556741,1533155946
"@,LeeSaunders85,pic.twitter.com/zchCBcMTmJ",mattnbrown91,_DHOTYA,https://twitter.com/mattnbrown91/status/1024676873979265024,1533136978
 that last line,LeeSaunders85,"mattnbrown91,_DHOTYA",https://twitter.com/LeeSaunders85/status/1024677305585741826,1533137081
What's baffling is that why would you wait until after your shift to kill yourself? Get my lieu time in first ....,mattnbrown91,"LeeSaunders85,_DHOTYA",https://twitter.com/mattnbrown91/status/1024679524896784385,1533137611
"@,BenGilbert1, I’m baffled here.",nosam_nosam,_DHOTYA,https://twitter.com/nosam_nosam/status/1024691315446087680,1533140422
 not having it.,BenGilbert1,"nosam_nosam,_DHOTYA",https://twitter.com/BenGilbert1/status/1024696652735631360,1533141694
Very very strange thing to lie about,nosam_nosam,"BenGilbert1,_DHOTYA",https://twitter.com/nosam_nosam/status/1024697999023382528,1533142015
"@,benlanc19, we have a winner",MichaelCox3792,_DHOTYA,https://twitter.com/MichaelCox3792/status/1025660956502908928,1533371602
Fuck sake hahahahaha,benlanc19,"MichaelCox3792,_DHOTYA",https://twitter.com/benlanc19/status/1025661654573502464,1533371768
"@,AidanCliff1989, ,@,chc_niallc",BennyOHea,_DHOTYA,https://twitter.com/BennyOHea/status/1025084746999783426,1533234223
We don't deserve the internet,AidanCliff1989,"BennyOHea,_DHOTYA,chc_niallc",https://twitter.com/AidanCliff1989/status/1025089058568105984,1533235251
How many times am I gonna say that we’ve found a new winner,_DHOTYA,,https://twitter.com/_DHOTYA/status/1024672491946553344,1533135934
pic.twitter.com/KFrqgQakQk,garyonion,_DHOTYA,https://twitter.com/garyonion/status/1024673743954759680,1533136232
"Big fan of the thread below, it almost tops the lie.",LeoWerin,_DHOTYA,https://twitter.com/LeoWerin/status/1024672686595891202,1533135980
"Close it, close the whole competition, this surely HAS to be the winner. Absolutely ridiculous.",thorpie54,_DHOTYA,https://twitter.com/thorpie54/status/1024672352339206145,1533135900
"That's won 2018. Hands down (no pun). Fuck it, it can win 2019 too.",taergsinaimad,_DHOTYA,https://twitter.com/taergsinaimad/status/1024673308850237440,1533136128
Then she pumped fuel for everyone else and everyone cheered,_rh574_,_DHOTYA,https://twitter.com/_rh574_/status/1024705962073120768,1533143914
"I was actually going to kill myself later but I prayed to God to send me a completely unbelievable made-up story on Twitter, and well here we are.",Er_Nope,_DHOTYA,https://twitter.com/Er_Nope/status/1024672672905670658,1533135977
If you were gonna kill yourself why would you wait until after work?,splatterz180,_DHOTYA,https://twitter.com/splatterz180/status/1024742594193047553,1533152647
It’s a fake Zanetti account to take away the heat on him.,martindurant1,_DHOTYA,https://twitter.com/martindurant1/status/1024694877878190080,1533141271
Tom Zanetti still holds top spot for me. Anything religion based should be filed under ‘made up children stories’. Big man in the sky that created everything still cracks me up.,bennupson,_DHOTYA,https://twitter.com/bennupson/status/1024687270450921474,1533139457
"@,ricky_state, DING DING DINGDING DING! I Think we've found a new winner.",badgerblant,_DHOTYA,https://twitter.com/badgerblant/status/1024678940558942208,1533137471
If you were actually God you would think you'd find easier ways of getting an upskirt shot TBH.,Er_Nope,_DHOTYA,https://twitter.com/Er_Nope/status/1024673482557333504,1533136170
Ffs ,Ericsonnycon,"troll_reformed,_DHOTYA",https://twitter.com/Ericsonnycon/status/1024686940963131392,1533139379
That pop machine's name was Albert Einstein.,mostly_sleepy,_DHOTYA,https://twitter.com/mostly_sleepy/status/1024673103316701185,1533136079
Seems legit,ConorMac13,"Martymckeown83,_DHOTYA",https://twitter.com/ConorMac13/status/1024745251079184395,1533153281
"@,MikeAshton93, this just pisses me off",ellyunited,_DHOTYA,https://twitter.com/ellyunited/status/1024701047611248640,1533142742
pic.twitter.com/Kst3GFetKr,Rod_1878_,"scousehomer,_DHOTYA",https://twitter.com/Rod_1878_/status/1024701170038784000,1533142771
pic.twitter.com/k9vIriOxTa,abdiosman45,_DHOTYA,https://twitter.com/abdiosman45/status/1024784546011721733,1533162650
"@,JameseeMac, ,@,Seanyoung_19, ,@,TheBoabfather, if you aren’t following already you just have to... might be the best account on twitter.,pic.twitter.com/0fCxGGOeWV",AlwaysGorgie,_DHOTYA,https://twitter.com/AlwaysGorgie/status/1024779147606941698,1533161362
"
Fucking hell.",moogbyutts,_DHOTYA,https://twitter.com/moogbyutts/status/1024703836030750725,1533143407
It’s a real fucking contender for the award that’s what it is.,depboyle,_DHOTYA,https://twitter.com/depboyle/status/1024703157128048640,1533143245
pic.twitter.com/VxBPBGb0aw,aaronrowbo,_DHOTYA,https://twitter.com/aaronrowbo/status/1024702625319739398,1533143118
"Look at the name of the page and caption, ,@,knightleeee",SwiftJoeyyy,_DHOTYA,https://twitter.com/SwiftJoeyyy/status/1024701504161304576,1533142851
What the fuck,Rollsie7,_DHOTYA,https://twitter.com/Rollsie7/status/1024680609107664897,1533137869
"If they has stopped at just asking for for a sign then it would have been bullshit but not completly mental, it's the specifics that really make it insane.",Nattrass79,_DHOTYA,https://twitter.com/Nattrass79/status/1024675894894444544,1533136745
"@,RealJaffa_, ,@,stones378,  final v Zanetti nailed on",Yuffy1,_DHOTYA,https://twitter.com/Yuffy1/status/1024673499393208320,1533136174
pic.twitter.com/fcRikT07iM,speccybob,_DHOTYA,https://twitter.com/speccybob/status/1024672798134992896,1533136007
You’re going to have to run a Plate competition for all other entries. This has taken things to a whole new level. ‘Godly’ stuff from Madi.,snookerfollower,_DHOTYA,https://twitter.com/snookerfollower/status/1024672756686876674,1533135997
A solid zanetti contender,Aaronrb1,"JoeyEddy1992,_DHOTYA,Tom_Eddy1",https://twitter.com/Aaronrb1/status/1024673461753532416,1533136165
"I think this is 100% real if you consider that at the part where the ""man stared at her for a bit"", he spent that moment thinking to himself ""what could I say here to really mind-fuck this chick?""",McCowboys,"_DHOTYA,_JDHD",https://twitter.com/McCowboys/status/1025110829178400768,1533240441
"@,Sean_Evans93, ,@,NathanWhitlow1",adameverett92,_DHOTYA,https://twitter.com/adameverett92/status/1025047833030914048,1533225422
pic.twitter.com/iJitCvZVht,GelNerd,"_DHOTYA,Film_Review140",https://twitter.com/GelNerd/status/1024985081390223360,1533210461
Do we have our new market leader?! This is fucking phenomenal!!,Georginho1987,_DHOTYA,https://twitter.com/Georginho1987/status/1024942083541553152,1533200209
"@,mamalas, Hallelujah! Praise Him! ",kayeso,_DHOTYA,https://twitter.com/kayeso/status/1024903174333710336,1533190933
"@,PeteNewbigin, the best one ever",newbigin15,_DHOTYA,https://twitter.com/newbigin15/status/1024876545729474560,1533184584
Clear 2018 winner. Shut it all down,LouM567,_DHOTYA,https://twitter.com/LouM567/status/1024822410669772803,1533171677
And yet when I tell the wife God told me to drink 10 cans of lager she never believes me. Weird.,Si_Culley,_DHOTYA,https://twitter.com/Si_Culley/status/1024804812351844352,1533167481
You could have posted the whole bible as well.,JamesGTHFC,"_DHOTYA,Shelbie_THFC",https://twitter.com/JamesGTHFC/status/1024765458463879170,1533158099
pic.twitter.com/HaSsnGzYT9,GameSetNash,_DHOTYA,https://twitter.com/GameSetNash/status/1024764465856831490,1533157862
"@,GavChaps, just lost 15 mins of my life looking at replies FFS..",EQBooty,_DHOTYA,https://twitter.com/EQBooty/status/1024745346788941828,1533153304
"‘I thought to myself, ‘Everybody dies.  Even wolves.’  But then a girl did a handstand and I decided to live another day.’",Troy_Leroy,_DHOTYA,https://twitter.com/Troy_Leroy/status/1024739656842334208,1533151947
