content,username,replyto,permalink,time
"Either Trump is literally a Nazi who ""commits acts of violence for political gain"" (two absurd claims which are backed by zero proof whatsoever) OR, you're a hysterical, deranged, moron who is butt-hurt that Trump is doing well & will likely be re-elected.

Which is more likely?,https://,twitter.com/JuddApatow/sta,tus/1011311626388230144, ,…",PrisonPlanet,,https://twitter.com/PrisonPlanet/status/1011560054057775104,1530009685
"Whenever someone pulls out the old 'Nazi' label, you can be sure it's an imbecile who just lost an argument.",ravena68,PrisonPlanet,https://twitter.com/ravena68/status/1011560581000761345,1530009811
"When the debate is lost, slander becomes the tool of the loser!",ThomMAGA,"ravena68,PrisonPlanet",https://twitter.com/ThomMAGA/status/1011567960677408768,1530011570
"How many boxes does Trump tick?,pic.twitter.com/s6yLFdDqb0",npjackson123,PrisonPlanet,https://twitter.com/npjackson123/status/1011561003925082112,1530009911
"Ooh I have a meme too! ,pic.twitter.com/mmV6bECOch",My_2_bratz,"npjackson123,PrisonPlanet",https://twitter.com/My_2_bratz/status/1011561369529978880,1530009999
Nice and exactly to the point!,PatriciaBonis1,"My_2_bratz,npjackson123,PrisonPlanet",https://twitter.com/PatriciaBonis1/status/1011565448725491718,1530010971
"Given the fact ,@,JuddApatow, is A Jew;  and still compares ,@,POTUS, AND HIS SUPPORTERS TO NAZIS;  how well do u think that’s gonna play to the American electorate at large?!  ,#,Sad, ,#,TheLeftHatesAmerica,  And We DONT FORGET!!  ,@,Sethrogen, 2 embarrassing POS;  that should move to Gaza!!",BridgetKF30,"PrisonPlanet,desertveteran",https://twitter.com/BridgetKF30/status/1011595353123180545,1530018101
We don't have to worry about an epidemic of Ebola virus these days. it's the pandemic of stupidity that's going to be our downfall.,Spreadicus,PrisonPlanet,https://twitter.com/Spreadicus/status/1011598853311750148,1530018935
"JFC, if Trump is literally hitler for having border control, then 3/4 of the world is literally nazi germany, except the clown zone known as the EU.",boorishamoeba,PrisonPlanet,https://twitter.com/boorishamoeba/status/1011560932403654658,1530009894
People  still go through customs control & need a passport & visa (depends where you're from) to get into any EU country so....Border control? Yes.,Colette_00_,"boorishamoeba,PrisonPlanet",https://twitter.com/Colette_00_/status/1011562200438333440,1530010197
Judd needs to put the crack pipe down.,Madvetter,"PrisonPlanet,lftbronson",https://twitter.com/Madvetter/status/1011630121906733056,1530026390
Judd has missed appointments with his mental health caregiver.,lftbronson,"Madvetter,PrisonPlanet",https://twitter.com/lftbronson/status/1011641418828443648,1530029084
Trump derangement syndrome.,paulzpc,PrisonPlanet,https://twitter.com/paulzpc/status/1011567662747484163,1530011499
“Doing well”,Filllth,PrisonPlanet,https://twitter.com/Filllth/status/1011713433086185472,1530046253
Trump is not as bad as the media claims him to be,Alpha_Hakaisha,"Filllth,PrisonPlanet",https://twitter.com/Alpha_Hakaisha/status/1011958184410537984,1530104607
"This is true. He is definitely NOT a nazi, he is however completely unqualified to be the leader of the United States.",Filllth,"Alpha_Hakaisha,PrisonPlanet",https://twitter.com/Filllth/status/1011961690223775744,1530105442
No one in the election was.,Alpha_Hakaisha,"Filllth,PrisonPlanet",https://twitter.com/Alpha_Hakaisha/status/1012024593979199494,1530120440
Sorry but Barack Obama and Clinton Kidnapped Children Two,orbit03,"PrisonPlanet,DCTFTW",https://twitter.com/orbit03/status/1011646573267206144,1530030313
"Just two, their numbers are way better then.",JoeKing4King,"orbit03,PrisonPlanet,DCTFTW",https://twitter.com/JoeKing4King/status/1011751181754957825,1530055253
Ok to,orbit03,"JoeKing4King,PrisonPlanet,DCTFTW",https://twitter.com/orbit03/status/1011973096784289792,1530108162
I love how they justify their Nazi comparison w/the atrocities committed on the Jewish people - who were citizens in all of the countries they were torn from - and Trump urging ICE & border patrol to follow current laws to get rid of illegal aliens.,jotarofan,"PrisonPlanet,FrankelJeremy",https://twitter.com/jotarofan/status/1011565615293878273,1530011011
pic.twitter.com/0UK7lRs7OD,RobbieSuzz,PrisonPlanet,https://twitter.com/RobbieSuzz/status/1011563371446063105,1530010476
Who is Judd Apatow?,BooScaryGhost,PrisonPlanet,https://twitter.com/BooScaryGhost/status/1011561334427865089,1530009990
"Either migrants are docile welfare slaves who refuse to challenge authority or they're violent criminals which is it ? ,https://,twitter.com/PrisonPlanet/s,tatus/1008729767380684801?s=19, ,…,https://,twitter.com/PrisonPlanet/s,tatus/1009219433712291846?s=19, ,…",Robbristow77,PrisonPlanet,https://twitter.com/Robbristow77/status/1011567714102595584,1530011511
"Democrats FEEL they are the new docile welfare slaves.
The democrats IGNORE the violence being perpetrated by many who sneak in, AKA willful deception.
The democrats lust for power far exceeds their concern for the citizen drones who vote for them.",libsRtwittarded,"Robbristow77,PrisonPlanet",https://twitter.com/libsRtwittarded/status/1011570545316507648,1530012186
Convenient that he forgets that this same law & it’s systems were implemented and carried out by the past two presidents . At least Trump is trying to change it for the better & discourage the overwhelming amounts of illegal & unvetted people from poring in .,annchrispjon,PrisonPlanet,https://twitter.com/annchrispjon/status/1011564197069520896,1530010673
Pouring in,annchrispjon,"annchrispjon,PrisonPlanet",https://twitter.com/annchrispjon/status/1011564329349419008,1530010704
Ah yes. Remember that time the Russians supported the Nazi regime? Pepperidge Farm remembers.,therealZack87,PrisonPlanet,https://twitter.com/therealZack87/status/1011561385795424256,1530010002
Trump is literally a Nazi.,jpjanson,PrisonPlanet,https://twitter.com/jpjanson/status/1011563045901033473,1530010398
What’s that on yer face?,QofSwords3,"jpjanson,PrisonPlanet",https://twitter.com/QofSwords3/status/1011564466792730634,1530010737
Fake tan,jpjanson,"QofSwords3,PrisonPlanet",https://twitter.com/jpjanson/status/1011565927547195392,1530011085
separating a 3 month old baby from its mother is a literal act of  violence (one of many) carried out by the trump administration for  political gain.,suckyrmom,PrisonPlanet,https://twitter.com/suckyrmom/status/1011561843461099520,1530010112
"Jail is no place for a 3 month old baby. Blame the person responsible, the mother. Why are you ignoring the 10000 kids that their mothers literally threw them away?",DianaKraft7,"suckyrmom,PrisonPlanet",https://twitter.com/DianaKraft7/status/1011565407625457664,1530010961
i think you need to lay off the CRACK COCAINE pal.,suckyrmom,"DianaKraft7,PrisonPlanet",https://twitter.com/suckyrmom/status/1011566204778106880,1530011151
How’s the sale of dick pills going Paul? Sold many for Alex today? Have I mentioned how grown up you look with that ciggie in your mouth? Almost like a real adult! So dreamy !,ChrisClarke21,PrisonPlanet,https://twitter.com/ChrisClarke21/status/1011595793030176770,1530018206
pic.twitter.com/ZDABp0i3S0,RobbinOlsson_,"ChrisClarke21,PrisonPlanet",https://twitter.com/RobbinOlsson_/status/1011600294877257728,1530019279
