username,date,retweets,favorites,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"slackbastard","2018-01-18-01:15",0,0,"FACT CHECK: Antifa Flyers Call For the Murder of White Children? https://www.snopes.com/antifa-flyers-call-for-the-murder-of-white-children/#.WmA7XB2PXIE.twitter … # FakeNewsAwards","","","# FakeNewsAwards","953873341500174337","","","https://twitter.com/slackbastard/status/953873341500174337",""
"billsdigiworx","2017-08-28-20:00",0,0,"FACT CHECK: Antifa Flyers Call For the Murder of White Children? http://fb.me/3vNcI8kfs","","","","902320116792254464","","","https://twitter.com/billsdigiworx/status/902320116792254464",""
"SquawkerNation","2017-08-25-14:26",0,0,"# ANTIFAHOAX # SNOPESFALSE Antifa Flyers Call For the Murder of White Children? http://www.snopes.com/antifa-flyers-call-for-the-murder-of-white-children/ …","","","# ANTIFAHOAX # SNOPESFALSE","901148802916257792","","","https://twitter.com/SquawkerNation/status/901148802916257792",""
"JeffBfish","2017-08-20-13:41",0,0,"FACT CHECK: Antifa Flyers Call For the Murder of White Children? http://www.snopes.com/antifa-flyers-call-for-the-murder-of-white-children/?utm_source=twitter&utm_medium=social …","","","","899325436114743296","","","https://twitter.com/JeffBfish/status/899325436114743296",""
"AlterboyGio","2017-08-20-12:03",0,0,"WAR ON ANTIFA BRING IT MFs &#8216;Antifa&#8217; Flyers Call For the Murder of White Children? http://www.snopes.com/antifa-flyers-call-for-the-murder-of-white-children/ …","","","","899300817202761728","","","https://twitter.com/AlterboyGio/status/899300817202761728",""
"avensobrien","2017-08-19-03:48",0,0,"FACT CHECK: Antifa Flyers Call For the Murder of White Children? http://fb.me/4xj2yvS3J","","","","898813861628755968","","","https://twitter.com/avensobrien/status/898813861628755968",""
"AboriginalPress","2017-08-18-11:27",0,0,"# FACTCHECK: # Antifa Flyers Call For the Murder of White Children? http://ow.ly/ZBjr30evGKu","","","# FACTCHECK # Antifa","898566922224009217","","","https://twitter.com/AboriginalPress/status/898566922224009217",""
"TheAngryindian","2017-08-18-11:27",0,0,"# FACTCHECK: # Antifa Flyers Call For the Murder of White Children? http://ow.ly/ZBjr30evGKu","","","# FACTCHECK # Antifa","898566922039574528","","","https://twitter.com/TheAngryindian/status/898566922039574528",""
"JanetDerouin","2017-08-18-09:12",0,0,"FACT CHECK: Antifa Flyers Call For the Murder of White Children? http://www.snopes.com/antifa-flyers-call-for-the-murder-of-white-children/ …","","","","898533068318945281","","","https://twitter.com/JanetDerouin/status/898533068318945281",""
"aianadevi8","2017-08-18-03:17",0,0,"&#8216;Antifa&#8217; Flyers Call For the Murder of White Children? http://www.snopes.com/antifa-flyers-call-for-the-murder-of-white-children/ …","","","","898443822048264197","","","https://twitter.com/aianadevi8/status/898443822048264197",""
"PascoRevolution","2017-08-17-23:57",0,0,"snopes: Fact Check: Antifa Flyers Call For the Murder of White Children? Full Report: http://www.snopes.com/antifa-flyers-call-for-the-murder-of-white-children/?utm_source=twsnopesvideo … pic.twitter.com/0pjK7cB4k3","","","","898393276755193856","","","https://twitter.com/PascoRevolution/status/898393276755193856",""
"snopes","2017-08-17-23:50",46,44,"Fact Check: Antifa Flyers Call For the Murder of White Children? Full Report: http://www.snopes.com/antifa-flyers-call-for-the-murder-of-white-children/?utm_source=twsnopesvideo …pic.twitter.com/bIC91SMk4N","","","","898391704604033029","","","https://twitter.com/snopes/status/898391704604033029",""
"belong_io","2017-08-17-20:35",0,0,"FACT CHECK: Antifa Flyers Call For the Murder of White Children? http://ift.tt/2fLcn4u","","","","898342506676469761","","","https://twitter.com/belong_io/status/898342506676469761",""
"suzi_q2","2017-08-17-19:46",0,0,"&#8216;Antifa&#8217; Flyers Call For the Murder of White Children? http://www.snopes.com/antifa-flyers-call-for-the-murder-of-white-children/ …","","","","898330325738180608","","","https://twitter.com/suzi_q2/status/898330325738180608",""
"jamesksowerby","2017-08-17-18:46",0,0,"FACT CHECK: Antifa Flyers Call For the Murder of White Children? The depths of the far right. http://www.snopes.com/antifa-flyers-call-for-the-murder-of-white-children/ …","","","","898315087978647552","","","https://twitter.com/jamesksowerby/status/898315087978647552",""
"Britpoptarts","2017-08-17-14:44",1,0,"INTERNETIZEN'S Q: Do Antifa Flyers Call For the Murder of White Children? SNOPES' A: Of course not. Also, DUH. http://www.snopes.com/antifa-flyers-call-for-the-murder-of-white-children/ …","","","","898254149967466497","","","https://twitter.com/Britpoptarts/status/898254149967466497",""
"SVChucko","2017-08-17-12:42",0,0,"FALSE: 'Antifa' Flyers Call For the Murder of White Children http://www.snopes.com/antifa-flyers-call-for-the-murder-of-white-children/ …","","","","898223630475067392","","","https://twitter.com/SVChucko/status/898223630475067392",""
"BrynnThorssen","2017-08-17-12:05",0,0,"FACT CHECK: Antifa Flyers Call For the Murder of White Children? http://fb.me/vKATacJn","","","","898214175364788226","","","https://twitter.com/BrynnThorssen/status/898214175364788226",""
