username,date,retweets,favorites,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"ContempraINN","2018-08-01-20:25",1,3,"# Topiary # cats ' # seen by # millions' on # Facebook - # TooGoodToBeTrue # Digitally # Produced # BUT # Still # Great # Idea for # Gardeners # Horticulture # BBCNews http://www.bbc.com/news/uk-england-beds-bucks-herts-36379324 … @ ContempraINNpic.twitter.com/m1Hwb0OAjE","","@ ContempraINNpic","# Topiary # cats # seen # millions # Facebook # TooGoodToBeTrue # Digitally # Produced # BUT # Still # Great # Idea # Gardeners # Horticulture # BBCNews","1024813303770558466","","","https://twitter.com/ContempraINN/status/1024813303770558466","https://abs.twimg.com/emoji/v2/72x72/27a1.png"
"CatMadShirts","2018-08-01-20:19",0,0,"RT:PurringtonPost: Topiary cats 'seen by millions' on Facebook => http://bit.ly/2a7NRpF | via BBC News # catlove http://bit.ly/2OzJbu8","","","# catlove","1024811823038693377","","","https://twitter.com/CatMadShirts/status/1024811823038693377",""
"susanbenham1","2018-08-01-11:26",0,0,"Can you imagine the # rodents?? LOL Truly beautiful # topiaries created by a # gifted # artist! # topiary # garden # landscape # cats # greeneryhttps://twitter.com/evawut/status/1023377230712328192 …","","","# rodents # topiaries # gifted # artist # topiary # garden # landscape # cats # greeneryhttps","1024677787116818433","","","https://twitter.com/susanbenham1/status/1024677787116818433","https://pbs.twimg.com/ext_tw_video_thumb/1023377106309283840/pu/img/DpAAgbvcM5u4Jad6.jpg"
"NightCatArts","2018-07-31-19:41",0,0,"Pinner's just down the road from here. I could rough up his probable immaculate topiary..","","","","1024439865922990080","1024430120524808192","Seanchuckle","https://twitter.com/NightCatArts/status/1024439865922990080",""
"DianeDidi15","2018-07-31-13:10",0,1,"Sleeping topiary cat!w https://twitter.com/TheTopiaryCat/status/873928765159559169 …","","","","1024341536635539457","","","https://twitter.com/DianeDidi15/status/1024341536635539457",""
"TuxiTalk1","2018-07-30-20:31",0,4,"@ Haytham_MG, @ KateStewart22, @ q_own, @ d_remal, @ IALNILAM1968, @ 305local, @ with_dun, @ ScheyChris, @ scotontherock5, @ 991_mf, @ Turki_ATTamimi There is a man who made an online memorial with topiary cats. https://twitter.com/HMTreasuryCat/status/762689353151905794 …","","@ Haytham_MG @ KateStewart22 @ q_own @ d_remal @ IALNILAM1968 @ 305local @ with_dun @ ScheyChris @ scotontherock5 @ 991_mf @ Turki_ATTamimi","","1024090249801199616","","","https://twitter.com/TuxiTalk1/status/1024090249801199616","https://pbs.twimg.com/media/CpWd6xBWIAAyR3A.jpg"
"CatMadShirts","2018-07-29-20:21",0,1,"RT:PurringtonPost: Topiary cats 'seen by millions' on Facebook => http://bit.ly/2a7NRpF | via BBC News # catlove http://bit.ly/2Ot14e7","","","# catlove","1023725275094437888","","","https://twitter.com/CatMadShirts/status/1023725275094437888",""
"irnbrudreaming","2018-07-27-06:11",0,3,"Can’t really blame them. Nice bit of topiary that. https://twitter.com/TelegraphNews/status/1022516494251577346 …","","","","1022786659413319681","","","https://twitter.com/irnbrudreaming/status/1022786659413319681","https://pbs.twimg.com/media/DjC1VMkX0AE0iB1.jpg"
"ArsLyss","2018-07-27-05:53",0,3,"Retweeted Britannia PR ( @ Britanniacomms): The Topiary Cats - # photography c. Rich Saunders via @ welcomet0nature # travel # nature pic.twitter.com/iKPrU5Z4bA https://twitter.com/Britanniacomms/status/1022353138102231041/photo/1?utm_source=fb&utm_medium=fb&utm_campaign=ArsLyss&utm_content=1022781900476362752 …","","@ Britanniacomms @ welcomet0nature","# photography # travel # nature","1022781920730603521","","","https://twitter.com/ArsLyss/status/1022781920730603521","https://pbs.twimg.com/media/DjAgwrZUYAE90Ko.jpg"
"CatMadShirts","2018-07-26-21:36",0,0,"RT:PurringtonPost: Topiary cats 'seen by millions' on Facebook => http://bit.ly/2a7NRpF | via BBC News # catlove http://bit.ly/2LCZeJ3","","","# catlove","1022656853224947715","","","https://twitter.com/CatMadShirts/status/1022656853224947715",""
"CatRutter","2018-07-26-12:36",0,1,"Growing up my Ma told me - you have to watch men, they'd try to stick it in a keyhole. When I heard a story of a man who did my 1st thought was, aargh you proved my Ma right. She's a keen gardener, not sure what she'll make of sticking it in topiary. https://twitter.com/NYMag/status/1022517269920993283 …","","","","1022521150709149697","","","https://twitter.com/CatRutter/status/1022521150709149697",""
"AbdirahmanFu","2018-07-26-06:03",0,0,"The Topiary Cats - # photography c. Rich Saunders via @ welcomet0nature # travel # nature pic.twitter.com/YOYIyYpwYJ https://twitter.com/Britanniacomms/status/1022353138102231041 …","","@ welcomet0nature","# photography # travel # nature","1022422188463403008","","","https://twitter.com/AbdirahmanFu/status/1022422188463403008","https://pbs.twimg.com/media/DjAgwrZUYAE90Ko.jpg"
"Britanniacomms","2018-07-26-01:29",99,201,"The Topiary Cats - # photography c. Rich Saunders via @ welcomet0nature # travel # nature pic.twitter.com/FT1ip2wBA7","","@ welcomet0nature","# photography # travel # nature","1022353138102231041","","","https://twitter.com/Britanniacomms/status/1022353138102231041","https://pbs.twimg.com/media/DjAgwrZUYAE90Ko.jpg"
