username,date,retweets,favorites,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"baileymad1996","2018-08-01-20:00",0,10,"Lmfao what kid has died alone in a cage? The only reason illegal immigrants children are being separated is because their parents tried to illegally smuggle them across the desert through the border to live in America without having a taxed paycheck.","","","","1024807052542136321","1024630418522484736","Highlandista nataliejohnsonn","https://twitter.com/baileymad1996/status/1024807052542136321",""
"saraa_megan","2018-08-01-12:44",0,0,"How messed up that the richest person (Jeff Bezos ceo of amazon) ,if he was around today as a kid we would cage him from his immigrant parent and we wouldnt have amazon.","","","","1024697434922987520","","","https://twitter.com/saraa_megan/status/1024697434922987520",""
"mestasenesta","2018-07-31-12:05",0,0,"Humans owe each other humanity . We owe those immigrant kids not 2 cage them, mothers of kids killed by police are owed dignity & explanations. Sorry I ruined ur piss poor tweet. https://twitter.com/Moeby_Slick/status/1024282547004563461 …","","","","1024325150152564736","","","https://twitter.com/mestasenesta/status/1024325150152564736",""
"tina_luhman","2018-07-31-12:04",1,3,"Or Oakland, Ca? They’ll need a wall too! Or, or, or, or, or...Oh wait! Let’s build a wall around Mara-Lago, tRUMP tOWER, @ realDonaldTrump golf courses & all his other rentals. Perhaps a temp wall/cage around the White House. Same size immigrants & kids are locked in.","","@ realDonaldTrump","","1024325027087273984","1024284538514620417","RWPUSA sweetdaddyo indystar","https://twitter.com/tina_luhman/status/1024325027087273984",""
"Pinkste12251153","2018-07-31-10:14",0,0,"Last I checked illegal immigrants cannot obtain any help without a s.s#. If you are speaking about the immigrants who are locked in a cage without their kids; the scrap they are fed and druged with meds is ok with you ....have a heart","","","","1024297351568130048","1023900404352991232","efribeiro2 MELONEDAVIDE realDonaldTrump","https://twitter.com/Pinkste12251153/status/1024297351568130048",""
"CJNeilsonWrites","2018-07-31-09:20",0,1,"Only Trump, Hitler and Nazi sympathizers think it’s OK to intentionally separate and cage immigrant kids, toddlers and babies. It’s never OK.","","","","1024283547165585414","1024282469909123077","MAGAalum libbycwatson chrislhayes","https://twitter.com/CJNeilsonWrites/status/1024283547165585414",""
"DaleHawkinson","2018-07-31-09:09",0,0,"Both Republicans & Democrats are capitalists... Republicans will throw little immigrant kids in a cage. Democrats would not. Republicans tend to be religious crackpots, Democrats are not. pic.twitter.com/h8wUpUuOYj","","","","1024280936710582272","1024275967995469824","DaleHawkinson SvetaZaharova","https://twitter.com/DaleHawkinson/status/1024280936710582272","https://pbs.twimg.com/media/Djb6CDCU4AAjF0Y.jpg"
"JonnyHollywood1","2018-07-30-22:45",0,0,"You are the biggest fraud ever! When asked about caged screaming kids, you said, “that’s what they get for coming here”! I wish your NAZI grandfather (that was banned from returning to Germany) never came here, now we got YOU Immigrant grandson Hater! We are putting u in a cage! https://twitter.com/realDonaldTrump/status/1024096373917016064 …","","","","1024123919127666688","","","https://twitter.com/JonnyHollywood1/status/1024123919127666688",""
"AndyOstroy","2018-07-30-14:31",8,16,"and... I’d rather welcome immigrant kids & educate them, not cage them I’d rather condemn neo-Nazis & white supremacists than defend & enable them I’d rather aid disabled people than mock them I’d rather respect pussies than grab them w/o consent That’s why I’m a Dem... https://twitter.com/peterdaou/status/1023903029102297089 …","","","","1023999441106333705","","","https://twitter.com/AndyOstroy/status/1023999441106333705",""
"katelovesneuro","2018-07-30-12:27",0,0,"UR arrogance/White privilege is astounding&UR use of clinical language(&U've NO TRAINING) 2claim/excuse racism as BRAINWASHING, DENY MH issues enables White Supremacists b/c U want compassion 4folks who seek 2destroyPOC kidnap/cage immigrant kids. Think Im bad, try @ docrocktex26https://twitter.com/LizButlerDidIt/status/1023691399181393921 …","","@ docrocktex26https","","1023968426874818561","","","https://twitter.com/katelovesneuro/status/1023968426874818561",""
