username,date,retweets,favorites,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"silasamp","2018-07-30-23:59",0,1,"@ jairbolsonaro @ lpbragancabr não e que jornalista comuna quer eu príncipe e pronto melhor opção chora marco antonio volla bosta FAKENEWS @ jairbolsonaro @ lpbragancabr ele disse quê vai embora do Brasil que suma logo @ realDonaldTrump @ VP https://twitter.com/WinstonLing/status/1024001840617345024 …","","@ jairbolsonaro @ lpbragancabr @ jairbolsonaro @ lpbragancabr @ realDonaldTrump @ VP","","1024142357145575425","","","https://twitter.com/silasamp/status/1024142357145575425","https://abs.twimg.com/emoji/v2/72x72/1f44a.png"
"gotothelimit","2018-07-30-11:47",2,5,"We should outlaw outsourcing Prescription Drugs. Prescription Drugs for consumption by Americans Should bear a Made in the U.S.A. LOGO & not made in any other country where ingredients are not monitored !","","","","1023958260771184640","1023942771210702850","RealDocBrent Carolde","https://twitter.com/gotothelimit/status/1023958260771184640",""
"StopYourLies","2018-07-29-18:39",0,0,"@ GOP @ realDonaldTrump @ SenateGOP @ HouseGOP @ SenateMajLdr @ SpeakerRyan @ VP The new winning GOP Logo. Already being displayed in Colorado. pic.twitter.com/DXF8OhA1XJ","","@ GOP @ realDonaldTrump @ SenateGOP @ HouseGOP @ SenateMajLdr @ SpeakerRyan @ VP","","1023699569627025413","","","https://twitter.com/StopYourLies/status/1023699569627025413","https://pbs.twimg.com/media/DjTpVKuXsAAa_of.jpg"
"ninguem_anyone","2018-07-28-15:20",14,48,"# BrasilComBolsonaro Jair Bolsonaro logo logo anunciará o Mike Pence da chapa. Em outras palavras, o vice, segundo a linha de comparação com Donald Trump. Será alguém tão conservador e cristão, anti-globalista, politicamente incorreto, e alinhado ao projeto de país, quanto ele.","","","# BrasilComBolsonaro","1023287050324328448","","","https://twitter.com/ninguem_anyone/status/1023287050324328448",""
"rbr1966rbr","2018-07-28-08:21",0,0,"@ POTUS @ realDonaldTrump @ WhiteHouse @ PressSec @ FLOTUS @ IvankaTrump @ DonaldJTrumpJr @ EricTrump @ GOP @ HouseGOP @ SenateGOP @ SenateMajLdr @ SpeakerRyan @ VP New GOP Logo - Accurate! pic.twitter.com/h1cQTNs63i","","@ POTUS @ realDonaldTrump @ WhiteHouse @ PressSec @ FLOTUS @ IvankaTrump @ DonaldJTrumpJr @ EricTrump @ GOP @ HouseGOP @ SenateGOP @ SenateMajLdr @ SpeakerRyan @ VP","","1023181595870670848","","","https://twitter.com/rbr1966rbr/status/1023181595870670848","https://pbs.twimg.com/media/DjMSMLuXsAAUQyP.jpg"
"Dianinhaa_Ma","2018-07-26-17:23",0,0,"Políticos brasileiros! Em sua maioria, um bando de ladrões, corruptos, corruptores, vagabundos! Venezuela, Nicarágua, África do Sul....Brasil! @ Gen_VillasBoas @ realDonaldTrump @ VP e Kim Jong Un aquele Koeano...q inicie logo a guerra e acabe com a merda toda! A caminho do caos!","","@ Gen_VillasBoas @ realDonaldTrump @ VP","","1022593286337380352","","","https://twitter.com/Dianinhaa_Ma/status/1022593286337380352",""
"thatgirlinsb","2018-07-25-20:46",1,2,"Nice! Their new logo is brilliant! @ realDonaldTrump @ SenateMajLdr @ Jim_Jordan @ TomCottonAR @ SpeakerRyan @ VP @ MikePompeo4USA @ AmbJohnBoltonhttps://twitter.com/hrhcheryl/status/1022270224547045376 …","","@ realDonaldTrump @ SenateMajLdr @ Jim_Jordan @ TomCottonAR @ SpeakerRyan @ VP @ MikePompeo4USA @ AmbJohnBoltonhttps","","1022281909164859392","","","https://twitter.com/thatgirlinsb/status/1022281909164859392","https://pbs.twimg.com/media/Di_VWPSV4AAr04C.jpg"
"amazed_always","2018-07-25-06:22",0,0,"So, they utilize the credibility of MSNBC by leaving the logo? @ realDonaldTrump is the slimiest, going back to his comfort zone of criminality. @ SenateMajLdr @ GOP @ VP All of the complicit participants will wear the stain. # Votehttps://twitter.com/AynRandPaulRyan/status/1022055531958099968 …","","@ realDonaldTrump @ SenateMajLdr @ GOP @ VP","# Votehttps","1022064550953267200","","","https://twitter.com/amazed_always/status/1022064550953267200","https://pbs.twimg.com/media/Di6fjESXoAE1mjl.jpg"
"drnick1976","2018-07-24-22:02",0,0,"@ realDonaldTrump @ DonaldJTrumpJr @ EricTrump @ IvankaTrump @ VP @ POTUS @ SenateMajLdr @ SpeakerRyan -you all should adopt this as the Republican Party logo https://twitter.com/rheathervaughn/status/1021921806737756160 …","","@ realDonaldTrump @ DonaldJTrumpJr @ EricTrump @ IvankaTrump @ VP @ POTUS @ SenateMajLdr @ SpeakerRyan","","1021938645446610944","","","https://twitter.com/drnick1976/status/1021938645446610944","https://pbs.twimg.com/media/Di6Yd4CV4AAGdE2.jpg"
"sheilaunderwoo1","2018-07-23-17:12",0,0,"There's video where You can see Trump look like a moron that's pretty easy he claims to middle & lower class's my friends are going to hate me now because of there taxes going up then at a dinner at Mar A Logo he says to his friends don't worry I'll get your taxes down","","","","1021503238682632192","1021499941439635456","tedlieu VP","https://twitter.com/sheilaunderwoo1/status/1021503238682632192",""
