content,username,replyto,permalink,time
I REALLY want disney to make a gay princess. I feel like it would help kids to be more open minded and it would also show that it's normal to feel attracted to the same sex. It would be amazing in my opinion.,carneliangrassi,,https://twitter.com/carneliangrassi/status/1012043688766267393,1530124992
They are seriously talking about that for Frozen 2... I hope they will have the courage to do that.,BettyHalamicek,carneliangrassi,https://twitter.com/BettyHalamicek/status/1012048483010908161,1530126135
me too!!!,carneliangrassi,BettyHalamicek,https://twitter.com/carneliangrassi/status/1012048744878133251,1530126198
We have Elsa tho,Mxxnchiild,Scootaloograssi,https://twitter.com/Mxxnchiild/status/1012043985844662272,1530125063
Anna is a basic bitch,carneliangrassi,Mxxnchiild,https://twitter.com/carneliangrassi/status/1012044319262412801,1530125143
"Yes, but i need to know if Elsa is actually lesbian",Mxxnchiild,carneliangrassi,https://twitter.com/Mxxnchiild/status/1012045243603185664,1530125363
Elsa?,giaxtyshara,carneliangrassi,https://twitter.com/giaxtyshara/status/1012044326602502144,1530125144
But a movie primarily on that you know?,carneliangrassi,giaxtyshara,https://twitter.com/carneliangrassi/status/1012044475777081351,1530125180
Ooohhh,giaxtyshara,carneliangrassi,https://twitter.com/giaxtyshara/status/1012045282262114304,1530125372
I worded this so POORLY holy fuck,carneliangrassi,,https://twitter.com/carneliangrassi/status/1012043980928897026,1530125062
