content,username,replyto,permalink,time
"It’s time to demand more than thoughts and prayers from our elected officials. ,http://,hrc.io/28O4e9p, , ,#,DisarmHate,pic.twitter.com/ehqCXheGqP",HillaryClinton,,https://twitter.com/HillaryClinton/status/745063650193457152,1466471991
"@,HillaryClinton,pic.twitter.com/2cX9RSVfAj",RussellSperry,HillaryClinton,https://twitter.com/RussellSperry/status/745063728714907650,1466472010
Failed History did you? FAILED!,frederickwalser,"RussellSperry,HillaryClinton",https://twitter.com/frederickwalser/status/745064499120463872,1466472193
"@,HillaryClinton,pic.twitter.com/6Blz9PGQYV",trump2021,HillaryClinton,https://twitter.com/trump2021/status/745064543215357956,1466472204
exactly the same number of emails were deleted by you. What a coincidence.,JoeSouthfields,HillaryClinton,https://twitter.com/JoeSouthfields/status/745064104465833984,1466472099
22 million emails deleted by Bush! No outrage? Of course not. HYPOCRITES!!!,frederickwalser,"JoeSouthfields,HillaryClinton",https://twitter.com/frederickwalser/status/745064850947117056,1466472277
from his gmail account???? The emails she deleted were classified.,JoeSouthfields,"frederickwalser,HillaryClinton",https://twitter.com/JoeSouthfields/status/745065275985268737,1466472379
"Karl Rove deleted 22 million emails, the entire Bush admin emails from PRIVATE SERVER! Outrage, 0? HYPOCRITE",frederickwalser,"JoeSouthfields,HillaryClinton",https://twitter.com/frederickwalser/status/745083111730348032,1466476631
"lol dipshit...people died because of what she did,pic.twitter.com/WQ3WsMbS06",matt768,"frederickwalser,HillaryClinton",https://twitter.com/matt768/status/745141408940494849,1466490530
"@,matt768, @anilkuriakoze ,@,HillaryClinton,pic.twitter.com/lFJLluhx1G",frederickwalser,matt768,https://twitter.com/frederickwalser/status/745241586875805701,1466514414
It’s time to demand Hillary drop out of the race.,asamjulian,HillaryClinton,https://twitter.com/asamjulian/status/745065876316110853,1466472522
Because she is under criminal investigation for espionage against the United States.,asamjulian,sddickerson,https://twitter.com/asamjulian/status/745066496326533121,1466472670
what's up man? What's the secret spell the Dems & Clinton's have on the black folk? Think. They've brainwashed you.,Norsemen83,"sddickerson,asamjulian",https://twitter.com/Norsemen83/status/745070120301694980,1466473534
" He isn’t the brightest of the bunch, lol. I actually like his tweets. ",asamjulian,"Norsemen83,sddickerson",https://twitter.com/asamjulian/status/745070353366589440,1466473589
"Sniper fire, huh?,https://www.,youtube.com/watch?v=ZRlOm4,IUuJk, ,…",CodyFaine,HillaryClinton,https://twitter.com/CodyFaine/status/745063740198924288,1466472012
"https://,amp.twimg.com/v/3e74cecd-9b5,e-4c93-b303-c73927fcf572, ,…",FairytailsRU,"sddickerson,CodyFaine",https://twitter.com/FairytailsRU/status/745069645724430336,1466473420
