content,username,replyto,permalink,time
"Wow, ICE is ... really desperate for recruits. ,#,abolishICE,pic.twitter.com/wOxn4pQX0E",thebreaknetflix,,https://twitter.com/thebreaknetflix/status/1020376398110765056,1532111665
"Michelle Wolf, you are brilliant, as always.",mmthebaker,thebreaknetflix,https://twitter.com/mmthebaker/status/1020384843245371392,1532113679
Oh yes it's truly brilliant to make fun of federal law enforcement agents that risk their lives every day in this country for our citizens and for anyone residing within our borders.. That includes both the unappreciative and the ignorant as well.,DrZin14,"mmthebaker,thebreaknetflix",https://twitter.com/DrZin14/status/1020390333497176064,1532114988
"I wonder if it is this brilliant?,https://www.,bbc.com/news/world-eur,ope-44852812, ,…",PaulPaulson81,"DrZin14,mmthebaker,thebreaknetflix",https://twitter.com/PaulPaulson81/status/1020390921765048325,1532115128
What???,DrZin14,"PaulPaulson81,mmthebaker,thebreaknetflix",https://twitter.com/DrZin14/status/1020477149013250048,1532135686
It isn’t ok for a comedian to make fun of 3 letter agencies but the president can degrade their integrity? The president can tell all the lies he wants about them?,PaulPaulson81,"DrZin14,mmthebaker,thebreaknetflix",https://twitter.com/PaulPaulson81/status/1020521616034312192,1532146288
This conversation was about Michelle Wolf making fun of ice and comparing them to Isis. Can liberals not deflect?,DrZin14,"PaulPaulson81,mmthebaker,thebreaknetflix",https://twitter.com/DrZin14/status/1020522217686413312,1532146431
"It’s more simple than that. She is not important. 2 things an be true at once. She can be who she is, and the president can be who he is, and both can be wrong. But in that relationship, she is not the important one, he is. So I ask, why is it less important when he talks trash?",PaulPaulson81,"DrZin14,mmthebaker,thebreaknetflix",https://twitter.com/PaulPaulson81/status/1020533190383960074,1532149047
He blocked me. He lost.,PaulPaulson81,"PaulPaulson81,DrZin14",https://twitter.com/PaulPaulson81/status/1020691118357270528,1532186700
"I’ll be completely honest. I’m embarrassed bc I didn’t look to see who’s twitter this was...and totally thought this was real for the first half of the video. 

THATS HOW BAD THINGS ARE RIGHT NOW.",MAOrona512,thebreaknetflix,https://twitter.com/MAOrona512/status/1020389400004395008,1532114765
Could tell was fake the first 5 seconds lol,TheAnaBraga,"MAOrona512,thebreaknetflix",https://twitter.com/TheAnaBraga/status/1020457883853393920,1532131093
I thought Michelle Wolf was supposed to be a comedian? Nothing I've seen of hers is even remotely funny. Maybe it is funny in gutterland.,GregWest_HALOJM,"TheAnaBraga,MAOrona512,thebreaknetflix",https://twitter.com/GregWest_HALOJM/status/1020493668980019201,1532139625
Bot.,MAOrona512,"GregWest_HALOJM,TheAnaBraga,thebreaknetflix",https://twitter.com/MAOrona512/status/1020500249582989312,1532141194
Bot. I can do that too!,GregWest_HALOJM,"MAOrona512,TheAnaBraga,thebreaknetflix",https://twitter.com/GregWest_HALOJM/status/1020502593326510085,1532141752
BOT BOT,MAOrona512,"GregWest_HALOJM,TheAnaBraga,thebreaknetflix",https://twitter.com/MAOrona512/status/1020507556739993601,1532142936
God Shexwont be happy to sine agents are murdered.  Who knew she was a supporter of human trafficking?,freedom7930,"MAOrona512,GregWest_HALOJM",https://twitter.com/freedom7930/status/1021121098795151361,1532289216
Haha...when you’re a Russian bot you should try a little harder.,MAOrona512,"freedom7930,GregWest_HALOJM",https://twitter.com/MAOrona512/status/1021121721804500993,1532289364
You are a sick ugly woman,d66faf432e3942b,thebreaknetflix,https://twitter.com/d66faf432e3942b/status/1020680547213987841,1532184180
"I was going to reply, and then I noticed your Twitter handle! , - d66faf432e3942b has an opinion over here!! ",jandrade,d66faf432e3942b,https://twitter.com/jandrade/status/1020722591236001792,1532194204
Guy's handle looks like the last part of a URL,ouko_billy,"jandrade,d66faf432e3942b",https://twitter.com/ouko_billy/status/1020738973348581377,1532198110
"I thought it might mean something in hexadecimal so I tried ,https://www.,rapidtables.com/convert/number,/hex-to-ascii.html, ,…, but nope nothing. 5 seconds wasted.",AnAndrewSchultz,"ouko_billy,jandrade,d66faf432e3942b",https://twitter.com/AnAndrewSchultz/status/1020764756225949697,1532204257
Why do the guys look identical to ISIS,RokinRobin,"thebreaknetflix,Alansbaby8",https://twitter.com/RokinRobin/status/1020715371286925317,1532192483
"#,DontExplainTheJoke, ;)",Simpson17866,"RokinRobin,thebreaknetflix,Alansbaby8",https://twitter.com/Simpson17866/status/1020733885758484485,1532196897
Lol. It had an ellipsis at the end when I tweeted it.,RokinRobin,"Simpson17866,thebreaknetflix,Alansbaby8",https://twitter.com/RokinRobin/status/1020737181000912897,1532197682
Ahh,Simpson17866,"RokinRobin,thebreaknetflix,Alansbaby8",https://twitter.com/Simpson17866/status/1020737458399596549,1532197749
"So ,@,michelleisawolf, thinks our men and women working with ,@,ICEgov, have no education & have no value as an essential part in security for American citizens. 

Get ready for these continued disrespectful attacks now that Barry runs ,@,netflix,.
,#,WalkAway,https://,twitter.com/thebreaknetfli,x/status/1020376398110765056?s=12, ,…",Jali_Cat,thebreaknetflix,https://twitter.com/Jali_Cat/status/1020679905640579073,1532184027
"That, is inexcusable.
Mocking agents is bad enough, but programming viewers to  psychologically associate ,@,ICEgov, w/ ISIS by repeating ""ICE is"" over & over, & the ending scene of them standing all in black like familiar photos of terrorists... ,#,WalkAway,
,#,BackTheBlue, ,@,POTUS",IndyK46220,"Jali_Cat,thebreaknetflix",https://twitter.com/IndyK46220/status/1020691377892610048,1532186762
"Oh my G, what the F, holy S, the image of a happy extended family eating at a children's party used as the example for ""changing your culture"" like Latin American immigrants are going to force us to have a good time and eat tacos and that is what we have to militarized against..",BybeeWinecloud,thebreaknetflix,https://twitter.com/BybeeWinecloud/status/1020391377681637377,1532115237
"Ok I thought the video ended earlier than it did. Yes its satire. Ice could cut this in half and actually use it, overt racism and all.",BybeeWinecloud,"BybeeWinecloud,thebreaknetflix",https://twitter.com/BybeeWinecloud/status/1020391852724195328,1532115350
pic.twitter.com/og48NAWX8R,22kchauhan,"thebreaknetflix,caganerx",https://twitter.com/22kchauhan/status/1020392326814986240,1532115463
"#,ricosroughnecks",22kchauhan,"22kchauhan,thebreaknetflix,caganerx",https://twitter.com/22kchauhan/status/1020392479667912710,1532115499
"LOVE this movie! ""DIZZZZZ!!!!""",big_perez,"22kchauhan,thebreaknetflix,caganerx",https://twitter.com/big_perez/status/1020407023479947265,1532118967
One of my childhood classics. It was a perfect B-movie A-movie,22kchauhan,"big_perez,thebreaknetflix,caganerx",https://twitter.com/22kchauhan/status/1020408644112875522,1532119353
"Yes, my daughter loves it too",big_perez,"22kchauhan,thebreaknetflix,caganerx",https://twitter.com/big_perez/status/1020411152172560384,1532119951
Do y’all realise that Starship Troopers are fascist-themed imperialism movies lmao,DakezAndy,"big_perez,22kchauhan",https://twitter.com/DakezAndy/status/1020767608851910657,1532204937
Lol... It's A MOVIE ,big_perez,"DakezAndy,22kchauhan",https://twitter.com/big_perez/status/1020768614906023936,1532205177
"I wonder if trump the dictator wanna-be and/or Nielsen has seen this?!? Better yet, the ENTIRE WH staff should watch this!! But they probably WOULD NOT care, & WOULD laugh, just like the former WH staffer did, who made the DESPICABLE statement about McCain! trump has NO heart!",bobbicallie,thebreaknetflix,https://twitter.com/bobbicallie/status/1020423551172653056,1532122907
Now do Obama,RealMaxVeritas,"bobbicallie,thebreaknetflix",https://twitter.com/RealMaxVeritas/status/1020459202320494597,1532131407
What? Obama? ,LeopoldStotch17,"Madam_Nyobi,RealMaxVeritas",https://twitter.com/LeopoldStotch17/status/1020856199338766339,1532226059
"*45's numbers are dropping by the day. his only numbers that are higher, is with russia, the country he really loves, 'cause of course, he's putin's lil' b*tch.,pic.twitter.com/i1DCGEmYyh",Madam_Nyobi,"LeopoldStotch17,RealMaxVeritas",https://twitter.com/Madam_Nyobi/status/1020858110313934848,1532226514
"Those pussies can't stop terror attacks & the Arc de Capitulation an eyesore that out right lies about their prowess at anything, but surrendering. 

France ROFL",acodemonkey,"Madam_Nyobi,LeopoldStotch17",https://twitter.com/acodemonkey/status/1020867246615392258,1532228693
"um, why is *45 afraid of putin? i see y'all pissed at France. LMAO.",Madam_Nyobi,"acodemonkey,LeopoldStotch17",https://twitter.com/Madam_Nyobi/status/1020868298609655808,1532228943
"LOL, your imagination running wild, you seeing shadows, or scared of the dark?",acodemonkey,"Madam_Nyobi,LeopoldStotch17",https://twitter.com/acodemonkey/status/1020869794319519744,1532229300
"This is a heinous exhibit!

Investigating human trafficking and slavery is one of the primary purposes of ICE. Fighting to save children from sex crimes and slavery. 

Who and what exactly are you mongering for? You're gross!

,#,WalkAway,
,@,realDonaldTrump, 
,https://www.,ice.gov/factsheets/hum,an-trafficking, ,…,pic.twitter.com/APXuEZSodD",_Sm1ttyjr,thebreaknetflix,https://twitter.com/_Sm1ttyjr/status/1020715560777191424,1532192528
Go get em ICE. Get every damn one of the them. ICE ICE BABY,Whiskey100Proof,"_Sm1ttyjr,thebreaknetflix",https://twitter.com/Whiskey100Proof/status/1020728602298482689,1532195637
"@Ice
,#,AmericanGestapo,
I was just doing my job will not be a defense.
,#,TrumpTribunal,pic.twitter.com/qTmHpG9RO4",BlueWaveYes,thebreaknetflix,https://twitter.com/BlueWaveYes/status/1020807349185884160,1532214412
