content,username,replyto,permalink,time
".....I did NOT know of the meeting with my son, Don jr. Sounds to me like someone is trying to make up stories in order to get himself out of an unrelated jam (Taxi cabs maybe?). He even retained Bill and Crooked Hillary’s lawyer. Gee, I wonder if they helped him make the choice!",realDonaldTrump,,https://twitter.com/realDonaldTrump/status/1022812910702215169,1532692575
This tweet is:,george_capen,realDonaldTrump,https://twitter.com/george_capen/status/1022870923433500672,1532706406
"Since this is his official word to the American people, I wonder if this could be considered perjury? Mueller is already looking at ,#,Trump, tweets as obstruction.",george_capen,"george_capen,realDonaldTrump",https://twitter.com/george_capen/status/1022872059225956352,1532706677
Evidence,dmontano030,"george_capen,realDonaldTrump",https://twitter.com/dmontano030/status/1022875797374156801,1532707568
pic.twitter.com/LXJTh59n5m,KevinKy66446116,realDonaldTrump,https://twitter.com/KevinKy66446116/status/1023327241088917504,1532815201
Looking forward to the end of this “witch hunt” as orange man calls it. Can’t wait to see him in a matching orange suit and chains.,evelynMckinney9,"KevinKy66446116,realDonaldTrump",https://twitter.com/evelynMckinney9/status/1023574595792789505,1532874175
"Lock him up,pic.twitter.com/FlhUJyLPxK",KevinKy66446116,"evelynMckinney9,realDonaldTrump",https://twitter.com/KevinKy66446116/status/1023578332510572544,1532875066
pic.twitter.com/7lGDug4T24,Trumpgot2go,realDonaldTrump,https://twitter.com/Trumpgot2go/status/1023285902297260032,1532805345
"Bravo, sir! , thank you",Smurfman65,"Trumpgot2go,realDonaldTrump",https://twitter.com/Smurfman65/status/1023344518827892736,1532819320
pic.twitter.com/5hMzx9Nrlm,AManddt,realDonaldTrump,https://twitter.com/AManddt/status/1022865611779657728,1532705140
Where has this one been hiding?,LisaSwarm,"AManddt,realDonaldTrump",https://twitter.com/LisaSwarm/status/1022868837841039360,1532705909
I thought there was no meeting? Now there was one but you didn’t know? You throw your kids under the bus without a second thought. That’s pathetic.,coleyworld,realDonaldTrump,https://twitter.com/coleyworld/status/1023278843854028801,1532803662
"Actually,  if you didn't know of the meeting your response should have been "" I did not know of the alleged meeting. "" The statement you made actually verified the fact that a meeting took place and at some point you were aware. 
Please agree to a deposition by Mueller.",BobMemdez,"coleyworld,realDonaldTrump",https://twitter.com/BobMemdez/status/1023345114909999104,1532819462
pic.twitter.com/HSOaH39yWI,achirichella,realDonaldTrump,https://twitter.com/achirichella/status/1023355538850160642,1532821948
Indeed,CarlThePony2000,"achirichella,seanbnbad,realDonaldTrump",https://twitter.com/CarlThePony2000/status/1023364681711271937,1532824127
"@,zeitgeistbabe, ,@,Mooncatadams, ,@,kjoerwin, ,@,bannerite, ,@,co_rapunzel4, ,@,amazinmikey, ,@,CitizensFedUp, ,@,cherokeesher2, ,@,MtnMD, ,#,WomensHealth, ,#,PuertoRico, ,#,Family, ,#,IRS, ,#,FBI, ,#,Veterans, ,#,Law, ,#,TrumpTapes,

First,
We REMOVE Traitor Donnie
COWARD Pence & Putin's GOP
THEN, We Can Throw a REAL Parade,pic.twitter.com/IRb1GzXtyI",RestlessNews,realDonaldTrump,https://twitter.com/RestlessNews/status/1023556024727470082,1532869747
pic.twitter.com/25gJ3X37s4,tweakyourpc,"RestlessNews,CitizensFedUp",https://twitter.com/tweakyourpc/status/1023568401137061893,1532872698
"#,IRS, ,#,FBI, ,#,Veterans, ,#,Law, ,#,NoBallsDonnie,

That Feeling
When You Find YOUR Child
After They've SUDDENLY Strayed Away in a Public Mall for a Minute

Now, IMAGINE
How Families SEEKING Asylum
Suffer as POS Traitor SCUMBAGS Trump
AND Pence Literally Kidnap THOUSANDS of Children,pic.twitter.com/woRb0v2WUP",RestlessNews,"tweakyourpc,CitizensFedUp",https://twitter.com/RestlessNews/status/1023582884110761985,1532876151
