username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"McInnesLawLLC","2018-06-11-16:00",0,0,0,"Couple with 9 relatives killed in Texas church massacre files wrongful death lawsuit alleging that Air Force acted negligently when it failed to report criminal record of gunman to US database https://reut.rs/2xUpMQD","","","","1006264961616707586","","","https://twitter.com/McInnesLawLLC/status/1006264961616707586",""
"PinkSheepNews","2018-06-08-18:10",0,0,0,"....federal court in Texas and made public on Friday said the US Air Force acted negligently when it failed to report the criminal record of gunman Devin Kelley to a US database, which could have prevented him from legally purchasing an assault rifle used in the killings.","","","","1005210571007037440","","","https://twitter.com/PinkSheepNews/status/1005210571007037440",""
"fungotomeise","2018-05-30-14:16",0,0,0,"Texas church gunman, able to buy guns due to air force mistake, was having ‘domestic dispute’ with family - the washington post - http://distantdistances.220w.net/texas-church-gunman-able-to-buy-guns-due-to-air …","","","","1001890119568281600","","","https://twitter.com/fungotomeise/status/1001890119568281600",""
"raidargist","2018-05-04-11:30",0,0,0,"U.S. # Air # Force # error # allowed # Texas # church # gunman to # buy # weapons https://wp.me/p9gAnI-2SY","","","# Air # Force # error # allowed # Texas # church # gunman # buy # weapons","992426298294272001","","","https://twitter.com/raidargist/status/992426298294272001",""
"keranews","2018-04-27-13:16",0,0,0,"Documents obtained by the @ AP from Devin Patrick Kelley's 2012 Air Force court-martial offer a rare look the gunman who killed more than two dozen people in November at First Baptist Church in Sutherland Springs, Texas: http://keranews.org/post/texas-church-gunman-vowed-not-hurt-anyone-5-years-earlier-0 …","","@ AP","","989916083997077504","","","https://twitter.com/keranews/status/989916083997077504",""
"jaxdotcom","2018-04-27-06:05",1,0,1,"Devin Patrick Kelley, the gunman in a mass shooting at First Baptist Church in Sutherland Springs, Texas, told a military judge in 2012 he “would never allow myself to hurt someone” again, according to Air Force records obtained by The Associated Press. http://www.jacksonville.com/news/20180426/5-years-before-massacre-gunman-promised-not-to-hurt-anyone?utm_source=Twitter&utm_medium=social&utm_campaign=jaxdotcom-SND …","","","","989807617928323072","","","https://twitter.com/jaxdotcom/status/989807617928323072",""
"AntiPedoTX","2018-04-27-05:01",0,0,0,"The gunman in a mass shooting at a Texas church last year told a military judge in 2012 he 'would never allow myself to hurt someone' again while admitting to abusing his stepson and a long struggle with anger, according to Air Force records obtained... http://www.kswo.com/story/38055727/texas-church-gunman-vowed-not-to-hurt-anyone-5-years-earlier …","","","","989791532596244481","","","https://twitter.com/AntiPedoTX/status/989791532596244481",""
"DepressionSoltn","2018-04-21-20:38",0,0,0,"In the air force, texas gunman showed signs of depression and rage - VIDEO-> https://wp.me/p8rYn4-80p # Depressionpic.twitter.com/x2ZfbC5AFm","","","# Depressionpic","987853164337647616","","","https://twitter.com/DepressionSoltn/status/987853164337647616","https://pbs.twimg.com/media/DbWPN39V4AAAP0l.jpg"
"Risuns_Tarquo","2018-04-19-21:07",0,0,0,"Texas church gunman, able to buy guns due to Air Force mistake, was having ‘domestic dispute’ with family - The Washington Post - http://bit.ly/2HeWeRI","","","","987135672841580545","","","https://twitter.com/Risuns_Tarquo/status/987135672841580545",""
"GldnHorde","2018-04-07-00:00",0,0,0,"The States do not feed all of the data in now which is how some ppl slip thru. The Air Force failed to report the Texas gunman. Our politicians know that so I can only assume that they want more background checks to establish a registry; which can have only one purpose.","","","","982468082244509696","982445618445602816","Cioccie MatthewGellert CNN","https://twitter.com/GldnHorde/status/982468082244509696",""
