username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"DnBLines","2017-07-19-07:18",0,0,0,"RT @ BBCBreaking: Sixteen-year-old boy arrested over five acid attacks in London on Thursday charged with 15 offences, police say https://t.…","","@ BBCBreaking","","887632813750661120","","","https://twitter.com/DnBLines/status/887632813750661120",""
"DnBLines","2017-07-18-17:18",0,0,0,"RT @ BBCBreaking: Sixteen-year-old boy arrested over five acid attacks in London on Thursday charged with 15 offences, police say https://t.…","","@ BBCBreaking","","887421448490504197","","","https://twitter.com/DnBLines/status/887421448490504197",""
"DnBLines","2017-07-17-23:37",0,0,0,"RT @ BBCBreaking: Sixteen-year-old boy arrested over five acid attacks in London on Thursday charged with 15 offences, police say https://t.…","","@ BBCBreaking","","887154393799438337","","","https://twitter.com/DnBLines/status/887154393799438337",""
"AA85920069","2017-07-16-08:04",0,0,0,"Sixteen-year-old boy arrested over five acid attacks in London on Thursday... http://www.bbc.co.uk.convey.pro/l/z3qZ35A by # BBCBreaking via @ c0nvey","","@ c0nvey","# BBCBreaking","886557051207462912","","","https://twitter.com/AA85920069/status/886557051207462912",""
"DnBLines","2017-07-16-07:37",0,0,0,"RT @ BBCBreaking: Sixteen-year-old boy arrested over five acid attacks in London on Thursday charged with 15 offences, police say https://t.…","","@ BBCBreaking","","886550236558237699","","","https://twitter.com/DnBLines/status/886550236558237699",""
"utesco1","2017-07-16-07:30",0,0,0,"Sixteen-year-old boy arrested over five acid attacks in London on Thursday... http://www.bbc.co.uk.convey.pro/l/BybmyLa by # BBCBreaking via @ c0nvey","","@ c0nvey","# BBCBreaking","886548521465368576","","","https://twitter.com/utesco1/status/886548521465368576",""
"LeslieAnnGiese","2017-07-15-23:22",0,0,0,"Retweeted BBC Breaking News ( @ BBCBreaking): Sixteen-year-old boy arrested over five acid attacks in London on... http://fb.me/5geCUFax2","","@ BBCBreaking","","886425814287360000","","","https://twitter.com/LeslieAnnGiese/status/886425814287360000",""
"cosmogenesis777","2017-07-15-20:18",0,0,0,"Sixteen-year-old boy arrested over five acid attacks in London on Thursday charged with 15 offences, police say","","","","886379552620130305","","","https://twitter.com/cosmogenesis777/status/886379552620130305",""
"AudreyIsWright","2017-07-15-19:44",0,0,0,"# London: Sixteen-year-old boy arrested over five acid attacks in London on Thursday charged with 15 offences via R… http://ift.tt/2ulKRjW pic.twitter.com/8a4drdvLF4","","","# London","886370843751841792","","","https://twitter.com/AudreyIsWright/status/886370843751841792","https://pbs.twimg.com/media/DE0FlaYXgAEwsI-.jpg"
"panagismoros","2017-07-15-17:24",0,0,0,"Sixteen-year-old boy arrested over five acid attacks in London on Thursday... http://www.bbc.co.uk.convey.pro/l/0X5WY8X by # BBCBreaking via @ c0nvey","","@ c0nvey","# BBCBreaking","886335595261419522","","","https://twitter.com/panagismoros/status/886335595261419522",""
"adeolualatishe","2017-07-15-17:00",0,0,0,"Sixteen-year-old boy arrested over five acid attacks in London on Thursday charged with 15 offences, police say... http://ow.ly/lubV50cPqy3","","","","886329765438861314","","","https://twitter.com/adeolualatishe/status/886329765438861314",""
"vrai777","2017-07-15-16:50",0,0,0,"$ BNews:Sixteen-year-old boy arrested over five acid attacks in London on Thursday charged with 15 offences, poli… http://bbc.in/2v4OaJK","","","","886327168460087296","","","https://twitter.com/vrai777/status/886327168460087296","https://abs.twimg.com/emoji/v2/72x72/23f0.png"
"jiei_yushi_bud","2017-07-15-16:47",0,0,0,"BBCBreaking: Sixteen-year-old boy arrested over five acid attacks in London on Thursday charged with 15 offences, … http://bbc.in/2v4OaJK","","","","886326323974746112","","","https://twitter.com/jiei_yushi_bud/status/886326323974746112",""
"rpuAFO","2017-07-15-16:46",17,12,7,"# TeamRPUafo # BreakingNews: Sixteen-year-old boy arrested over five acid attacks in London on Thursday charged with… https://twitter.com/BBCBreaking/status/886322696665128961 …","","","# TeamRPUafo # BreakingNews","886326102947397632","","","https://twitter.com/rpuAFO/status/886326102947397632",""
