username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"rivercityjon","2017-06-19-17:20",0,0,0,"Finsbury Park attack suspect named as Darren Osborne: Man arrested on suspicion of carrying out .. # breakingnews http://dld.bz/fQ2Na","","","# breakingnews","876912637958905856","","","https://twitter.com/rivercityjon/status/876912637958905856",""
"vm9871","2017-06-19-17:14",0,0,0,"Finsbury Park attack suspect named as Darren Osborne: Man arrested on suspicion of carrying out .. # breakingnews http://dld.bz/fQ2Na","","","# breakingnews","876911207453687809","","","https://twitter.com/vm9871/status/876911207453687809",""
"vbb9871","2017-06-19-17:14",0,0,0,"Finsbury Park attack suspect named as Darren Osborne: Man arrested on suspicion of carrying out .. # breakingnews http://dld.bz/fQ2Na","","","# breakingnews","876911194119995392","","","https://twitter.com/vbb9871/status/876911194119995392",""
"Ric9871Ric","2017-06-19-17:14",0,0,0,"Finsbury Park attack suspect named as Darren Osborne: Man arrested on suspicion of carrying out .. # breakingnews http://dld.bz/fQ2Na","","","# breakingnews","876911160368533504","","","https://twitter.com/Ric9871Ric/status/876911160368533504",""
"pmric9871","2017-06-19-17:14",0,0,0,"Finsbury Park attack suspect named as Darren Osborne: Man arrested on suspicion of carrying out .. # breakingnews http://dld.bz/fQ2Na","","","# breakingnews","876911158644555776","","","https://twitter.com/pmric9871/status/876911158644555776",""
"NewsJunkieJon","2017-06-19-17:14",0,0,0,"Finsbury Park attack suspect named as Darren Osborne: Man arrested on suspicion of carrying out .. # breakingnews http://dld.bz/fQ2Na","","","# breakingnews","876911156207681545","","","https://twitter.com/NewsJunkieJon/status/876911156207681545",""
"easy_viral","2017-06-19-17:14",0,0,0,"Finsbury Park attack suspect named as Darren Osborne: Man arrested on suspicion of carrying out .. # breakingnews http://dld.bz/fQ2Na","","","# breakingnews","876911148498657282","","","https://twitter.com/easy_viral/status/876911148498657282",""
"skzeeshanusman","2017-06-19-16:46",0,0,0,"Darren Osborne arrested on suspicion of carrying out Finsbury Park attack http://www.india.com/news/world/darren-osburbne-arrested-on-suspicion-of-carrying-out-finsbury-park-attack-2251853/ …pic.twitter.com/EBS63oSHLE","","","","876904063664701441","","","https://twitter.com/skzeeshanusman/status/876904063664701441","https://pbs.twimg.com/media/DCtjlL0XsAM3Zq0.jpg"
"yasiinsbae","2017-06-19-16:19",0,0,0,"Correction: white male terrorist arrested on suspicion of # FinsburyPark attack is Darren Osborne. https://twitter.com/bbcbreaking/status/876841983934967808 …","","","# FinsburyPark","876897236738637824","","","https://twitter.com/yasiinsbae/status/876897236738637824",""
"1hussain77","2017-06-19-16:07",0,0,0,"Terrorist arrested on suspicion of carrying out # FinsburyPark attack is Darren Osborne, 47, from Cardiff, BBC understands @ BBCBreaking fixedhttps://twitter.com/bbcbreaking/status/876841983934967808 …","","@ BBCBreaking","# FinsburyPark","876894304719056898","","","https://twitter.com/1hussain77/status/876894304719056898",""
"InsanityNews","2017-06-19-15:52",0,0,0,"Darren Osborne from Cardiff has been arrested on suspicion of carrying out the attack near a mosque in Finsbury Park, London","","","","876890394314911745","","","https://twitter.com/InsanityNews/status/876890394314911745",""
"livenewscloud","2017-06-19-15:07",5,0,0,"# BREAKING Man arrested on suspicion of carrying out # FinsburyPark van attack is Darren Osborne, 47, from Cardiff http://www.livenewschat.eu/politics/ pic.twitter.com/Iebcwt7eh8","","","# BREAKING # FinsburyPark","876879195959439362","","","https://twitter.com/livenewscloud/status/876879195959439362","https://pbs.twimg.com/media/DCtM8IDXcAI31VO.jpg"
"sinsin_x","2017-06-19-15:01",0,0,0,"Terrorist* arrested on suspicion of carrying out # FinsburyPark attack is Darren Osborne, 47, from Cardiff, BBC understands You're welcome. https://twitter.com/bbcbreaking/status/876841983934967808 …","","","# FinsburyPark","876877555898470402","","","https://twitter.com/sinsin_x/status/876877555898470402",""
"adeolualatishe","2017-06-19-14:01",1,0,0,"Man arrested on suspicion of carrying out # FinsburyPark attack is Darren Osborne, 47, from Cardiff, BBC underst... http://ow.ly/Dhde50cgmZO","","","# FinsburyPark","876862504240119808","","","https://twitter.com/adeolualatishe/status/876862504240119808",""
"newsfinder247","2017-06-19-14:00",0,0,0,"http://newsatw.com Finsbury Park attack suspect named as Darren Osborne: Man arrested on suspicion… https://goo.gl/fb/q7bRHB","","","","876862296018092034","","","https://twitter.com/newsfinder247/status/876862296018092034",""
"pointerlu","2017-06-19-13:56",0,0,0,"Man arrested on suspicion of carrying out Finsbury Park terror attack is Darren Osborne, 47, from Cardiff, BBC understands.","","","","876861315670781954","","","https://twitter.com/pointerlu/status/876861315670781954",""
"americandailys","2017-06-19-13:49",0,0,0,"Finsbury Park attack suspect named as Darren Osborne: Man arrested on suspicion of carrying… https://goo.gl/fb/ijbNan","","","","876859389793239041","","","https://twitter.com/americandailys/status/876859389793239041",""
