username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"GigaHubPro","2018-04-02-13:55",0,0,0,"Country star Glen Campbell dies at 81 http://www.youtube.com/watch?v=IZE2qretPsw …http://yahoo.boston/country-star-glen-campbell-dies-at-81/ …","","","","980866213919281152","","","https://twitter.com/GigaHubPro/status/980866213919281152",""
"kisosuiende","2018-02-17-05:58",0,0,0,"Glen Campbell, die glatten stimmige Country-Sänger und virtuoser Gitarrist, der nicht nur in der Popmusik überkreuzt, sondern auch in Film und Fernsehen, starben am Dienstag nach einem langen Kampf mit dem Alzheimer-Krankheit. Er war 81. Das ist, weil die Elk City n...","","","","964816298202009600","","","https://twitter.com/kisosuiende/status/964816298202009600",""
"PatGrant7777","2018-02-15-21:18",5,8,0,"Glen Campbell, hit singer of Rhinestone Cowboy, dies at 81 | music | Hindustan Times http://crwd.fr/2hPkY6O pic.twitter.com/Wp8SetcGU2","","","","964322990770085888","","","https://twitter.com/PatGrant7777/status/964322990770085888","https://pbs.twimg.com/media/DWH2pjJV4AAbvFO.jpg"
"GardhamDouglas","2018-02-11-14:10",1,4,0,"Country singer Glen Campbell dies at 81 https://www.theguardian.com/music/2017/aug/08/glen-campbell-dies-at-81-country-music?CMP=share_btn_tw …","","","","962765920690212864","","","https://twitter.com/GardhamDouglas/status/962765920690212864",""
"JerryHoytRadio","2018-02-06-04:00",0,0,0,"Glen Campbell, Grammy-winning singer and country music icon, dies at 81 https://cstu.io/87f493","","","","960800331931234304","","","https://twitter.com/JerryHoytRadio/status/960800331931234304",""
"angelhellf","2018-01-19-06:24",0,0,0,"Glen campbell, whose hit songs bridged country and pop, dies at 81 - the new york times change face photo - http://therapist.50r.in/glen-campbell-whose-hit-songs-bridged-country-and …","","","","954313727364485126","","","https://twitter.com/angelhellf/status/954313727364485126",""
"PatGrant7777","2018-01-06-11:06",0,0,0,"Country legend Glen Campbell dies at 81 after battle with Alzheimer's disease http://crwd.fr/2hIKN8M pic.twitter.com/s5FNLmecjw","","","","949673452276998144","","","https://twitter.com/PatGrant7777/status/949673452276998144","https://pbs.twimg.com/media/DS3q-JPVMAEnQMK.jpg"
"JerryHoytRadio","2017-12-29-04:03",0,0,0,"Country music legend Glen Campbell dies at 81 - Video https://cstu.io/bd693c","","","","946667886101385216","","","https://twitter.com/JerryHoytRadio/status/946667886101385216",""
"BobbyMcIntyre2","2017-12-26-09:55",0,0,0,"Glen Campbell; ,1936-2017 Country Music Legend, Dies at 81… – http://MusicweeklyNews.com http://musicweeklynews.com/glen-campbell-1936-2017-country-music-legend-dies-at-81-musicweeklynews-com/ …pic.twitter.com/K9CRiFTgCr","","","","945669381035569152","","","https://twitter.com/BobbyMcIntyre2/status/945669381035569152","https://pbs.twimg.com/media/DR-xSg9U8AAG2g-.jpg"
"rockstarseopro","2017-12-26-09:55",0,0,0,"Glen Campbell; ,1936-2017 Country Music Legend, Dies at 81… – http://MusicweeklyNews.com http://musicweeklynews.com/glen-campbell-1936-2017-country-music-legend-dies-at-81-musicweeklynews-com/ …pic.twitter.com/QV3IjiPPgT","","","","945669372219142144","","","https://twitter.com/rockstarseopro/status/945669372219142144","https://pbs.twimg.com/media/DR-xSBAVwAEbgHa.jpg"
