username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"NormanBrown1","2017-07-01-09:36",0,0,0,"Several casualties reported after gunman opens fire inside hospital in New... http://www.bbc.co.uk.convey.pro/l/N1ez4yJ by # BBCBreaking via @ c0nvey","","@ c0nvey","# BBCBreaking","881144398356127745","","","https://twitter.com/NormanBrown1/status/881144398356127745",""
"ChampsLibres4HR","2017-07-01-05:58",0,0,0,"Gunman opens fire inside a New York City hospital; several casualties reported http://fb.me/3OSDz2t82","","","","881089686856400898","","","https://twitter.com/ChampsLibres4HR/status/881089686856400898",""
"PhilipPatston","2017-06-30-22:00",0,0,0,"Several casualties reported after gunman opens fire inside hospital in New... http://www.bbc.co.uk.convey.pro/l/Ayo4PZm by # PatriotsOfMars via @ c0nvey","","@ c0nvey","# PatriotsOfMars","880969334260195328","","","https://twitter.com/PhilipPatston/status/880969334260195328",""
"Fluid_Academy","2017-06-30-19:30",3,1,0,"Several casualties reported after gunman opens fire inside hospital in New York's Bronx district http://bbc.in/2tuAjhB by # avkwong","","","# avkwong","880931528682991616","","","https://twitter.com/Fluid_Academy/status/880931528682991616",""
"TopRT_GB","2017-06-30-18:39",0,0,0,": 'Several casualties reported after gunman opens fire inside hospital in New…' #1 in United Kingdom http://www.toprt.com/TopRT_GB/?t=880869696366673920 …","","","","880918655906848768","880869696366673920","BBCBreaking","https://twitter.com/TopRT_GB/status/880918655906848768",""
"TopRT_IE","2017-06-30-18:27",0,0,0,": 'Several casualties reported after gunman opens fire inside hospital in New York's…' #1 in # Irelandhttp://www.toprt.com/TopRT_IE/?t=880869696366673920 …","","","# Irelandhttp","880915659294724101","880869696366673920","BBCBreaking","https://twitter.com/TopRT_IE/status/880915659294724101",""
"burundinfo","2017-06-30-18:18",0,0,0,"Gunman opens fire inside a New York City hospital; several casualties reported # breakingnews # breaking # worldheali… http://ift.tt/2tuCH7M","","","# breakingnews # breaking # worldheali","880913515925688321","","","https://twitter.com/burundinfo/status/880913515925688321",""
"NewsDingo","2017-06-30-18:02",0,0,0,"Gunman opens fire at New York City hospital; casualties reported http://www.france24.com/en/20170630-usa-gunman-opens-fire-new-york-city-hospital-several-casualties-bronx …","","","","880909427800461312","","","https://twitter.com/NewsDingo/status/880909427800461312",""
"OnlBreakingNews","2017-06-30-17:48",0,0,0,"Gunman opens fire at New York City hospital; casualties reported http://dlvr.it/PRKXhM pic.twitter.com/xcIJP2opxG","","","","880905930736414720","","","https://twitter.com/OnlBreakingNews/status/880905930736414720","https://pbs.twimg.com/media/DDmbRhVUMAABvP5.jpg"
"NancyInWI","2017-06-30-17:36",0,0,0,"RT @ BBCBreaking: Several casualties reported after gunman opens fire inside hospital in New York's Bronx district http://bbc.in/2tuAjhB","","@ BBCBreaking","","880902994547671040","","","https://twitter.com/NancyInWI/status/880902994547671040","https://abs.twimg.com/emoji/v2/72x72/1f622.png"
"DineroYEmpresas","2017-06-30-17:31",0,0,0,"Gunman opens fire at New York City hospital; casualties reported http://ow.ly/9wIv50cwakk","","","","880901579775324163","","","https://twitter.com/DineroYEmpresas/status/880901579775324163",""
"_Reality_Check_","2017-06-30-17:30",0,0,0,"France 24: Gunman opens fire at New York City hospital; casualties reported # France24 https://rssfla.re/5956c2e39f9d5179cc3a983f/gunman-opens-fire-at-new-york-city-hospital-casualties-reported …","","","# France24","880901304117317632","","","https://twitter.com/_Reality_Check_/status/880901304117317632",""
"missmystic123","2017-06-30-17:07",0,0,0,"Gunman opens fire inside a New York City hospital; several casualties reported http://dlvr.it/PRK95C pic.twitter.com/HcSZwTsYEn","","","","880895493043126272","","","https://twitter.com/missmystic123/status/880895493043126272","https://pbs.twimg.com/media/DDmRx_AUMAAZzpd.jpg"
