username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"EvoNewscom","2017-06-24-08:00",0,0,0,"Grenfell Tower victims to be rehoused with sixty-eight flats in £2bn luxury apartment in Kensington http://bit.ly/2sytKJP","","","","878583511870914560","","","https://twitter.com/EvoNewscom/status/878583511870914560",""
"SteveHobbs1970","2017-06-21-21:51",0,0,0,"Retweeted BBC Breaking News ( @ BBCBreaking): Sixty-eight apartments in luxury block near site of Grenfell Tower... http://fb.me/EnwgWIjd","","@ BBCBreaking","","877705631494307840","","","https://twitter.com/SteveHobbs1970/status/877705631494307840",""
"realnewsvideos","2017-06-21-18:16",0,0,0,"Sixty-eight apartments # luxury block near site Grenfell Tower acquired house fire survivors http://wingztv.com/video/luxury-brand-new-bungalow-is-available-for-sale-in-dha-phase-5-block-e-lahore …","","","# luxury","877651351072669696","","","https://twitter.com/realnewsvideos/status/877651351072669696",""
"MareenaOhm","2017-06-21-16:30",0,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to... http://www.bbc.co.uk.convey.pro/l/XopMGG7 by # BBCBreaking via @ c0nvey","","@ c0nvey","# BBCBreaking","877624683742453763","","","https://twitter.com/MareenaOhm/status/877624683742453763",""
"TherealSK47","2017-06-21-15:48",0,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to house... http://www.bbc.co.uk.convey.pro/l/1PLpVma by # 02h12_ via @ c0nvey","","@ c0nvey","# 02h12_","877614125727195136","","","https://twitter.com/TherealSK47/status/877614125727195136",""
"myfiboo","2017-06-21-14:39",0,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to house fire survivors, government says http://bbc.in/2rRhful","","","","877596740190339072","","","https://twitter.com/myfiboo/status/877596740190339072",""
"pareayh","2017-06-21-12:40",0,0,0,"Retweeted BBC Breaking News ( @ BBCBreaking): Sixty-eight apartments in luxury block near site of Grenfell Tower... http://fb.me/4FqRreM6u","","@ BBCBreaking","","877566879887261696","","","https://twitter.com/pareayh/status/877566879887261696",""
"animesh1977","2017-06-21-11:13",0,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to house fire survivors http://ift.tt/2tt8kwk","","","","877544990586621956","","","https://twitter.com/animesh1977/status/877544990586621956",""
"PoliticalRising","2017-06-21-10:45",3,5,1,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to house fire survivors http://www.bbc.co.uk/news/uk-40357280 …","","","","877537855882579968","","","https://twitter.com/PoliticalRising/status/877537855882579968",""
"Insidify","2017-06-21-10:22",0,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to house fire survivors http://ift.tt/2tt8kwk # WorldNews # Ne…pic.twitter.com/VP2xiU12NS","","","# WorldNews # Ne","877532100047622144","","","https://twitter.com/Insidify/status/877532100047622144","https://pbs.twimg.com/media/DC2ey0DXYAAhVpn.jpg"
"sarah_7770","2017-06-21-10:20",0,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to house fire survivors, government says https://breaking.iavian.net/article/149394","","","","877531760397090816","","","https://twitter.com/sarah_7770/status/877531760397090816",""
"MYReporterIAD","2017-06-21-09:40",0,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to... http://www.bbc.co.uk.convey.pro/l/1PLpV4G by # BBCBreaking via @ c0nvey","","@ c0nvey","# BBCBreaking","877521550685032448","","","https://twitter.com/MYReporterIAD/status/877521550685032448",""
"panjaikhabthou1","2017-06-21-09:38",0,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to... http://www.bbc.co.uk.convey.pro/l/x0Yz635 by # BBCBreaking via @ c0nvey","","@ c0nvey","# BBCBreaking","877521004003807232","","","https://twitter.com/panjaikhabthou1/status/877521004003807232",""
"IgnacioCruzLara","2017-06-21-09:19",0,0,0,"Retweeted BBC Breaking News ( @ BBCBreaking): Sixty-eight apartments in luxury block near site of Grenfell Tower... http://fb.me/4dGMVoMUL","","@ BBCBreaking","","877516439237820417","","","https://twitter.com/IgnacioCruzLara/status/877516439237820417",""
"fxfinancier","2017-06-21-09:18",0,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to house fire… http://fxstart.net/","","","","877516022252793857","","","https://twitter.com/fxfinancier/status/877516022252793857",""
"olayetz1","2017-06-21-09:16",0,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to house fire survivors, government says https://breaking.iavian.net/article/149394","","","","877515585520881664","","","https://twitter.com/olayetz1/status/877515585520881664",""
"mikeliveira","2017-06-21-09:11",0,0,0,"Block acquired for Grenfell fire survivors: Sixty-eight apartments in luxury block near… https://goo.gl/fb/LZMBWH","","","","877514211513053185","","","https://twitter.com/mikeliveira/status/877514211513053185",""
"adeolualatishe","2017-06-21-09:02",0,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to house fire survivors, government... http://ow.ly/t78F50cj6rZ","","","","877512169977503747","","","https://twitter.com/adeolualatishe/status/877512169977503747",""
"rifcoru","2017-06-21-09:00",0,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired... http://www.bbc.co.uk.convey.pro/l/PaL9gWg by # NathOnSecurity via @ c0nvey","","@ c0nvey","# NathOnSecurity","877511584247054339","","","https://twitter.com/rifcoru/status/877511584247054339",""
"NocturnalWenchy","2017-06-21-09:00",0,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to... http://www.bbc.co.uk.convey.pro/l/VXQK2Mk by # wendyknowler via @ c0nvey","","@ c0nvey","# wendyknowler","877511579406827521","","","https://twitter.com/NocturnalWenchy/status/877511579406827521",""
"linkis55","2017-06-21-09:00",0,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to... http://www.bbc.co.uk.convey.pro/l/9nX3J10 by # BBCBreaking via @ c0nvey","","@ c0nvey","# BBCBreaking","877511471730753536","","","https://twitter.com/linkis55/status/877511471730753536",""
"RivaMedia","2017-06-21-08:57",0,0,0,"RT Sara__Firth ' # BREAKING: Sixty-eight apartments in luxury block near site of # Grenfell Tower acquired to house fire survivors, government…","","","# BREAKING # Grenfell","877510748594896896","","","https://twitter.com/RivaMedia/status/877510748594896896",""
"JoeeBrennan","2017-06-21-08:54",0,1,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to house fire survivors, government says. # GrenfellTower","","","# GrenfellTower","877509911541932032","","","https://twitter.com/JoeeBrennan/status/877509911541932032",""
"PaulH","2017-06-21-08:53",3,1,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired by government to house fire survivors http://bbc.in/2sTaMPD pic.twitter.com/RlMLLbXuTe","","","","877509782411890689","","","https://twitter.com/PaulH/status/877509782411890689","https://pbs.twimg.com/media/DC2Kfs6W0AEqo8Q.jpg"
"Globalidentity","2017-06-21-08:52",0,1,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to house fire survivors government says Government does a Corbyn","","","","877509581961908224","","","https://twitter.com/Globalidentity/status/877509581961908224",""
"fatima2304","2017-06-21-08:52",0,1,0,"Sixty-eight apartments in luxury block near site of # Grenfell Tower acquired to house fire survivors, government says","","","# Grenfell","877509576786161665","","","https://twitter.com/fatima2304/status/877509576786161665","https://abs.twimg.com/emoji/v2/72x72/1f44d.png"
"360mediaX","2017-06-21-08:52",0,0,0,"Block acquired for Grenfell fire survivors: Sixty-eight apartments in luxury block near… https://goo.gl/fb/y6ZA2T","","","","877509531546333184","","","https://twitter.com/360mediaX/status/877509531546333184",""
"woodgnomology","2017-06-21-08:52",1,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to house fire survivors, government says http://www.bbc.co.uk/news/uk-40357280 …","","","","877509503251513346","","","https://twitter.com/woodgnomology/status/877509503251513346",""
"CapitalMoments","2017-06-21-08:52",21,11,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to house fire survivors, government says http://bbc.in/2sAoNyt pic.twitter.com/JEblgCGZqW","","","","877509408703598593","","","https://twitter.com/CapitalMoments/status/877509408703598593","https://pbs.twimg.com/media/DC2KI0yW0AEifQ0.jpg"
"UKBest4Scotland","2017-06-21-08:51",0,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to house fire survivors http://www.bbc.co.uk/news/uk-40357280 …","","","","877509315128700928","","","https://twitter.com/UKBest4Scotland/status/877509315128700928",""
"cahulaan","2017-06-21-08:51",0,0,0,"Block acquired for Grenfell fire survivors: Sixty-eight apartments in luxury block near site of… http://dlvr.it/PNz93Z # TheResistancepic.twitter.com/YvNPAEw1ct","","","# TheResistancepic","877509179467939843","","","https://twitter.com/cahulaan/status/877509179467939843","https://pbs.twimg.com/media/DC2J8qLUQAE9yFn.jpg"
"dougkempf","2017-06-21-08:50",0,0,0,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to house fire survivors http://www.bbc.com/news/uk-40357280 …","","","","877509137445277698","","","https://twitter.com/dougkempf/status/877509137445277698",""
"LIMITED_ZONE","2017-06-21-08:50",0,0,0,"Block acquired for Grenfell fire survivors Sixty-eight apartments in luxury bloc http://www.bbc.co.uk/news/uk-40357280 …","","","","877509012618485763","","","https://twitter.com/LIMITED_ZONE/status/877509012618485763",""
"BreakingDotUK","2017-06-21-08:50",3,0,3,"Sixty-eight apartments in luxury block near site of Grenfell Tower acquired to house fire survivors, government says","","","","877508911192059905","","","https://twitter.com/BreakingDotUK/status/877508911192059905",""
