username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"RobertR89261245","2018-07-17-20:54",0,0,1,"Except if you attack Christians. Putin vowed to protect Christians world wide. Muslim Brotherhood attacked Christians in Egypt. Putin flew there next day. It ends. Obama went golfing. Isis attacks Syrian Christians. He bombs the crap out of them.","","","","1019384944915894274","1019180622882000897","RobertR89261245 usaf__vet","https://twitter.com/RobertR89261245/status/1019384944915894274",""
"somewheredelta","2018-06-27-11:24",0,0,0,"I added a video to a @ YouTube playlist http://youtu.be/aozaGdy1gT0?a ISIS attack targets Christians and Egypt's leader","","@ YouTube","","1011993560185532418","","","https://twitter.com/somewheredelta/status/1011993560185532418",""
"mercyandunity","2018-05-24-13:14",0,0,1,"For our brothers and sisters in Egypt, the month marks a different anniversary. Just over a year ago (April 9), twin suicide bombers attacked two churches on Palm Sunday followed by May’s deadly ISIS attack on a busload of Christians headed to a monastery in the Minya region pic.twitter.com/Y4Mj4GsTJq","","","","999700150187507713","999700148073594880","","https://twitter.com/mercyandunity/status/999700150187507713","https://pbs.twimg.com/media/Dd-lU55U8AEwK1x.jpg"
"Rita_Katz","2018-05-23-15:37",23,8,1,"1) Tho # ISIS attacks on churches in # Egypt aren't new, the group is clearly focused on expanding attacks & incitements against # Christians/churches to other countries. In last 2 weeks, ISIS claimed 3 coordinated suicide ops on # Indonesia churches & attack on a church in # Groznyhttps://twitter.com/siteintelgroup/status/999283964761264128 …","","","# ISIS # Egypt # Christians # Indonesia # Groznyhttps","999373739136516098","","","https://twitter.com/Rita_Katz/status/999373739136516098","https://pbs.twimg.com/profile_images/874639290504011776/MYrCCZ85_normal.jpg"
"Vatescorp","2018-05-15-02:09",1,0,0,"# Libya hands over bodies of Christians beheaded in 2015 # ISIS attack to # Egypt http://ow.ly/9rT130k06Nx","","","# Libya # ISIS # Egypt","996271259381125120","","","https://twitter.com/Vatescorp/status/996271259381125120",""
"kenluke","2018-04-12-23:19",1,1,0,"Opinion: Egypt attack on Coptic Christians: Wake up, President Sisi! ISIS is murdering your Christian children - Fox News https://apple.news/Ajtu0zbnIRFGZSTGfXIsRrQ …","","","","984632139454042112","","","https://twitter.com/kenluke/status/984632139454042112",""
"dova_intern_Cha","2018-03-07-13:01",8,4,0,"# Muslim # ISIS # terrorists declare that they will hunt down & attack, kidnap, murder all # Christian tourists vacationing in # Egypt. # Christianpersecution # FaithUnderFire # ReligiousFreedom # genocide # intolerance # FreedomofWorship https://www.thesun.co.uk/news/5690929/isis-fanatics-urge-jihadis-to-turn-brit-holiday-hot-spots-in-egypt-into-bloodbaths-by-deliberately-targeting-christian-tourists/ …pic.twitter.com/FVQwpflnnt","","","# Muslim # ISIS # terrorists # Christian # Egypt # Christianpersecution # FaithUnderFire # ReligiousFreedom # genocide # intolerance # FreedomofWorship","971445738138988547","","","https://twitter.com/dova_intern_Cha/status/971445738138988547","https://pbs.twimg.com/media/DXtEtvxXcAA2tt2.jpg"
"ZLGold","2018-02-27-10:30",4,0,1,"# ISIS cell(s) in # Egypt mainland most active, lately, in targeting Christians. I recall last claimed attack Dec 29, 2017, on a Helwan church. https://twitter.com/ZLGold/status/968500990688354305 …","","","# ISIS # Egypt","968508539126861824","","","https://twitter.com/ZLGold/status/968508539126861824","https://pbs.twimg.com/media/DXDOgjxVwAA5hFO.jpg"
"kenluke","2018-02-09-22:37",1,1,0,"Opinion: Egypt attack on Coptic Christians: Wake up, President Sisi! ISIS is murdering your Christian children - Fox News https://apple.news/Ajtu0zbnIRFGZSTGfXIsRrQ …","","","","962168733144879105","","","https://twitter.com/kenluke/status/962168733144879105",""
"PCC_Texas","2018-02-08-09:55",0,0,0,"# MAGA? # POTUS - 'There was nobody kneeling at the beginning of the # SuperBowl. We've made a lot of improvements haven't' we?' # ISIS kills # Christians in # Egypt. # ISIS kills hundreds in Afghanistan. # Turkey recruits 1000's ex-Isis fighters to attack Kurds in Syria.","","","# MAGA # POTUS # SuperBowl # ISIS # Christians # Egypt # ISIS # Turkey","961614403316736000","","","https://twitter.com/PCC_Texas/status/961614403316736000",""
"acn_uk","2018-02-05-09:18",5,7,0,"NEWS - EGYPT: Before my father died he gave me the keys to the church A 13-year-old Christian, who held her dying father in her arms moments after a Cairo suicide bomb attack by Daesh (ISIS), has spoken about her heart-breaking experience. Find out more > http://ow.ly/MyYg30icRW4","","","","960518072183476225","","","https://twitter.com/acn_uk/status/960518072183476225",""
"RWWWB","2018-02-03-11:08",1,1,0,"Muslims do not attack Christian churches in Egypt. ISIS mercenaries funded by Israel do. No true Muslim will ever attack a Christian Church nor would any true Christian attack a Mosque. Israel does both and has, many many times. It is against Satan we both fight together in unity https://twitter.com/Terrorism_Newz/status/959819753601761280 …","","","","959820930150117378","","","https://twitter.com/RWWWB/status/959820930150117378",""
"imageslive","2018-01-16-02:24",0,0,0,"Attack On Coptic Church In Egypt # Cairo # Egypt # attack # Attackers # Coptic # Christian # Church # Gunmen # District # Isis # IslamicState # Iraq # Church # Police # Victims Ph:Sayed Jaafar/ # IMAGESLIVEpic.twitter.com/FnwFjLJXQl","","","# Cairo # Egypt # attack # Attackers # Coptic # Christian # Church # Gunmen # District # Isis # IslamicState # Iraq # Church # Police # Victims # IMAGESLIVEpic","953165993135788032","","","https://twitter.com/imageslive/status/953165993135788032","https://pbs.twimg.com/media/DTpTUL0XUAEssjr.jpg"
"imageslive","2018-01-16-02:23",0,0,0,"Attack On Coptic Church In Egypt # Cairo # Egypt # attack # Attackers # Coptic # Christian # Church # Gunmen # District # Isis # IslamicState # Iraq # Church # Police # Victims Ph:Sayed Jaafar/ # IMAGESLIVEpic.twitter.com/xTvFfiahTJ","","","# Cairo # Egypt # attack # Attackers # Coptic # Christian # Church # Gunmen # District # Isis # IslamicState # Iraq # Church # Police # Victims # IMAGESLIVEpic","953165805809696768","","","https://twitter.com/imageslive/status/953165805809696768","https://pbs.twimg.com/media/DTpTPQXWkAUyCkc.jpg"
"ARA_Network","2018-01-06-07:16",0,0,0,"Biggest church in the Middle East: new church opens in Egypt today, but Coptic Christians fear ISIS attack, writes our @ levantreporter for @ USATODAYhttps://usat.ly/2qsEvOP","","@ levantreporter @ USATODAYhttps","","949615531610566656","","","https://twitter.com/ARA_Network/status/949615531610566656",""
"pointmeier","2018-01-05-22:35",0,3,1,"Wasn’t it ISIS that just killed 300 Christians in an Attack on a Congregation in Egypt ? But what else do you expect fro the Star","","","","949484507349975040","948351970070417409","TorontoStar","https://twitter.com/pointmeier/status/949484507349975040",""
