username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"AvadaTeam","2017-05-26-00:25",0,0,0,"Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC learns http://bbc.in/2rXlNea","","","","867959882384723968","","","https://twitter.com/AvadaTeam/status/867959882384723968",""
"preciousrowland","2017-05-25-13:08",0,0,0,"Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC learns http://bbc.in/2rXlNea","","","","867789518698672129","","","https://twitter.com/preciousrowland/status/867789518698672129",""
"anilkum82171188","2017-05-25-11:54",0,0,0,"Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC learns http://bbc.in/2rXlNea '","","","","867770950414090240","","","https://twitter.com/anilkum82171188/status/867770950414090240",""
"AsaadHannaa","2017-05-25-09:08",9,8,0,"BBC:Greater Manchester Police have stopped passing info on bomb probe to US after leaks to US media === does it mean No trust at US anymore?","","","","867729095727120385","","","https://twitter.com/AsaadHannaa/status/867729095727120385",""
"Z9Network","2017-05-25-07:59",0,0,0,"Greater # Manchester Police have stopped passing information on bomb probe to # US after leaks to US media http://bbc.in/2rXlNea","","","# Manchester # US","867711840884842496","","","https://twitter.com/Z9Network/status/867711840884842496",""
"AmarAmarasingam","2017-05-25-07:43",3,3,1,"Greater # Manchester Police have stopped passing information on bomb probe to US after leaks to US media. http://www.bbc.co.uk/news/uk-politics-40040210?ns_mchannel=social&ns_campaign=bbc_breaking&ns_source=twitter&ns_linkname=news_central …","","","# Manchester","867707570366156800","","","https://twitter.com/AmarAmarasingam/status/867707570366156800",""
"FaridAlli","2017-05-25-05:19",0,0,0,"Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC learns. http://bbc.in/2rXlNea","","","","867671345471139840","","","https://twitter.com/FaridAlli/status/867671345471139840",""
"RivaMedia","2017-05-25-04:13",0,0,0,"RT Sara__Firth 'Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC reports.'","","","","867654834467594240","","","https://twitter.com/RivaMedia/status/867654834467594240",""
"edwardjsault","2017-05-25-03:44",1,2,0,"Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC learns","","","","867647569790480388","","","https://twitter.com/edwardjsault/status/867647569790480388",""
"vrai777","2017-05-25-03:42",0,0,0,"Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC learns http://bbc.in/2rXlNea","","","","867647096186433536","","","https://twitter.com/vrai777/status/867647096186433536",""
"Linkis51","2017-05-25-03:41",0,0,0,"Greater Manchester Police have stopped passing information on bomb probe to US after leaks... http://bbc.in/2rXlNea by # BBCBreaking","","","# BBCBreaking","867646796859887617","","","https://twitter.com/Linkis51/status/867646796859887617",""
"NajibaFeroz","2017-05-25-03:39",0,0,0,"Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC learns # manchesterattack","","","# manchesterattack","867646197435174912","","","https://twitter.com/NajibaFeroz/status/867646197435174912",""
"DonEvansWm","2017-05-25-03:29",1,1,0,"& Greater # Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC learns https://twitter.com/iyouport_news/status/867643529350094848 …","","","# Manchester","867643863191625728","","","https://twitter.com/DonEvansWm/status/867643863191625728","https://pbs.twimg.com/media/DAp9LycWAAEetzO.jpg"
"Antifa_GB_1","2017-05-25-03:28",1,1,0,"RT BBCBreaking: Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC learns …","","","","867643497796554752","","","https://twitter.com/Antifa_GB_1/status/867643497796554752",""
"Bis_Sandeep","2017-05-25-03:23",0,0,0,"BBCBreaking: Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US medi… http://bbc.in/2rXlNea","","","","867642292827553792","","","https://twitter.com/Bis_Sandeep/status/867642292827553792",""
"garethoconnor","2017-05-25-03:22",0,1,0,"BBC says Greater Manchester Police have stopped passing information on bomb probe to US after leaks to media.","","","","867641987725438978","","","https://twitter.com/garethoconnor/status/867641987725438978",""
"minamaya13","2017-05-25-03:22",2,2,0,"Greater # Manchester Police have stopped passing information on bomb probe to # US after leaks to US media, BBC learns http://www.bbc.co.uk/news/uk-politics-40040210?ns_mchannel=social&ns_campaign=bbc_breaking&ns_source=twitter&ns_linkname=news_central …","","","# Manchester # US","867641895442407424","","","https://twitter.com/minamaya13/status/867641895442407424",""
"gtenmedia","2017-05-25-03:20",0,0,0,"JUST IN: Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC learns","","","","867641480437010432","","","https://twitter.com/gtenmedia/status/867641480437010432",""
"updayUK","2017-05-25-03:16",0,0,0,"Greater Manchester Police have stopped passing information on the bomb probe to US after leaks to US media http://www.bbc.co.uk/news/uk-politics-40040210 …","","","","867640530808733697","","","https://twitter.com/updayUK/status/867640530808733697",""
"lpsffs2","2017-05-25-03:16",0,0,0,"Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC learns http://ift.tt/2qiAF6v …","","","","867640451377004544","","","https://twitter.com/lpsffs2/status/867640451377004544",""
"GMB","2017-05-25-03:16",26,104,20,"BREAKING: Greater Manchester Police have reportedly stopped passing information on bomb probe to the US after leaks to their media","","","","867640400491761664","","","https://twitter.com/GMB/status/867640400491761664",""
"UsmanAnwar78","2017-05-25-03:15",0,0,0,"Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC learns http://bbc.in/2rXlNea","","","","867640230479896576","","","https://twitter.com/UsmanAnwar78/status/867640230479896576",""
"TerryJMcMurray","2017-05-25-03:15",1,0,0,"BBCBreaking: Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US medi… http://bbc.in/2rXlNea","","","","867640195004452864","","","https://twitter.com/TerryJMcMurray/status/867640195004452864",""
"JFXM","2017-05-25-03:14",9,8,0,"BREAKING: Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC learns","","","","867640040339492864","","","https://twitter.com/JFXM/status/867640040339492864",""
"iowabrandy502","2017-05-25-03:13",0,0,0,"Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC learns http://ift.tt/2qiAF6v …","","","","867639836425015296","","","https://twitter.com/iowabrandy502/status/867639836425015296",""
"rahartwell","2017-05-25-03:13",0,0,0,"Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC... http://fb.me/72NKZc7Cu","","","","867639679016779776","","","https://twitter.com/rahartwell/status/867639679016779776",""
"JamesRoy","2017-05-25-03:12",0,0,0,"BBCBreaking: Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US medi… http://bbc.in/2rXlNea","","","","867639408002052096","","","https://twitter.com/JamesRoy/status/867639408002052096",""
"AmichaiStein1","2017-05-25-03:11",7,4,1,"# BREAKING: Greater Manchester Police have stopped passing information on bomb probe to US after leaks to US media, BBC learns https://twitter.com/AmichaiStein1/status/867623908551340032 …","","","# BREAKING","867639308148199424","","","https://twitter.com/AmichaiStein1/status/867639308148199424","https://pbs.twimg.com/media/DAprVnUXoAEo9QE.jpg"
