username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"sms8559","2018-03-10-04:47",0,0,0,"Will The Houston Texans Blackball Players Who Took A Knee During The National Anthem? http://yourblackworld.net/2018/03/08/will-the-houston-texans-blackball-players-who-took-a-knee-during-the-national-anthem/ …","","","","972408668070273024","","","https://twitter.com/sms8559/status/972408668070273024",""
"BlackBuzzNews","2018-03-09-21:32",0,1,0,"Will The Houston Texans Blackball Players Who Took A Knee During The National Anthem? http://yourblackworld.net/2018/03/08/will-the-houston-texans-blackball-players-who-took-a-knee-during-the-national-anthem/ …","","","","972299200460480512","","","https://twitter.com/BlackBuzzNews/status/972299200460480512",""
"Houston_CP","2018-03-06-14:21",0,0,0,"Houston Texans deny claim they won't sign free agents who took knee during national anthem http://toplocalnow.com/us/houston/at/13#t13369297 …","","","","971103404880748552","","","https://twitter.com/Houston_CP/status/971103404880748552",""
"rdhongadi","2018-03-06-09:00",0,0,0,"Top News! Houston Texans deny report that they are avoiding players who protest anthem - The Texans refuted a report over the weekend that said they 'aren't interested in' signing players who took a knee during the national anthem. http://ow.ly/9XEi50gK6YJ","","","","971022814479298561","","","https://twitter.com/rdhongadi/status/971022814479298561",""
"RudyTMonteagudo","2018-03-06-09:00",0,0,0,"Rudy Monteagudo Tip: Houston Texans deny report that they are avoiding players who protest anthem - The Texans refuted a report over the weekend that said they 'aren't interested in' signing players who took a knee during the national anthem. http://ow.ly/Y3Vk50gK78g","","","","971022794929639424","","","https://twitter.com/RudyTMonteagudo/status/971022794929639424",""
"GH1Hess","2018-03-06-08:43",0,0,1,". FINALLY - A TEAM THAT IS TAKING A STAND RATHER THAN A KNEE ! . Houston Texans avoiding free agents who protested during national anthem . http://www.foxnews.com/sports/2018/03/06/houston-texans-avoiding-free-agents-who-protested-during-national-anthem-report.html …","","","","971018470040178690","","","https://twitter.com/GH1Hess/status/971018470040178690",""
"08_diane08","2018-02-11-13:44",0,1,0,"Remember this racist statement- Bob McNair, the Houston Texans owner, saying “we can’t have the inmates running the prison” in response to NFL players taking a knee during the national anthem. Compare to now where the inmates are running the White House. # resistance # BlueTsunami","","","# resistance # BlueTsunami","962759162114576384","962539183100387328","Shareblue","https://twitter.com/08_diane08/status/962759162114576384",""
"08_diane08","2018-02-11-13:42",0,0,0,"Remember this racist statement- Bob McNair, the Houston Texans owner, saying “we can’t have the inmates running the prison” in response to NFL players taking a knee during the national anthem. Compare to now where the inmates are running the White House. # resistance # BlueTsunami","","","# resistance # BlueTsunami","962758835097219072","962707540202139648","joncoopertweets realDonaldTrump","https://twitter.com/08_diane08/status/962758835097219072",""
"robertnsills","2018-02-01-03:51",0,0,0,"Most of the Houston Texans took a knee during Sunday’s national anthem https://prescient.info/xVmDrAxj/","","","","958986037111459840","","","https://twitter.com/robertnsills/status/958986037111459840",""
"ethansilver73","2018-01-31-17:15",0,0,0,"Most of the Houston Texans took a knee during Sunday’s national anthem https://prescient.info/xVmDrAxj/","","","","958825983699759104","","","https://twitter.com/ethansilver73/status/958825983699759104",""
"Earriffic","2018-01-31-02:49",0,0,0,"Most of the Houston Texans took a knee during Sunday’s national anthem https://prescient.info/xVmDrAxj/","","","","958608042920153094","","","https://twitter.com/Earriffic/status/958608042920153094",""
"robertnsills","2018-01-31-02:08",0,0,0,"Most of the Houston Texans took a knee during Sunday’s national anthem https://prescient.info/xVmDrAxj/","","","","958597733727784960","","","https://twitter.com/robertnsills/status/958597733727784960",""
"ethansilver73","2018-01-30-18:05",0,0,0,"Most of the Houston Texans took a knee during Sunday’s national anthem https://prescient.info/xVmDrAxj/","","","","958476182210666503","","","https://twitter.com/ethansilver73/status/958476182210666503",""
"Earriffic","2018-01-30-03:44",0,0,0,"Most of the Houston Texans took a knee during Sunday’s national anthem https://prescient.info/xVmDrAxj/","","","","958259497990021120","","","https://twitter.com/Earriffic/status/958259497990021120",""
