username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"project_potter","2018-08-08-14:48",0,0,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ … … http://dlvr.it/QfF6y4 pic.twitter.com/FwcNfmbEw3","","","","1027265331738210304","","","https://twitter.com/project_potter/status/1027265331738210304","https://pbs.twimg.com/media/DkGUX_JU8AAbui4.jpg"
"XxREGARDLESSxX","2018-08-08-09:13",0,0,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1027180957319745538","","","https://twitter.com/XxREGARDLESSxX/status/1027180957319745538",""
"MaryThe13th","2018-08-08-00:22",0,1,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1027047403210326016","","","https://twitter.com/MaryThe13th/status/1027047403210326016",""
"JulieAnneCuster","2018-08-07-22:41",0,0,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1027022021367132162","","","https://twitter.com/JulieAnneCuster/status/1027022021367132162",""
"smokesalot6969","2018-08-07-22:25",0,0,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1027018031967490049","","","https://twitter.com/smokesalot6969/status/1027018031967490049",""
"TheSammieHuff","2018-08-07-21:40",0,0,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1027006715164803073","","","https://twitter.com/TheSammieHuff/status/1027006715164803073",""
"Lauriz_CoUr","2018-08-07-11:15",1,1,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://usat.ly/2vtpz3V vía @ usatoday","","@ usatoday","","1026849197222453249","","","https://twitter.com/Lauriz_CoUr/status/1026849197222453249",""
"JarJarGirl","2018-08-07-10:49",0,1,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1026842706281209856","","","https://twitter.com/JarJarGirl/status/1026842706281209856",""
"cupcake2697","2018-08-07-07:24",0,1,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1026791228548046848","","","https://twitter.com/cupcake2697/status/1026791228548046848",""
"MyLoveDaily","2018-08-07-01:16",0,1,0,"Harry Potter actor Robert Hardy dies aged 91 https://www.bbc.com/news/amp/entertainment-arts-40818839 …","","","","1026698572413186049","","","https://twitter.com/MyLoveDaily/status/1026698572413186049",""
"EJ10111","2018-08-06-18:41",0,2,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1026599170226966528","","","https://twitter.com/EJ10111/status/1026599170226966528",""
"DJSolurkk","2018-08-06-18:33",0,1,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1026597091341160448","","","https://twitter.com/DJSolurkk/status/1026597091341160448",""
"BeginNewLife","2018-08-06-09:59",0,1,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1026467883696758784","","","https://twitter.com/BeginNewLife/status/1026467883696758784",""
"curvy_lips","2018-08-06-08:35",0,1,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1026446553857368064","","","https://twitter.com/curvy_lips/status/1026446553857368064",""
"B_Emerson9653","2018-08-06-08:19",0,1,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1026442568958132225","","","https://twitter.com/B_Emerson9653/status/1026442568958132225",""
"peaseinapod98","2018-08-06-05:23",0,1,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1026398365620162560","","","https://twitter.com/peaseinapod98/status/1026398365620162560",""
"lewissmith30","2018-08-06-04:24",0,1,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1026383445725982720","","","https://twitter.com/lewissmith30/status/1026383445725982720",""
"BizarroTheBear","2018-08-06-02:52",0,1,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1026360362306887681","","","https://twitter.com/BizarroTheBear/status/1026360362306887681",""
"guideddreams","2018-08-06-02:38",0,1,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1026356809341313024","","","https://twitter.com/guideddreams/status/1026356809341313024",""
"Jamers8x2","2018-08-06-02:00",0,1,0,"Robert Hardy, Cornelius Fudge in 'Harry Potter', dies at 91 https://www.usatoday.com/story/life/people/2017/08/03/robert-hardy-cornelius-fudge-in-harry-potter-dies-at-91/104254172/ …","","","","1026347274450948097","","","https://twitter.com/Jamers8x2/status/1026347274450948097",""
