username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"bushtheatre","2018-06-14-07:36",4,6,0,"“And I tell you what, most of us ‘heroes’ – we’re still trapped.” The Burning Tower is an interactive response to the Grenfell fire inspired by interviews with local West London estate residents: http://bit.ly/BurningTower # GrenfellTowerpic.twitter.com/YvKxBBc270","","","# GrenfellTowerpic","1007225242765406210","","","https://twitter.com/bushtheatre/status/1007225242765406210","https://pbs.twimg.com/media/Dfph9lKWAAA-Fqo.jpg"
"MyVideosToWatch","2018-02-11-14:59",0,0,0,"Latimer Road fire: blaze engulfs west London tower block – PEOPLE TRAPPED https://www.theguardian.com/uk-news/video/2017/jun/14/fire-engulfs-west-london-tower-block-video?CMP=share_btn_tw …","","","","962778064726962176","","","https://twitter.com/MyVideosToWatch/status/962778064726962176",""
"Themebar","2018-01-27-03:42",0,0,0,"* Londoners rescued from homes and cars after burst water pipe floods street Metro * West London flooded as burst pipe forces residents to evacuate The Guardian * Hammersmith flooding: Fire crews rescue more than 100 people trapped in… http://fxmb.info/QCyCcL via # hng # floodspic.twitter.com/NOd3KTGroG","","","# hng # floodspic","957171861577637888","","","https://twitter.com/Themebar/status/957171861577637888","https://pbs.twimg.com/media/DUiOu7hU0AASPa9.jpg"
"zyiteblog","2018-01-26-20:00",1,0,0,"London FLOOD: Chaos as burst pipe turns streets into rivers and leaves people stranded - PEOPLE have been left trapped in cars and their homes after a burst water pipe caused severe flooding in Hammersmith, west London with police and fire services at... http://ow.ly/YTaE50ggNc6","","","","957055787603562497","","","https://twitter.com/zyiteblog/status/957055787603562497",""
"DaytimeNews","2018-01-26-18:30",0,0,0,"Hammersmith street flooded after burst sewage pipe - A number of people are trapped in cars and restaurants after a water pipe burst in Hammersmith, west London. London Fire Brigade said 35 firefighters are attending. http://ow.ly/vCR150ggDug","","","","957033038034145281","","","https://twitter.com/DaytimeNews/status/957033038034145281",""
"GlobalNews77","2018-01-26-16:58",0,0,0,"BREAKING: London Fire Brigade and Thames Water says a number of people are trapped in cars and restaurants in Hammersmith, west London, after a water pipe burst causing major flooding.","","","","957009977952161792","","","https://twitter.com/GlobalNews77/status/957009977952161792",""
"GlobalsNewsroom","2018-01-26-16:53",0,0,0,"London Fire Brigade says 35 firefighters and officers - including a water rescue unit - are at the scene of major flooding in Hammersmith, west London, where people are trapped. https://twitter.com/helmetwizard/status/957000016379473920 …","","","","957008518401478656","","","https://twitter.com/GlobalsNewsroom/status/957008518401478656","https://pbs.twimg.com/media/DUfyZaQWsAA2EnO.jpg"
"Breakingservice","2018-01-26-16:48",0,0,0,"# BREAKING London Fire Brigade and Thames Water says a number of people are trapped in cars and restaurants in Hammersmith, west London, after a water pipe burst causing major flooding.","","","# BREAKING","957007293144555521","","","https://twitter.com/Breakingservice/status/957007293144555521",""
"MikeBreaking","2018-01-26-16:47",1,0,0,"BREAK: London Fire Brigade says 35 firefighters & officers - including a water rescue unit - are at the scene of major flooding in # Hammersmith, west London, following a water pipe burst. There are reports of people are trapped.","","","# Hammersmith","957007206720983040","","","https://twitter.com/MikeBreaking/status/957007206720983040",""
"lbcbreaking","2018-01-26-16:45",9,5,1,"London Fire Brigade says 35 firefighters and officers - including a water rescue unit - are at the scene of major flooding in Hammersmith, west London, where people are trapped.","","","","957006717396627456","957003524780544001","","https://twitter.com/lbcbreaking/status/957006717396627456","https://pbs.twimg.com/profile_images/880423011823779841/0bx8jTee_normal.jpg"
"lbcbreaking","2018-01-26-16:33",26,13,1,"London Fire Brigade and Thames Water says a number of people are trapped in cars and restaurants in Hammersmith, west London, after a water pipe burst causing major flooding.","","","","957003524780544001","","","https://twitter.com/lbcbreaking/status/957003524780544001","https://pbs.twimg.com/profile_images/880423011823779841/0bx8jTee_normal.jpg"
"DnBLines","2017-06-16-07:38",0,0,0,"RT @ mrdraw_dnb @ BBCBreaking: West London fire: People still trapped, fears that building might collapse http://bbc.in/2s947gN","","@ mrdraw_dnb @ BBCBreaking","","875678857923354625","","","https://twitter.com/DnBLines/status/875678857923354625",""
"GaryNicholas69","2017-06-16-07:11",0,0,0,"Retweeted BBC Breaking News ( @ BBCBreaking): West London fire: People still trapped, fears that building might... http://fb.me/19z3JTUGO","","@ BBCBreaking","","875672140623876099","","","https://twitter.com/GaryNicholas69/status/875672140623876099",""
"khubeb_pakhtoon","2017-06-15-11:06",0,0,0,"West London fire: People still trapped, fears that building might collapse pic.twitter.com/Wr0aJrxPSl","","","","875368894323720192","","","https://twitter.com/khubeb_pakhtoon/status/875368894323720192","https://pbs.twimg.com/media/DCXvRksXcAA4q4F.jpg"
"wensleyclarkson","2017-06-15-02:39",0,0,0,"WEST LONDON TOWER BLOCK BLAZE - LATEST Woman trapped in Grenfell Tower films panic as fire engulfs block http://news.sky.com/story/woman-trapped-in-grenfell-tower-films-panic-as-fire-engulfs-block-10915938 …","","","","875241234067070976","","","https://twitter.com/wensleyclarkson/status/875241234067070976",""
"london_informer","2017-06-14-20:54",0,0,0,"MAJOR FIRE! People Trapped In West London’s Residential Grenfell Tower – London Videos https://london-informer.com/328614/major-fire-people-trapped-in-west-londons-residential-grenfell-tower-london-videos/ …pic.twitter.com/85UNOaZS1n","","","","875154505272360960","","","https://twitter.com/london_informer/status/875154505272360960","https://pbs.twimg.com/media/DCUsYjyVYAAwo_1.jpg"
"pakistvni","2017-06-14-20:22",0,0,0,"this is footage from a woman who was trapped in the fire in Grenfell Tower,West London. May Allah grant Jannah for the ppl who passed away. pic.twitter.com/PYRfyvJgGm","","","","875146425889370113","","","https://twitter.com/pakistvni/status/875146425889370113",""
"androidgen237","2017-06-14-17:28",0,0,0,"Kinnaka's Blog | Fire engulfs 27-storey building in West London as trapped residents screamed for help - http://www.androidgeneration.me/kinnakas-blog-fire-engulfs-27-storey-building-in-west-london-as-trapped-residents-screamed-for-help/ …pic.twitter.com/oNdPads3rW","","","","875102687536271360","","","https://twitter.com/androidgen237/status/875102687536271360","https://pbs.twimg.com/media/DCT9QZbXUAEdWkS.jpg"
"Mokester71","2017-06-14-17:17",0,0,0,"I added a video to a @ YouTube playlist http://youtu.be/FjVqQYzsZng?a MAJOR FIRE! People Trapped In West London's Residential Grenfell Tower","","@ YouTube","","875099854774706180","","","https://twitter.com/Mokester71/status/875099854774706180",""
"Kemifilaniblog","2017-06-14-15:54",0,0,0,"Fire engulfs 27-storey building in West London as trapped residents screamed for help http://dlvr.it/PMJwJ0 pic.twitter.com/i45Wj7RV8S","","","","875079054982090754","","","https://twitter.com/Kemifilaniblog/status/875079054982090754","https://pbs.twimg.com/media/DCTnwucUQAAb6bj.jpg"
"DnBLines","2017-06-14-15:19",0,0,0,"RT @ mrdraw_dnb @ BBCBreaking: West London fire: People still trapped, fears that building might collapse http://bbc.in/2s947gN","","@ mrdraw_dnb @ BBCBreaking","","875070090995277825","","","https://twitter.com/DnBLines/status/875070090995277825",""
"Sharif_Mustajib","2017-06-14-14:49",0,0,0,"Breaking News: MASSIVE FIRE in West London trapped many people!!!!: http://youtu.be/zc3LE_5I7a8?a via @ YouTube","","@ YouTube","","875062780184973314","","","https://twitter.com/Sharif_Mustajib/status/875062780184973314",""
"Sharif_Mustajib","2017-06-14-14:49",0,0,0,"I added a video to a @ YouTube playlist http://youtu.be/zc3LE_5I7a8?a Breaking News: MASSIVE FIRE in West London trapped many people!!!!","","@ YouTube","","875062778645630976","","","https://twitter.com/Sharif_Mustajib/status/875062778645630976",""
"Clive_A_Boyce","2017-06-14-13:30",0,0,0,"MAJOR FIRE! People Trapped In West London's Residential Grenfell Tower https://youtu.be/FjVqQYzsZng via @ YouTube","","@ YouTube","","875042685006077953","","","https://twitter.com/Clive_A_Boyce/status/875042685006077953",""
"durontorajdhani","2017-06-14-12:36",0,0,0,"# PTI Huge fire engulfes 24-storey # GrenfellTower in West London, eyewitnesses claim people are trapped in their homes.","","","# PTI # GrenfellTower","875029151245193216","","","https://twitter.com/durontorajdhani/status/875029151245193216",""
"Sharif_Mustajib","2017-06-14-12:35",0,0,0,"Breaking News: MASSIVE FIRE in West London trapped many people!!: http://youtu.be/KpqU7EALR7k?a via @ YouTube","","@ YouTube","","875028817643016192","","","https://twitter.com/Sharif_Mustajib/status/875028817643016192",""
"Sharif_Mustajib","2017-06-14-12:35",0,0,0,"I added a video to a @ YouTube playlist http://youtu.be/KpqU7EALR7k?a Breaking News: MASSIVE FIRE in West London trapped many people!!","","@ YouTube","","875028816896421888","","","https://twitter.com/Sharif_Mustajib/status/875028816896421888",""
"HubNaijabuzzhub","2017-06-14-12:02",0,0,0,"Fire engulfs 27-storey building in West London as trapped residents screamed for help https://goo.gl/fb/MLs5Ow","","","","875020598497472513","","","https://twitter.com/HubNaijabuzzhub/status/875020598497472513",""
"Yatta_Life","2017-06-14-10:49",0,0,1,"A huge fire has engulfed a 24-storey west London apartment block with families trapped inside http://www.independent.co.uk/news/uk/london-fire-kensington-latimer-road-blaze-emergency-police-residents-latest-news-updates-a7788816.html …","","","","875002282810761216","","","https://twitter.com/Yatta_Life/status/875002282810761216",""
"awa62711","2017-06-14-10:32",0,0,0,"MAJOR FIRE! People Trapped In West London's Residential Grenfell Tower https://www.youtube.com/watch?v=FjVqQYzsZng&feature=share …","","","","874998015148392448","","","https://twitter.com/awa62711/status/874998015148392448",""
"chfills","2017-06-14-10:26",0,0,1,"Atrocious news out of West London, this fire is horrific and I’m hearing such terrible things about people being trapped, that makes me","","","","874996592364855296","","","https://twitter.com/chfills/status/874996592364855296",""
"CapitalMANNews","2017-06-14-10:18",0,0,0,"There are fears people may still be trapped in the 24 storey tower block in west London that's been destroyed by fire # CapitalReportspic.twitter.com/kdTwa9XDJF","","","# CapitalReportspic","874994402560790528","","","https://twitter.com/CapitalMANNews/status/874994402560790528","https://pbs.twimg.com/media/DCSavu0XoAANWzC.jpg"
"helenmccrum","2017-06-14-10:00",2,1,0,"A huge fire has engulfed a 24-storey west London apartment block with families trapped inside http://www.independent.co.uk/news/uk/london-fire-kensington-latimer-road-blaze-emergency-police-residents-latest-news-updates-a7788816.html …","","","","874989858686685184","","","https://twitter.com/helenmccrum/status/874989858686685184",""
"kinnakasblog","2017-06-14-09:41",0,0,0,"Fire engulfs 27-storey building in West London as trapped residents screamed for help http://kinnakasblog.com/2017/06/fire-engulfs-27-storey-building-in-west-london-as-trapped-residents-screamed-for-help/ …","","","","874985222017880066","","","https://twitter.com/kinnakasblog/status/874985222017880066",""
"mugilanmail","2017-06-14-09:29",1,0,0,"West London fire: People still trapped, fears that building might collapse..' http://www.bbc.com/news/live/uk-england-london-40239008 … @ mugilanmail","","@ mugilanmail","","874982054139711488","","","https://twitter.com/mugilanmail/status/874982054139711488",""
"ShariMcGriff","2017-06-14-09:06",0,0,0,"A huge fire has engulfed a 24-storey west London apartment block with families trapped inside http://paper.li/ShariMcGriff/1491327903?read=http%3A%2F%2Fwww.independent.co.uk%2Fnews%2Fuk%2Flondon-fire-kensington-latimer-road-blaze-emergency-police-residents-latest-news-updates-a7788816.html …","","","","874976460368470016","","","https://twitter.com/ShariMcGriff/status/874976460368470016",""
"MDRakib88122413","2017-06-14-08:46",0,0,0,"Breaking News : London Massive Building Fire | West London Grenfell Tower fire | People Trapped: http://youtu.be/TAoO0i69tqE?a via @ YouTube","","@ YouTube","","874971362787553281","","","https://twitter.com/MDRakib88122413/status/874971362787553281",""
"IdomaDiva","2017-06-14-08:31",0,0,0,"Breaking News: Sad! Many Trapped As Huge Fire Engulfs West London Tower + http://www.idomadiva.com/2017/06/breaking-news-sad-many-trapped-as-huge.html …","","","","874967508431884288","","","https://twitter.com/IdomaDiva/status/874967508431884288",""
"recentideas","2017-06-14-08:19",0,0,0,"[9hsk/gxaa] I LOVE YOU SO MUCH FOR THE PEOPLE WHO ARE TRAPPED AMIDST THE FIRE…— # RT # RT # RT ### # KIHYUN # # SHINE_FOREVER HQ—WEST LONDON FI…","","","# RT # RT # RT #  # KIHYUN #  # SHINE_FOREVER","874964463174250496","","","https://twitter.com/recentideas/status/874964463174250496",""
"JoshuaChisvin","2017-06-14-08:05",0,0,0,"Fears People Trapped As Huge Fire Engulfs West London Tower Block http://fb.me/3RCZEvd9V","","","","874961110201491456","","","https://twitter.com/JoshuaChisvin/status/874961110201491456",""
"Kemifilaniblog","2017-06-14-07:53",0,0,0,"Fire engulfs 27-storey building in West London as trapped residents screamed for help http://dlvr.it/PMCRwv pic.twitter.com/kQalhN3bOH","","","","874957871309479936","","","https://twitter.com/Kemifilaniblog/status/874957871309479936","https://pbs.twimg.com/media/DCR5i8GVwAEEaxB.jpg"
"GeenaWhittaker","2017-06-14-07:50",0,0,0,"A huge fire has engulfed a 24-storey west London apartment block with families trapped inside http://www.independent.co.uk/news/uk/london-fire-kensington-latimer-road-blaze-emergency-police-residents-latest-news-updates-a7788816.html …","","","","874957158399586308","","","https://twitter.com/GeenaWhittaker/status/874957158399586308",""
"sir_taunj","2017-06-14-07:48",0,1,0,"Fire ripped a 27 storey tower in west London causing fatalities & injuring dozens after residents were left trapped inside # PrayForLondon","","","# PrayForLondon","874956799203569664","","","https://twitter.com/sir_taunj/status/874956799203569664",""
"loridamato","2017-06-14-07:33",0,1,0,"MOVED 2tears. # prayers A huge fire has engulfed a 24-storey west London apartment block with families trapped inside http://www.independent.co.uk/news/uk/london-fire-kensington-latimer-road-blaze-emergency-police-residents-latest-news-updates-a7788816.html …","","","# prayers","874952837926617088","","","https://twitter.com/loridamato/status/874952837926617088",""
"NewsAcrosAfrica","2017-06-14-07:08",0,0,0,"Fire engulfs 27-storey building in West London as trapped residents screamed for help http://fb.me/8zQfpebo4","","","","874946611146784769","","","https://twitter.com/NewsAcrosAfrica/status/874946611146784769",""
"tmhayssportsupd","2017-06-14-07:07",0,0,0,"Sky news reports that at least six people died and others remain trapped in a large fire on a west London estate... http://fb.me/8tXYKzKz7","","","","874946390190940161","","","https://twitter.com/tmhayssportsupd/status/874946390190940161",""
"uthmanmando","2017-06-14-07:06",0,0,0,"Retweeted BBC Breaking News ( @ BBCBreaking): West London fire: People still trapped, fears that building might... http://fb.me/8vdEDoBFt","","@ BBCBreaking","","874946025546539012","","","https://twitter.com/uthmanmando/status/874946025546539012",""
"primegroupltd","2017-06-14-07:03",0,0,0,"A huge fire has engulfed a 24-storey west London apartment block with families trapped inside http://www.independent.co.uk/news/uk/london-fire-kensington-latimer-road-blaze-emergency-police-residents-latest-news-updates-a7788816.html …","","","","874945499002023937","","","https://twitter.com/primegroupltd/status/874945499002023937",""
"wonstap","2017-06-14-06:58",0,0,0,"Retweeted BBC Breaking News ( @ BBCBreaking): West London fire: People still trapped, fears that building might... http://fb.me/2G4HJifs7","","@ BBCBreaking","","874944247019053056","","","https://twitter.com/wonstap/status/874944247019053056",""
"De_Newmaster","2017-06-14-06:58",0,0,0,"Fire engulfs 27-storey building in West London as trapped residents screamed for help http://fb.me/32OMa22OS","","","","874944134162911232","","","https://twitter.com/De_Newmaster/status/874944134162911232",""
"NigerianMonitor","2017-06-14-06:55",0,0,0,"[PHOTOS, VIDEO] Several Dead, Others Trapped As Fire Engulfs West London Residential Tower - http://www.nigerianmonitor.com/west-london-fire-grenfell-tower-photos-video/ …pic.twitter.com/7keWRzWsV2","","","","874943401308733440","","","https://twitter.com/NigerianMonitor/status/874943401308733440","https://pbs.twimg.com/media/DCRsYuBUMAIS96V.jpg"
"De_Newmaster","2017-06-14-06:50",0,0,0,"New blog post: 'Fire engulfs 27-storey building in West London as trapped residents screamed for help'... http://fb.me/82Gff2s6d","","","","874942215088373761","","","https://twitter.com/De_Newmaster/status/874942215088373761",""
