username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"CBS21NEWS","2018-08-08-18:15",0,0,0,"Both Virginia Gov. Ralph Northam and the City of Charlottesville have declared states of emergency ahead of the one-year anniversary this weekend of the deadly Charlottesville white nationalist rally. https://local21news.com/news/nation-world/states-of-emergency-virginia-1-year-charlottesville-rally-anniversary …","","","","1027317278134755330","","","https://twitter.com/CBS21NEWS/status/1027317278134755330",""
"Luceygrl","2018-08-08-17:58",0,0,0,"Charlottesville declares state of emergency ahead of anniversary of white nationalist rally https://www.thestar.com/news/world/2018/08/08/charlottesville-declares-state-of-emergency-ahead-of-white-nationalist-rally-anniversary.html …","","","","1027313009398444032","","","https://twitter.com/Luceygrl/status/1027313009398444032",""
"BSchuermanWX","2018-08-08-17:56",0,0,0,"# BREAKING NEWS: Virginia's governor, city of Charlottesville, declare state of emergency ahead of anniversary of white nationalist rally (Via @ AP News)...","","@ AP","# BREAKING","1027312519084470273","","","https://twitter.com/BSchuermanWX/status/1027312519084470273",""
"ABCTriCities","2018-08-08-17:53",0,0,0,"Gov. Ralph Northam and the city of Charlottesville have proactively declared a state of emergency ahead of the one-year anniversary of a violent white nationalist rally in Virginia that left a woman dead and dozens of others injured. https://www.wjhl.com/top-news/regional/emergency-declared-ahead-of-charlottesville-anniversary/1355012767?utm_medium=social&utm_source=twitter_ABCTriCities …","","","","1027311852198526976","","","https://twitter.com/ABCTriCities/status/1027311852198526976",""
"orlandosentinel","2018-08-08-17:48",1,0,0,"State of emergency declared ahead of anniversary of white nationalist rally in Charlottesville https://thesent.nl/2MeJHiW pic.twitter.com/tTy2RohzgU","","","","1027310582414954496","","","https://twitter.com/orlandosentinel/status/1027310582414954496","https://pbs.twimg.com/media/DkG9h6aWwAEpetr.jpg"
"SCalaisS","2018-08-08-17:28",2,0,0,"Virginia's governor, city of # Charlottesville, declare state of emergency ahead of anniversary of white nationalist rally.. https://apnews.com/31c3bf14ab5f4f0785f0a946e246ed20 …","","","# Charlottesville","1027305602907889689","","","https://twitter.com/SCalaisS/status/1027305602907889689",""
"Jeres_Rant","2018-08-08-17:24",0,0,0,"Virginia Gov. Ralph Northam and the city of Charlottesville proactively declared a state of emergency ahead of the one-year anniversary of a violent white nationalist rally that left one person dead & dozens of others injured https://www.pbs.org/newshour/politics/officials-declare-states-of-emergency-ahead-of-anniversary-of-violent-charlottesville-rally …","","","","1027304522966691841","","","https://twitter.com/Jeres_Rant/status/1027304522966691841",""
"ramsberry1","2018-08-08-17:23",0,0,0,"Virginia @ GovernorVA Ralph Northam has declared a state of emergency for Charlottesville. Sunday marks one-year anniversary of last year’s deadly white nationalist rally that killed 3, injured dozens more. Declaration lasts from now thru Sunday. https://www.newsweek.com/charlottesville-repeat-virginia-emergency-anniversary-1064361 …","","@ GovernorVA","","1027304213615992834","","","https://twitter.com/ramsberry1/status/1027304213615992834",""
"malbertnews","2018-08-08-17:04",0,0,1,"# VA’s governor, city of # Charlottesville, declare state of emergency ahead of anniversary of white nationalist rally, @ AP rpts; allows National Guard to help keep the peace: http://apne.ws/ZmEPBxI","","@ AP","# VA # Charlottesville","1027299477156057089","","","https://twitter.com/malbertnews/status/1027299477156057089","https://pbs.twimg.com/profile_images/1009005159614173184/yqH52Svx_normal.jpg"
"globalnews","2018-08-08-16:53",2,3,4,"The city of Charlottesville proactively declared a state of emergency ahead of the one-year anniversary of the violent white nationalist rally. https://trib.al/Au50fQq","","","","1027296849898758161","","","https://twitter.com/globalnews/status/1027296849898758161",""
