username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"johnbarell","2017-09-17-12:55",1,2,0,"Giant iceberg breaks off from Larsen Ice Shelf in western Antarctica. A growing trend with warming? @ johnbarellhttp://www.cnn.com/videos/world/2017/01/06/iceberg-antarctica-due-to-break-off-orig.cnn/video/playlists/climate-change/ …","","@ johnbarellhttp","","909460914985988096","","","https://twitter.com/johnbarell/status/909460914985988096",""
"menzikulati","2017-07-13-05:35",1,0,0,"Trillion-tonne iceberg breaks off # Antarctica, say scientists who have monitored the growing crack for months http://bbc.in/2uQvIo2","","","# Antarctica","885432406513242112","","","https://twitter.com/menzikulati/status/885432406513242112",""
"CrimsonMariner","2017-07-12-14:53",0,0,0,"Trillion-tonne iceberg breaks off Antarctica, say scientists who have monitored the growing crack for months http://bbc.in/2uQvIo2","","","","885210496655278080","","","https://twitter.com/CrimsonMariner/status/885210496655278080",""
"SuzlCarp","2017-07-12-14:40",0,1,0,"Trillion-tonne iceberg breaks off Antarctica. Sad reminder that # climatechange is not just real but growing in scope http://aje.io/lw39","","","# climatechange","885207313514196992","","","https://twitter.com/SuzlCarp/status/885207313514196992",""
"Animal_Watch","2017-07-12-11:35",156,92,15,"Trillion-tonne iceberg breaks off Antarctica,say scientists who have monitored the growing crack for months http://www.bbc.co.uk/news/science-environment-40321674 … @ BBCNewspic.twitter.com/KzYcimnl5o","","@ BBCNewspic","","885160577060003840","","","https://twitter.com/Animal_Watch/status/885160577060003840","https://pbs.twimg.com/media/DEi42PJXsAAqavg.jpg"
"MLG_St1nger","2017-07-12-11:01",0,0,0,"Antarctica is rapidly growing and ice may soon touch South America. But that's not a problem because a natural iceberg break happened.","","","","885152085364396034","","","https://twitter.com/MLG_St1nger/status/885152085364396034",""
"vindale","2017-07-12-10:37",1,3,0,"# POLL: Trillion-tonne iceberg breaks off Antarctica, say scientists who have monitored the growing crack Via @ BBCBreaking # climatechange","","@ BBCBreaking","# POLL # climatechange","885146208649568258","","","https://twitter.com/vindale/status/885146208649568258",""
"WellRoundedNews","2017-07-12-10:35",0,0,0,"RT BBCBreaking: Trillion-tonne iceberg breaks off Antarctica, say scientists who have monitored the growing crack for months …","","","","885145531013632005","","","https://twitter.com/WellRoundedNews/status/885145531013632005",""
"IamAliyu_Tee","2017-07-12-10:27",0,0,0,"Trillion-tonne iceberg breaks off Antarctica , say scientists who have monitored the growing crack for months http://bbc.in/2uQvIo2","","","","885143650405142528","","","https://twitter.com/IamAliyu_Tee/status/885143650405142528",""
"ASHISHPRASADcom","2017-07-12-10:08",0,0,0,"RT BBCBreaking: Trillion-tonne iceberg breaks off Antarctica, say scientists who have monitored the growing crack for months …","","","","885138923193856001","","","https://twitter.com/ASHISHPRASADcom/status/885138923193856001",""
"heathermartino","2017-07-12-09:00",0,0,0,"RT @ BBCBreaking Trn-tonne iceberg breaks off Antarctica, say scientists who’ve monitored growing crack for months http://bbc.in/2uQvIo2","","@ BBCBreaking","","885121691650850816","","","https://twitter.com/heathermartino/status/885121691650850816",""
"vrai777","2017-07-12-08:49",0,0,0,"Trillion-tonne iceberg breaks off Antarctica, say scientists who have monitored the growing crack for months http://bbc.in/2uQvIo2","","","","885118894364610562","","","https://twitter.com/vrai777/status/885118894364610562",""
"Kenlenkirk","2017-07-12-08:29",0,0,0,"RT BBCBreaking: Trillion-tonne iceberg breaks off Antarctica, say scientists who have monitored the growing crack … http://bbc.in/2uQvIo2","","","","885113837057343488","","","https://twitter.com/Kenlenkirk/status/885113837057343488",""
"Kenlenkirk","2017-07-12-08:19",0,0,0,"RT BBCBreaking: Trillion-tonne iceberg breaks off Antarctica, say scientists who have monitored the growing crack … http://bbc.in/2uQvIo2","","","","885111318495232001","","","https://twitter.com/Kenlenkirk/status/885111318495232001",""
"Ticia_Verveer","2017-07-12-07:45",0,4,0,"Trillion-tonne iceberg breaks off Antarctica, say scientists who have monitored the growing crack for months http://bbc.in/2uQvIo2","","","","885102817677103104","","","https://twitter.com/Ticia_Verveer/status/885102817677103104",""
"yasharhuseyn","2017-07-12-07:28",0,0,0,"Trillion-tonne iceberg breaks off # Antarctica, say scientists who have monitored the growing crack for months http://bbc.in/2uQvIo2","","","# Antarctica","885098417227255808","","","https://twitter.com/yasharhuseyn/status/885098417227255808",""
