content,username,replyto,permalink,time
pic.twitter.com/ayVkrZWoYR,offensivemem3s_,,https://twitter.com/offensivemem3s_/status/1017443247499735040,1531412348
Didn't know Bush was a muslim. Learn something new every day!,MaximusLoopus,offensivemem3s_,https://twitter.com/MaximusLoopus/status/1017446004898062336,1531413005
"No no christs are the best
Ww2,pic.twitter.com/XWdCQWHzO5",asillerailesi,offensivemem3s_,https://twitter.com/asillerailesi/status/1017445436603490305,1531412869
The Second World War was not due to religions.Your comparison is absurd,yagmurfloyd,"asillerailesi,offensivemem3s_",https://twitter.com/yagmurfloyd/status/1017448154642382853,1531413517
"Hello
The thing meant to be emphasized here is that Christians are destructive too. It's not about religious war. 9/11 was not a religious attack too.",iacetomnibus,"yagmurfloyd,asillerailesi,offensivemem3s_",https://twitter.com/iacetomnibus/status/1017455153874599936,1531415186
Do Christians kill in the name of their religion do Christians pillage and sack entire countries in the name of their ideology ?? Is the whole point of Christianity to incite violence rape and cause conquest ????,JackofBlades8,"iacetomnibus,yagmurfloyd",https://twitter.com/JackofBlades8/status/1017462067962482688,1531416835
"Sorry but actually no, it is not the whole point of Christianity or any other religion. These things that you list are caused by misinterpretations of religion or interpreting religion in order to fulfill the greed of the people in charge",iacetomnibus,"JackofBlades8,yagmurfloyd",https://twitter.com/iacetomnibus/status/1017527876160245760,1531432525
It is the point of the isloooom,JackofBlades8,"iacetomnibus,yagmurfloyd",https://twitter.com/JackofBlades8/status/1017663958466138112,1531464969
"Oh really I’ve read the Quaran it says otherwise,pic.twitter.com/f2duM4bSJL",JackofBlades8,"iacetomnibus,yagmurfloyd",https://twitter.com/JackofBlades8/status/1017674620592324610,1531467511
"This picture is loss,pic.twitter.com/JMqEafQsg4",BroGoblinGamer_,offensivemem3s_,https://twitter.com/BroGoblinGamer_/status/1017443770693013505,1531412472
no,BroGoblinGamer_,"EssauJairus,offensivemem3s_",https://twitter.com/BroGoblinGamer_/status/1017447155055955969,1531413279
untrue,BroGoblinGamer_,"EssauJairus,offensivemem3s_",https://twitter.com/BroGoblinGamer_/status/1017493907398160386,1531424426
no,BroGoblinGamer_,"EssauJairus,offensivemem3s_",https://twitter.com/BroGoblinGamer_/status/1017521211830566912,1531430936
Tajmahal is not a Muslims architecture. Its made by hindu labour's.,ABHlSHEK_,offensivemem3s_,https://twitter.com/ABHlSHEK_/status/1017444207286538241,1531412576
"Nope idiot. Its ottomans architecture..,pic.twitter.com/4BSX50Zvc2",asillerailesi,"ABHlSHEK_,offensivemem3s_",https://twitter.com/asillerailesi/status/1017446045448581121,1531413015
"Idiot , I said its made by hindu labour & both the hand's of these labour were chopped off by muslim empire.",ABHlSHEK_,"asillerailesi,offensivemem3s_",https://twitter.com/ABHlSHEK_/status/1017446954069094400,1531413231
cruel mooslims,wilf3rsnq,"ABHlSHEK_,asillerailesi,offensivemem3s_",https://twitter.com/wilf3rsnq/status/1017864665509040134,1531512821
Anan nası moruk. Anan nası,asillerailesi,"wilf3rsnq,ABHlSHEK_,offensivemem3s_",https://twitter.com/asillerailesi/status/1017866785910124545,1531513327
"This one also,pic.twitter.com/sJ3dVnmwLM",rajeshranjan96,offensivemem3s_,https://twitter.com/rajeshranjan96/status/1017444084330328066,1531412547
Beyler sövmeyin sövdükçe daha fazla atiyo,furkankapicii,offensivemem3s_,https://twitter.com/furkankapicii/status/1017449589245403136,1531413860
It's kinda the point of this Twitter account,ZakSmit,"furkankapicii,offensivemem3s_",https://twitter.com/ZakSmit/status/1017475191910387712,1531419964
I didnt say anything about this accounts purpose i know its point ?,furkankapicii,"ZakSmit,offensivemem3s_",https://twitter.com/furkankapicii/status/1017479185525366784,1531420916
Chill out bruh daayyum,erdemustn,"furkankapicii,ZakSmit,offensivemem3s_",https://twitter.com/erdemustn/status/1017481265430265856,1531421412
"@,RaquelAmoroso2",inessimoes08,offensivemem3s_,https://twitter.com/inessimoes08/status/1021155293873532929,1532297368
pic.twitter.com/K9f7UFR7le,osjammer,offensivemem3s_,https://twitter.com/osjammer/status/1017446117108219906,1531413032
Triggered,JammusehuBC,offensivemem3s_,https://twitter.com/JammusehuBC/status/1017443633497346049,1531412440
twitter iyi uçuşlar diler.,Demorgane,offensivemem3s_,https://twitter.com/Demorgane/status/1017473218670743553,1531419493
biz daha iyisini yapana kadar en iyisi bu rowowrowijwrbjfwebfwfw,cemegemenmusic,offensivemem3s_,https://twitter.com/cemegemenmusic/status/1017463979122331648,1531417290
they are talented.,wilf3rsnq,offensivemem3s_,https://twitter.com/wilf3rsnq/status/1017864821776289794,1531512859
The muslim architecture was on fire in 2001.,tu_pesadillaCR,offensivemem3s_,https://twitter.com/tu_pesadillaCR/status/1017577840659886082,1531444437
"Is this loss,pic.twitter.com/8vi2dkvChC",SoFreaking_Lame,offensivemem3s_,https://twitter.com/SoFreaking_Lame/status/1017538689151488002,1531435103
Is this loss?,AceB1st,offensivemem3s_,https://twitter.com/AceB1st/status/1017527103431086080,1531432340
Now thats fucking funny hahahahaha,Rippah182,offensivemem3s_,https://twitter.com/Rippah182/status/1017479953288450054,1531421099
G(old),Iago_ForaPt,offensivemem3s_,https://twitter.com/Iago_ForaPt/status/1017470927389515778,1531418947
Thx from f-16,bilalsakinol,offensivemem3s_,https://twitter.com/bilalsakinol/status/1017466113301663751,1531417799
Now you have my following. ;),KyuryonTekko,offensivemem3s_,https://twitter.com/KyuryonTekko/status/1017447711438725120,1531413412
Oh ffs,trashdinho,offensivemem3s_,https://twitter.com/trashdinho/status/1017444448899424257,1531412634
pic.twitter.com/DVFaSxDoD0,Ryaan_1990,offensivemem3s_,https://twitter.com/Ryaan_1990/status/1017443940893581312,1531412513
