content,username,replyto,permalink,time
"Appo na parthokonga entha allavu Modi govt Christians ethura nadakuthunu.. not only Christians and also Muslims.. 

enga religion India la iruka kudathunu thudikira party Ku Nangal eppadi aatharvu tharuvoum..,https://,twitter.com/kamaljii/statu,s/999166304174182401, ,…",edwinraj87,,https://twitter.com/edwinraj87/status/999168879686397952,1527055399
say one instance where Modi govt talks against christians or muslims ?,N_Vigilanty,edwinraj87,https://twitter.com/N_Vigilanty/status/999172246852648960,1527056202
Plz u give proof for one support of bjp person for Christians and Muslims.. and also check the death rate of pastors and church burned in north side past 4 years.. even in tn it happened..,edwinraj87,N_Vigilanty,https://twitter.com/edwinraj87/status/999173388819034112,1527056474
"na ketathu purijitha bro? u said Modi Govt dont want christians and muslims, i am asking give me one instance where he or govt behaves so nu!!unga side Missionaries eppidiyo antha mari intha side radicals irukanga, avangala sonna ungaluku y kovam varuthu, neenga missionary ah ",N_Vigilanty,edwinraj87,https://twitter.com/N_Vigilanty/status/999174333866983424,1527056699
"Edwin bro, Naan solli avungalukku puriyaathu.. reason they are guided by their Church heads like this. I know She is true service minded. But I doubt her heads. Modi is not against Christians or Muslims.

The Church heads now cannot get Foreign funds for Conversion. Adhan Kadups",kamaljii,edwinraj87,https://twitter.com/kamaljii/status/999181049786662912,1527058300
