content,username,replyto,permalink,time
"The Democrats have a death wish, in more ways than one - they actually want to abolish ICE. This should cost them heavily in the Midterms. Yesterday, the Republicans overwhelmingly passed a bill supporting ICE!",realDonaldTrump,,https://twitter.com/realDonaldTrump/status/1019891915402203139,1531996155
"Congratulations Mr President on a bill passed supporting ,#,ICE",drzaibkhan111,realDonaldTrump,https://twitter.com/drzaibkhan111/status/1020003319828369408,1532022716
That was ABSOLUTELY a threat..and a dog whistle.,Obstreperous_Fi,"DisabledResist,realDonaldTrump",https://twitter.com/Obstreperous_Fi/status/1020008231815565312,1532023887
"Sir please, ,#,SaveAssange, ,#,FreeAssange, I beg you to hear our voices!,pic.twitter.com/8fQ7Qlbaul",AngelFoxToday71,"realDonaldTrump,TrippenIn",https://twitter.com/AngelFoxToday71/status/1020224524229455872,1532075456
pic.twitter.com/2DEojKSWAZ,LorraineDWilke,realDonaldTrump,https://twitter.com/LorraineDWilke/status/1020012100553400320,1532024810
"There’s so much irony in this. The media’s historically been liberal. Dan Rathers verbatim said, “you can’t be in journalism & not be a liberal.”",datmantrey3,"LorraineDWilke,realDonaldTrump",https://twitter.com/datmantrey3/status/1020031592117387264,1532029457
The vast majority of Democrats did not vote against the legislation. Another one of your many lies.,Brian_Chovanec,realDonaldTrump,https://twitter.com/Brian_Chovanec/status/1020010733378134016,1532024484
"They no longer count Donalds lies by number, they are now registered by the Metric Ton.",keithroy001,"Brian_Chovanec,realDonaldTrump",https://twitter.com/keithroy001/status/1020011998434807808,1532024785
"LOL!! 
,#,ComradeDumbDumb",nastypantsuit,"SoitenlyBob,realDonaldTrump",https://twitter.com/nastypantsuit/status/1020085674333044736,1532042351
pic.twitter.com/rAS3KALAKq,DeanLeh,realDonaldTrump,https://twitter.com/DeanLeh/status/1020102666481889280,1532046402
"Take your 8 followers and piss off, Russian troll, ""Sasha.""  LMAO! ",DeanLeh,"sashaisgucci,realDonaldTrump",https://twitter.com/DeanLeh/status/1020791407189999616,1532210611
POTUS must step in now and fire Mueller and Rosenstein before Mueller offers immunity to all the criminals. And Paul manafort rots in jail. We have no law in this country only criminal Democrats,ShippAndy,realDonaldTrump,https://twitter.com/ShippAndy/status/1020273767954644994,1532087196
Sounds like the Russian president (lowercase p is intentional to show disrespect) of the United States is threatening Americans again. Or is he NOT not threatening us? Someone just taught him about double negatives and he thinks it makes him sound smart to pretend to use them.,julieruegemer,realDonaldTrump,https://twitter.com/julieruegemer/status/1020086829230567425,1532042627
"Clintons, Soros and Obamas need to be in jail. You need to make that happen! They are creating this division... but no worries we the people are starting to understand..the ,#,walkaway, movement is spreading across the nation like a wildfire!",TheHerbalRescue,realDonaldTrump,https://twitter.com/TheHerbalRescue/status/1020031609238695937,1532029461
"Not only does Mueller see all of your crazy tweets ,@,realDonaldTrump, - 

HE USES THEM FOR EVIDENCE. ",McCarthyinWI,"MarisaWard57,realDonaldTrump,MyraDuke8",https://twitter.com/McCarthyinWI/status/1020369877889101829,1532110111
pic.twitter.com/FjKXn8Y7ud,pretyh8tmachine,"McCarthyinWI,MarisaWard57",https://twitter.com/pretyh8tmachine/status/1020371031268249602,1532110386
,MarisaWard57,"pretyh8tmachine,McCarthyinWI",https://twitter.com/MarisaWard57/status/1020377247016980481,1532111868
"#,TraitorInTheWhiteHouse",umichfan54,realDonaldTrump,https://twitter.com/umichfan54/status/1020008178598195203,1532023875
"UNSEAL LOIS LERNER TESTIMONY - WE DESERVE TO KNOW HOW OBAMA USED THE IRS TO INFLUENCE AN ELECTION.

UNSEAL IT 
BEFORE
THE
MIDTERMS",LauraR77,"realDonaldTrump,politicalfuzz",https://twitter.com/LauraR77/status/1020292265695236098,1532091606
pic.twitter.com/Yn1vphqF2e,dew231234,realDonaldTrump,https://twitter.com/dew231234/status/1020267540713439233,1532085712
"I don't know if it's possible, but we need laws that require our elected officials to be required to vote. No shows and refusals simply don't cut it anymore. We're tired of it. They get paid to sit on their asses. They should be fired and replaced. Petition?",OpinionOnion7,"realDonaldTrump,Robert_W_GA",https://twitter.com/OpinionOnion7/status/1020239657085255681,1532079064
"People,,pic.twitter.com/eTKITcrH86",GuaranteeResult,"realDonaldTrump,veganvecoh",https://twitter.com/GuaranteeResult/status/1020082295846375429,1532041546
pic.twitter.com/SdmH38m7wq,1Highlander60,realDonaldTrump,https://twitter.com/1Highlander60/status/1020032752018747393,1532029734
"#,VoteRed2018, ,#,VoteRed, ,#,DemocratsUnhinged2018, ,#,DemocratsAreDangerous, 
,#,VoteDemsOut, ,#,MAGA, ,#,WalkAway, and  put
,#,AmericaFirst, ,#,WalkAwayNow, & ,#,WalkTogether, 4 ,#,Winning, ,#,Vote,  ,#,RedWaveRising2018, ,#,FreeThinkers, ,#,Trump, is a ,#,Vote, 4 ,#,Peace, & 2 stop ,#,War, ,#,AroundTheWorld, ,#,ThursdayThoughts, ,pic.twitter.com/8P8HJG0gCl",stormestone,realDonaldTrump,https://twitter.com/stormestone/status/1019996982872608768,1532021206
"I have a death wish. I wish to see you fairly tried for treason. Following any verdict of guilt, I wish to see you executed. Maybe I'll go throw a penny in a well, or something.",MikePerryavatar,realDonaldTrump,https://twitter.com/MikePerryavatar/status/1020155627631513601,1532059029
"Dig a new well, this one's full.",NateTheApostate,"MikePerryavatar,realDonaldTrump",https://twitter.com/NateTheApostate/status/1020162351360892929,1532060632
Bwuahahahaha!,MikePerryavatar,"NateTheApostate,realDonaldTrump",https://twitter.com/MikePerryavatar/status/1020163262963507206,1532060850
" ,#,TrumpKnew, ,#,TrumpRussia, ,#,ImpeachTrump,pic.twitter.com/aFOIYWtsb4",patrona1,realDonaldTrump,https://twitter.com/patrona1/status/1020013257447260160,1532025086
"This is you’re President!,pic.twitter.com/hGE8fi7I1i",EugeneGodfrey3,"Coogansbluff3,patrona1,realDonaldTrump",https://twitter.com/EugeneGodfrey3/status/1020246460938346496,1532080686
"If you were the POTUS you would know that ICE’s is obsolete it doesn’t function as an agency for what was intended to the only purpose is to function as your Gestapo! ICE’s doesn’t provide direct security to the Border it’s called Border Patrol but aren’t the Real US President ,pic.twitter.com/uRKzTOYIQP",tjornelas,realDonaldTrump,https://twitter.com/tjornelas/status/1020111680695685120,1532048552
"And today the Republicans failed to pass a bill supporting America’s Intel services

,#,TreasonSummit2,
,#,ImpeachTrump,
,#,PutinsPuppet,
,#,TrumpColluded, 
,#,ManchurianTrump",WayneWi20770958,realDonaldTrump,https://twitter.com/WayneWi20770958/status/1020096892661829632,1532045026
pic.twitter.com/9iJYxqJ2c5,jrarock,realDonaldTrump,https://twitter.com/jrarock/status/1020002515377459201,1532022525
"Again, inaccurate.  This man is not in touch with reality.  When was the last time Trump produced an accurate tweet or statement?  ,#,25th45,*",KimberlyBozman,realDonaldTrump,https://twitter.com/KimberlyBozman/status/1020078915778502661,1532040740
3years before he learned how to write?,ArthurBenSauer2,"KimberlyBozman,realDonaldTrump",https://twitter.com/ArthurBenSauer2/status/1021432547044077569,1532363471
"The Republicans have a death wish, in more ways than one. They actually support a guy who sold us out to Russia publicly and is destroying our credibility with the rest of the world. This should cost them dearly forever. ,#,TreasonSummit, ,#,TrumpKnew, ,#,PutinsBitch, ,#,GOPComplicit",Patronus_2017,realDonaldTrump,https://twitter.com/Patronus_2017/status/1020011480513736704,1532024662
Is that a threat?  How should it cost Republicans dearly?,Snooks02,"Patronus_2017,realDonaldTrump",https://twitter.com/Snooks02/status/1021242111285448704,1532318067
They should simply be voted out and never elected to run anything again.,Patronus_2017,"Snooks02,realDonaldTrump",https://twitter.com/Patronus_2017/status/1021242878578839554,1532318250
"Speaking of death wish, treason is punishable by death. ,#,MuellerIsComingForYou, ",Portland_Beer,realDonaldTrump,https://twitter.com/Portland_Beer/status/1020313967854432266,1532096781
I'm so tired of this motherclucker,marksoliday,"Portland_Beer,realDonaldTrump",https://twitter.com/marksoliday/status/1020328497384845312,1532100245
"We need ICE. Don't care what the Dems want, they had their chance for 8 yrs. Wasn't that great. Things are humming along now. Economy, jobs, signs everywhere for hiring. I didn't see that happen under Obama.",swirllysunspot,"realDonaldTrump,SharkSteak",https://twitter.com/swirllysunspot/status/1020102628649316352,1532046393
ICE is a Gestapo agency that was created to turn the US into a police state. Welcome to the corporate dictatorship sponsored by Goldman Sachs & the Koch Brothers. Trump has been dismantling civil liberties since he took office- as per his employers' instructions.,DemSoLib,"realDonaldTrump,_ThatVoice",https://twitter.com/DemSoLib/status/1020015167608901633,1532025541
You are one of the few people who know who the crooks really are! These super thieves should be evicted from OUR DEMOCRACY forthwith with prejudice afore thought!,ArthurBenSauer2,"DemSoLib,realDonaldTrump,_ThatVoice",https://twitter.com/ArthurBenSauer2/status/1021434317728182272,1532363893
Civil liberties & the earning power of the working & middle classes have been decimated. They want to turn the US into a neo-feudal surveillance state.,DemSoLib,"ArthurBenSauer2,realDonaldTrump,_ThatVoice",https://twitter.com/DemSoLib/status/1021442369777020928,1532365813
pic.twitter.com/RmCPNnbWI1,NTribalone,realDonaldTrump,https://twitter.com/NTribalone/status/1020149301346033664,1532057521
Just say when MR. TRUMP. Patriots are waiting.,LdChief,realDonaldTrump,https://twitter.com/LdChief/status/1020129299981127680,1532052752
"And Republicans are calling for abolishing the FBI!!! At least they don’t separate children from their parents ,pic.twitter.com/iwRo93GCFY",_SusanParadise_,realDonaldTrump,https://twitter.com/_SusanParadise_/status/1020126800037531649,1532052156
