content,username,replyto,permalink,time
"Trump’s campaign manager just announced Katrina Pierson as senior adviser for Trump’s 2020 campaign.

The anti-welfare convicted shoplifter on welfare called Obama “head Negro” and wondered if there were any “pure-breeds” left.

Look up the word ,#,Kakistocracy,pic.twitter.com/jv9biCcppN",BryanDawsonUSA,,https://twitter.com/BryanDawsonUSA/status/973697779246616576,1520982615
He's running out of people and scraping the detritus from the bottom of the swamp again. Good plan.,ShelbyKStewart,BryanDawsonUSA,https://twitter.com/ShelbyKStewart/status/973699167213182976,1520982946
I think it's an uglier reason Shelby. I think trump believes he no longer needs to pretend to be anything other than a white supremacist. He believes he is safe under Putin.,exoticgamora,"ShelbyKStewart,BryanDawsonUSA",https://twitter.com/exoticgamora/status/973700200597479424,1520983192
"I couldn't agree with you more. In fact, I said that to someone in a DM not 10 minutes ago.",ShelbyKStewart,"exoticgamora,BryanDawsonUSA",https://twitter.com/ShelbyKStewart/status/973700655847161856,1520983301
"This person ,@,KatrinaPierson, is toxic. I will change channels whenever I see her face on my TV.",bannerite,BryanDawsonUSA,https://twitter.com/bannerite/status/973702329613471744,1520983700
Sound advice!,veterans_i,"bannerite,BryanDawsonUSA,KatrinaPierson",https://twitter.com/veterans_i/status/973708111125954561,1520985078
"@,realDonaldTrump, MUST BE SO PROUD ,@,KatrinaPierson, 
TRUMP/PIERSON BEHIND BARS 2020 !!!!,pic.twitter.com/kN4KqqL7YZ",Coreybez1,"BryanDawsonUSA,elizabethkap",https://twitter.com/Coreybez1/status/973706250402828290,1520984635
"Sounds like he really should be looking at ,#,voldemort, for that job.,pic.twitter.com/Tr8CZW1jkz",Elastigirl2018,BryanDawsonUSA,https://twitter.com/Elastigirl2018/status/973703936405368833,1520984083
Wow uncanny resemblance!,veterans_i,"Elastigirl2018,BryanDawsonUSA",https://twitter.com/veterans_i/status/973708585761845249,1520985192
"Trump's hiring ""ONLY THE BEST PEOPLE"",pic.twitter.com/IzHOGNE9on",patyvillaescusa,BryanDawsonUSA,https://twitter.com/patyvillaescusa/status/973701068050739200,1520983399
Isn’t that the racist anti-Semitic neo-nazi with the bullet necklace and sh*t for brains?,shshockedNoMore,"BryanDawsonUSA,jerseygirlrusso",https://twitter.com/shshockedNoMore/status/973733967856852993,1520991243
"And black blood in her veins, shhh but don’t tell nobody ",chaostrump,"shshockedNoMore,BryanDawsonUSA,jerseygirlrusso",https://twitter.com/chaostrump/status/973848385882030081,1521018523
She's like a roach that never dies!,JMad414,BryanDawsonUSA,https://twitter.com/JMad414/status/973702272713502722,1520983686
Bwaaahaahaaa.  Too Funny..,SharonN21217410,"JMad414,BryanDawsonUSA",https://twitter.com/SharonN21217410/status/973729983138066432,1520990293
