content,username,replyto,permalink,time
"Help spread the fire of liberty: vote early and ,#,ChooseCruz, today: ,https://www.,tedcruz.org/choosecruz/, , ,#,KeepTexasRed, ,#,TXSen, ,#,CruzCrew,pic.twitter.com/2qtltwvQZA",tedcruz,,https://twitter.com/tedcruz/status/968859393524686849,1519829054
"https://,twitter.com/BetoORourke/st,atus/968840030553767937, ,…",feralbritain,tedcruz,https://twitter.com/feralbritain/status/968863513602125831,1519830036
"#,VetoBeto",pearly2004,"feralbritain,tedcruz",https://twitter.com/pearly2004/status/968910401994883076,1519841215
"Vote Beto!

 ,@,BetoORourke, 

,#,StopCruz",feralbritain,"pearly2004,tedcruz",https://twitter.com/feralbritain/status/968914933164494848,1519842296
"#,VetoBeto",pearly2004,"feralbritain,tedcruz,BetoORourke",https://twitter.com/pearly2004/status/968939325940518912,1519848111
"We all voted early for ,@,SenTedCruz,pic.twitter.com/GIvxxYsIzT",TCruzCrew,tedcruz,https://twitter.com/TCruzCrew/status/968872712331554817,1519832230
"yes we did ,#,KeepTexasRed,pic.twitter.com/S7brfYUsFW",Sgroberts121657,"TCruzCrew,TCuccio",https://twitter.com/Sgroberts121657/status/968927770377113600,1519845356
Praying for Cruz to win from CA! All the best to you guys in Texas!,hwolfauthor,"Sgroberts121657,TCuccio",https://twitter.com/hwolfauthor/status/970741991918088192,1520277901
"Good thing praying doesn't do anything then :)
That gives me an idea! Why can't you all just keep praying at home instead of voting for loonatics like Cruz? It works with hurricanes and school shootings, so why the hell not?
Oh, wait... Praying doesn't help against that either...",mathias_appel,"hwolfauthor,Sgroberts121657",https://twitter.com/mathias_appel/status/970796614255366144,1520290924
What are you rambling on about ? Are you even from Texas if not then ,Sgroberts121657,"mathias_appel,hwolfauthor",https://twitter.com/Sgroberts121657/status/970814393872248837,1520295163
Oh and “Bless Your Heart “,Sgroberts121657,"Sgroberts121657,mathias_appel",https://twitter.com/Sgroberts121657/status/970814536168112128,1520295196
"Maybe the guy praying for Cruz to win should butt out too then!  Vote ,@,BetoORourke, ,#,TurnTexssBlue",ErikClark2,"Sgroberts121657,mathias_appel",https://twitter.com/ErikClark2/status/971062914034565120,1520354414
"@,ChuckNASCAR, Senator Cruz thank you for staying true to your word and Standing up for the Constitution & for ALL Americans!! Let's go people ,#,KeepTexasRed, ,#,CruzCrew",jsipe2005,tedcruz,https://twitter.com/jsipe2005/status/968861173134348288,1519829478
"My RT's of ,@,tedcruz,'s tweets are being UN-Tweeted! I'm not the only one, am I ,#,CruzCrew,?  No wonder  Ted Cruz has such a small amount of RT's.

Is ,@,Twitter, a voice for ALL Americans, including Conservatives ~or just for Liberals ?,pic.twitter.com/UpsF7iJaaj",ChgocadChic,"jsipe2005,ChuckNASCAR",https://twitter.com/ChgocadChic/status/971852241274580993,1520542605
"Nope!  You are not the only one.
,@,RealErinCruz, team in Cali is experiencing same thing
Is election tampering",Karee_news,"ChgocadChic,jsipe2005",https://twitter.com/Karee_news/status/971865461141852160,1520545756
"We're PRAYING (Romans 8:26-29, 34) for Texas (1 Timothy 2:1-7)! ,#,toGodbetheglory,

Help Spread the Fire of Liberty [TODAY!!]:

VOTE | ,#,TXSen, ,#,ChooseCruz, ,https://,youtu.be/D_2Rt0r4x14, ,  

,#,TXSen, ,#,TexasRed, ,#,KeepTexasRed, ,#,ForLife, ,#,ForLiberty, ,#,ForUS, ,#,WeThePeople, ,#,WeAreAmericans,pic.twitter.com/B5elT9dTnw",DarleneHBrook,tedcruz,https://twitter.com/DarleneHBrook/status/971023391011622915,1520344991
"You can’t be serious...,pic.twitter.com/83DSf8Wzkc",carolyndmack,"DarleneHBrook,tedcruz",https://twitter.com/carolyndmack/status/971507879575506945,1520460502
I 'can't be serious' about what?,DarleneHBrook,"carolyndmack,tedcruz",https://twitter.com/DarleneHBrook/status/971548001750671360,1520470068
"You can be serious In thinking that Conservatives unite the people on your meme.  You have the old, the white, white women, and a portion of evangelicals and catholic.  Blacks nope, Hispanics nope, Muslims nope, Asians nope, young...definitely not!  ,#,BlueWave2018, ,#,betofortexas",carolyndmack,"DarleneHBrook,tedcruz",https://twitter.com/carolyndmack/status/971552292246704128,1520471091
"ICYMI please watch the following video has been viewed over 10 million times:,https://,twitter.com/DarleneHBrook/,status/971155140127444993, ,…",DarleneHBrook,"carolyndmack,tedcruz",https://twitter.com/DarleneHBrook/status/971553160815894529,1520471298
"And this is your proof of what? That the Democratic Party that supported slavery switched partners and became Republicans. And that Republican Party is this Republican Party AND still holds many of the values that ostracize and demean most of the groups on your meme...,pic.twitter.com/tQlJMcV9r7",carolyndmack,"DarleneHBrook,tedcruz",https://twitter.com/carolyndmack/status/971596882362454017,1520481722
"Conservative vs. Liberal Beliefs ,https://www.,studentnewsdaily.com/conservative-v,s-liberal-beliefs/#.WqE8TRagz2A.twitter, ,…, 

When Conservatives Unite, Freedom Wins!

,#,WeCruzN, ,#,ForLife, ,#,ForLiberty, ,#,EqualityForAll, ,#,AllMenAreCreatedEqual, ,#,DeclarationOfIndependence, ,#,WeThePeople, ,#,Constitution, ,#,BillOfRights,pic.twitter.com/3zj0PbVxaN",DarleneHBrook,"carolyndmack,tedcruz",https://twitter.com/DarleneHBrook/status/971742720640331776,1520516493
""" When ,#,ConservativesUnite, 
,#,Freedom, Wins "" ,#,WeCruzN,

,#,WeThePeople,
,#,DeclarationOfIndependence,
,#,Constitution, ,#,BillOfRights,
,#,EqualityForAll, 
,#,ForLife, ,#,ForLiberty,pic.twitter.com/0rXu5x4iF9",BeverlyConserv1,"DarleneHBrook,carolyndmack",https://twitter.com/BeverlyConserv1/status/971745594480975874,1520517178
"Spread the word, this sellout takes ,#,NRABloodMoney,, vote ,@,BetoORourke,  ,#,BlueWave2018, ",tarastrong,tedcruz,https://twitter.com/tarastrong/status/968884998488014848,1519835159
"As a Texan, I was proud to cast my vote for ,@,BetoORourke,.  He will help make America great again.  First time voting in a primary for a mid-term election, too.  I'll never vote for Trump's crony Cruz.  ,#,BetoForTexas, ,#,BlueWave, ,#,TexasBlueWave, ,#,TurnTexasBlue",sonofskywalker_,"tarastrong,tedcruz,BetoORourke",https://twitter.com/sonofskywalker_/status/971423702276591617,1520440433
"Awesome message ,@,SenTedCruz, You have my vote and support! Now is the time to fight for Liberty and uphold the Constitution! ,#,WeCruzN,
,#,CruzCrew, ,#,Cruz2018, ,#,KeepTexasRed, ,#,ImWithAbbott, ,#,MAGA,pic.twitter.com/3Y4rEsc2lG",MikeDiaz285,tedcruz,https://twitter.com/MikeDiaz285/status/968862650150064129,1519829831
