username,date,retweets,favorites,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"historylvrsclub","2018-04-26-23:11",60,225,"Muhammad Ali with his winnings in 1964. pic.twitter.com/S6VKORHjcD","","","","989703646811127809","","","https://twitter.com/historylvrsclub/status/989703646811127809","https://pbs.twimg.com/media/DbwiKRCW0AAgVZD.jpg"
"historylvrsclub","2018-03-18-01:28",71,269,"Muhammad Ali with his winnings in 1964. pic.twitter.com/wEBk52NuM7","","","","975242640466857984","","","https://twitter.com/historylvrsclub/status/975242640466857984","https://pbs.twimg.com/media/DYjB9XoX4AAEywK.jpg"
"TodayInSports3","2018-02-24-09:23",0,1,"Today in 1964, Cassius Clay (Muhammad Ali) on the cover of Sports Illustrated with some of his winnings. # TodayInSports pic.twitter.com/qyExLIeuV6","","","# TodayInSports","967404626252267520","","","https://twitter.com/TodayInSports3/status/967404626252267520","https://abs.twimg.com/emoji/v2/72x72/1f94a.png"
"FantomLX","2017-12-15-17:39",5,18,"@ steak_umm Muhammad Ali with his winnings in 1964. pic.twitter.com/SFB3W3ITT3","","@ steak_umm","","941799976698597376","","","https://twitter.com/FantomLX/status/941799976698597376","https://pbs.twimg.com/media/DRHyDEuVAAAe9Z_.jpg"
"historypicold","2017-12-14-23:15",0,1,"Muhammad Ali with his winnings in 1964. pic.twitter.com/dxFaOkSbFn","","","","941521975771652096","","","https://twitter.com/historypicold/status/941521975771652096","https://pbs.twimg.com/media/CLm7lbrWsAYypxk.jpg"
"History_In_Pic","2017-12-14-23:15",0,0,"Muhammad Ali with his winnings in 1964. pic.twitter.com/gp9CuDdWOG","","","","941521975381581824","","","https://twitter.com/History_In_Pic/status/941521975381581824","https://pbs.twimg.com/media/CLm7lbrWsAYypxk.jpg"
"picturephase","2017-12-14-23:15",0,0,"Muhammad Ali with his winnings in 1964. pic.twitter.com/UgmO5ulb7l","","","","941521968272199681","","","https://twitter.com/picturephase/status/941521968272199681","https://pbs.twimg.com/media/CLm7lbrWsAYypxk.jpg"
"NotableHistory","2017-12-10-21:30",28,54,"Muhammad Ali with his winnings in 1964. pic.twitter.com/H9TRqqNlEJ","","","","940045987216633856","","","https://twitter.com/NotableHistory/status/940045987216633856","https://pbs.twimg.com/media/DQRUXrAV4AAxC-w.jpg"
"historylvrsclub","2017-11-27-20:39",57,163,"Muhammad Ali with his winnings in 1964. pic.twitter.com/U1CCRBkHr9","","","","935322336743641093","","","https://twitter.com/historylvrsclub/status/935322336743641093","https://pbs.twimg.com/media/DPrup2DX4AUh2De.jpg"
"MedDall","2017-11-05-13:12",0,0,"historylvrsclub: Muhammad Ali with his winnings in 1964. pic.twitter.com/SftK3UdXzH","","","","927237142509735936","","","https://twitter.com/MedDall/status/927237142509735936","https://pbs.twimg.com/media/DN40s8oW4AQdwyt.jpg"
"historylvrsclub","2017-11-05-13:10",63,154,"Muhammad Ali with his winnings in 1964. pic.twitter.com/dpdQFzCGXB","","","","927236581441851395","","","https://twitter.com/historylvrsclub/status/927236581441851395","https://pbs.twimg.com/media/DN40s8oW4AQdwyt.jpg"
"ClassicPixs","2017-09-09-23:04",46,170,"Muhammad Ali with his winnings in 1964. pic.twitter.com/elYoFPrqJA","","","","906714847991214080","","","https://twitter.com/ClassicPixs/status/906714847991214080","https://pbs.twimg.com/media/CKisZGAWEAATn3F.jpg"
"TheCubeDotCom","2017-08-03-09:51",2,3,"Muhammad Ali posing with his winnings from a prize fight in 1964. (via /r/sports) pic.twitter.com/YEsMEofnTr","","","","893107083662503936","","","https://twitter.com/TheCubeDotCom/status/893107083662503936","https://pbs.twimg.com/media/DGT0IovV0AAqA1S.jpg"
