username,date,retweets,favorites,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"thetoyman1","2017-09-09-19:54",0,0,"# Fox @ RickLeventhal reporting from Daytona, Florida. Local Power companies are stationed at the Speedway, ready to go after the floods!","","@ RickLeventhal","# Fox","906667092547481601","","","https://twitter.com/thetoyman1/status/906667092547481601",""
"PhotoGuyMike","2016-10-09-18:34",0,0,"Heavy rains flood Daytona speedway http://fb.me/1Bcpn0dqz","","","","785247174418366464","","","https://twitter.com/PhotoGuyMike/status/785247174418366464",""
"NickQ_Official","2016-10-09-03:48",0,0,"Heavy rains flood Daytona speedway http://fb.me/5mgpHZncs","","","","785024176105160704","","","https://twitter.com/NickQ_Official/status/785024176105160704",""
"SFISLER","2016-10-08-23:47",0,0,"Heavy rains flood Daytona speedway http://fb.me/4dd9Kjhac","","","","784963534782332928","","","https://twitter.com/SFISLER/status/784963534782332928",""
"cathyro68638842","2016-10-08-18:30",0,0,"Heavy rains flood Daytona speedway http://fb.me/4R0O301K5","","","","784883716875137024","","","https://twitter.com/cathyro68638842/status/784883716875137024",""
"AZDipshop","2016-10-08-13:34",0,0,"Heavy rains flood Daytona speedway http://fb.me/1CvAFVEsO","","","","784809152182886400","","","https://twitter.com/AZDipshop/status/784809152182886400",""
"sandral68","2016-10-08-13:33",0,0,"Heavy rains flood Daytona speedway http://fb.me/8Dx3g5OH6","","","","784808949509918720","","","https://twitter.com/sandral68/status/784808949509918720",""
"shanoh123","2016-10-08-13:20",0,0,"Heavy rains flood Daytona speedway http://fb.me/5zJ0UYzbY","","","","784805670461775872","","","https://twitter.com/shanoh123/status/784805670461775872",""
"JPGTNA","2016-10-08-11:36",0,0,"Heavy rains flood Daytona speedway http://fb.me/1nixunnQh","","","","784779509274849280","","","https://twitter.com/JPGTNA/status/784779509274849280",""
"lfwolfe","2016-10-08-10:53",0,0,"Heavy rains flood Daytona speedway http://fb.me/3ly7DEHfs","","","","784768665623400448","","","https://twitter.com/lfwolfe/status/784768665623400448",""
"Shurv_MP","2016-10-08-08:41",0,0,"Heavy rains flood Daytona speedway http://fb.me/1owtagBts","","","","784735565413437440","","","https://twitter.com/Shurv_MP/status/784735565413437440",""
"1spiritoftruth","2016-10-08-00:35",0,0,"Heavy rains flood Daytona speedway https://shar.es/1EoDOq via @ AutoweekUSA","","@ AutoweekUSA","","784613157935407104","","","https://twitter.com/1spiritoftruth/status/784613157935407104",""
"pennymilam","2016-10-07-23:26",0,0,"Heavy rains flood Daytona speedway http://fb.me/7ihPRob1k","","","","784595923355729920","","","https://twitter.com/pennymilam/status/784595923355729920",""
"pedwards39760","2016-10-07-23:24",0,0,"Heavy rains flood Daytona speedway http://fb.me/5xqOYd9lP","","","","784595258663395328","","","https://twitter.com/pedwards39760/status/784595258663395328",""
"inactive1997","2016-10-07-23:07",0,0,"Heavy rains flood Daytona speedway http://fb.me/K01hN7JE","","","","784590934390562816","","","https://twitter.com/inactive1997/status/784590934390562816",""
"ACandiesLimo","2016-10-07-21:43",0,0,"Heavy rains flood Daytona speedway http://fb.me/60utJBa4j","","","","784569839486656512","","","https://twitter.com/ACandiesLimo/status/784569839486656512",""
"homerchurst","2016-10-07-21:37",0,0,"Heavy rains flood Daytona speedway http://fb.me/5ZaPhJ265","","","","784568460529561600","","","https://twitter.com/homerchurst/status/784568460529561600",""
"Sweet_Tee25","2016-10-07-21:33",0,0,"Heavy rains flood Daytona speedway http://fb.me/7YSr60RPt","","","","784567405343346688","","","https://twitter.com/Sweet_Tee25/status/784567405343346688",""
"GrantTheBarber","2016-10-07-21:10",0,0,"Heavy rains flood Daytona speedway http://fb.me/1rWpCf4Ok","","","","784561501784924160","","","https://twitter.com/GrantTheBarber/status/784561501784924160",""
"vettenvestment","2016-10-07-21:03",1,0,"Heavy rains flood Daytona speedway http://fb.me/49BuAw5A7","","","","784559843822764034","","","https://twitter.com/vettenvestment/status/784559843822764034",""
"Soozy","2016-10-07-20:52",0,0,"2009 not Matthew Heavy rains flood Daytona speedway https://shar.es/1Eoh5N via @ AutoweekUSA","","@ AutoweekUSA","","784557080967520259","","","https://twitter.com/Soozy/status/784557080967520259",""
"conniejojo1","2016-10-07-20:24",0,0,"Heavy rains flood Daytona speedway http://fb.me/16Kd83Blu","","","","784550098046947328","","","https://twitter.com/conniejojo1/status/784550098046947328",""
"WVraised","2016-10-07-20:18",0,1,"Heavy rains flood Daytona speedway http://fb.me/5bBW0u19O","","","","784548518140715008","","","https://twitter.com/WVraised/status/784548518140715008",""
"bamabunky","2016-10-07-20:03",0,0,"Heavy rains flood Daytona speedway http://fb.me/8fccpWEF1","","","","784544624144711681","","","https://twitter.com/bamabunky/status/784544624144711681",""
"stevenhenry66","2016-10-07-19:21",0,0,"Heavy rains flood Daytona speedway http://fb.me/5ePpujoUR","","","","784534223663271937","","","https://twitter.com/stevenhenry66/status/784534223663271937",""
"QtrKathy","2016-10-07-19:16",0,0,"Heavy rains flood Daytona speedway http://fb.me/2YfELiv79","","","","784532779493101569","","","https://twitter.com/QtrKathy/status/784532779493101569",""
"caroleclowes","2016-10-07-19:10",0,0,"Heavy rains flood Daytona speedway http://fb.me/N56so79i","","","","784531393917222912","","","https://twitter.com/caroleclowes/status/784531393917222912",""
"AngelWings2300","2016-10-07-17:26",0,0,"Heavy rains flood Daytona speedway http://fb.me/2pnX7IoMb","","","","784505148618014720","","","https://twitter.com/AngelWings2300/status/784505148618014720",""
"jhabersat","2016-10-07-17:16",0,0,"Heavy rains flood Daytona speedway http://fb.me/1sfdVlHwc","","","","784502568630095872","","","https://twitter.com/jhabersat/status/784502568630095872",""
"_CurlyCam","2016-10-07-17:07",0,0,"Heavy rains flood Daytona speedway https://shar.es/1EoXc3 via @ AutoweekUSA","","@ AutoweekUSA","","784500405279612928","","","https://twitter.com/_CurlyCam/status/784500405279612928",""
"sunshinegirl547","2016-10-07-16:59",0,0,"Heavy rains flood Daytona speedway http://fb.me/7khGfQC4l","","","","784498384937754624","","","https://twitter.com/sunshinegirl547/status/784498384937754624",""
"StarBlazer72","2016-10-07-16:43",0,0,"Heavy rains flood Daytona speedway http://fb.me/2UhgU5nNT","","","","784494293025189888","","","https://twitter.com/StarBlazer72/status/784494293025189888",""
"GAPEACHES2011","2016-10-07-16:39",0,0,"Heavy rains flood Daytona speedway http://fb.me/8f7IyQZBi","","","","784493363206717440","","","https://twitter.com/GAPEACHES2011/status/784493363206717440",""
"davve2010","2016-10-07-15:58",0,0,"a Daytona!!!! Heavy rains flood Daytona speedway https://shar.es/1EbMOo via @ AutoweekUSA","","@ AutoweekUSA","","784483082531471360","","","https://twitter.com/davve2010/status/784483082531471360",""
"david244us","2016-10-07-15:57",0,0,"Heavy rains flood Daytona speedway http://fb.me/7Y6qKsRuy","","","","784482910682263552","","","https://twitter.com/david244us/status/784482910682263552",""
"DovelWatson","2016-10-07-15:37",0,0,"Heavy rains flood Daytona speedway http://fb.me/8d9c2wKwK","","","","784477734118432768","","","https://twitter.com/DovelWatson/status/784477734118432768",""
"jimmbay1","2016-10-07-15:31",0,0,"Heavy rains flood Daytona speedway http://fb.me/82nBhgL1k","","","","784476149782937601","","","https://twitter.com/jimmbay1/status/784476149782937601",""
"FHgrad99","2016-10-07-15:29",0,0,"I'm waiting to see CURRENT pictures of Daytona International Speedway. Quit falling for the 2009 picture of the flood at the track.","","","","784475707661352960","","","https://twitter.com/FHgrad99/status/784475707661352960",""
"UrbanUniqueJewe","2016-10-07-15:22",0,0,"Heavy rains flood Daytona speedway http://fb.me/1BW5tEnO7","","","","784474085447217152","","","https://twitter.com/UrbanUniqueJewe/status/784474085447217152",""
"scottytherock","2016-10-07-15:16",0,0,"Heavy rains flood Daytona speedway https://shar.es/1EbBSh via @ AutoweekUSA","","@ AutoweekUSA","","784472389341974528","","","https://twitter.com/scottytherock/status/784472389341974528",""
"swiftautosrq","2016-10-07-15:05",0,0,"Heavy rains flood Daytona speedway http://fb.me/1tQZLZzfu","","","","784469628307148800","","","https://twitter.com/swiftautosrq/status/784469628307148800",""
"CJMGun","2016-10-07-15:03",0,0,"Heavy rains flood Daytona speedway http://fb.me/5Epi0kseA","","","","784469091075710976","","","https://twitter.com/CJMGun/status/784469091075710976",""
"michele13smith","2016-10-07-14:35",1,1,"Heavy rains flood Daytona speedway https://shar.es/1Eb9RT via @ AutoweekUSA","","@ AutoweekUSA","","784462072218316800","","","https://twitter.com/michele13smith/status/784462072218316800",""
"PopsFassett","2016-10-07-14:34",0,0,"Heavy rains flood Daytona speedway http://fb.me/1qHE9mpHy","","","","784461998918512640","","","https://twitter.com/PopsFassett/status/784461998918512640",""
"brandt7chevy","2016-10-07-14:20",0,0,"Heavy rains flood Daytona speedway https://shar.es/1EbOXT via @ AutoweekUSA","","@ AutoweekUSA","","784458506678116352","","","https://twitter.com/brandt7chevy/status/784458506678116352",""
"MemphisCBDOil","2016-10-07-14:18",0,0,"Heavy rains flood Daytona speedway http://fb.me/5a7ifSBsz","","","","784457889440210945","","","https://twitter.com/MemphisCBDOil/status/784457889440210945",""
"daryllawson","2016-10-07-14:06",0,0,"Heavy rains flood Daytona speedway http://fb.me/7fKSxXbpl","","","","784454757096185856","","","https://twitter.com/daryllawson/status/784454757096185856",""
"daryllawson","2016-10-07-14:05",0,0,"Heavy rains flood Daytona speedway http://fb.me/7gw23jOV2","","","","784454728499421185","","","https://twitter.com/daryllawson/status/784454728499421185",""
"paultoledo1990","2016-10-07-13:53",0,0,"Heavy rains flood Daytona speedway http://fb.me/1szoNwAzX","","","","784451513183793152","","","https://twitter.com/paultoledo1990/status/784451513183793152",""
"rd9184","2016-10-07-13:47",0,0,"Heavy rains flood Daytona speedway http://fb.me/TfMb2btt","","","","784450062868844545","","","https://twitter.com/rd9184/status/784450062868844545",""
"Tiffany1066","2016-10-07-13:32",0,0,"Heavy rains flood Daytona speedway http://fb.me/Ip3hrWTO","","","","784446398620168192","","","https://twitter.com/Tiffany1066/status/784446398620168192",""
"KristianMMeyer","2016-10-07-13:29",0,0,"Heavy rains flood Daytona speedway http://fb.me/1x386JxpS","","","","784445476766519297","","","https://twitter.com/KristianMMeyer/status/784445476766519297",""
"marmiekitty","2016-10-07-13:15",0,0,"Heavy rains flood Daytona speedway http://fb.me/6N6Ad6yhv","","","","784441929014489088","","","https://twitter.com/marmiekitty/status/784441929014489088",""
"hefeogloc","2016-10-07-13:14",0,0,"Heavy rains flood Daytona speedway http://fb.me/3bnWpRhmw","","","","784441698730377216","","","https://twitter.com/hefeogloc/status/784441698730377216",""
"jfa2016FLA","2016-10-07-12:51",0,0,"Heavy rains flood Daytona speedway https://shar.es/1EbwJo via @ AutoweekUSA","","@ AutoweekUSA","","784435930580996100","","","https://twitter.com/jfa2016FLA/status/784435930580996100",""
"dimpapapet","2016-10-07-12:48",0,0,"Heavy rains flood Daytona speedway http://fb.me/KXFQMRWm","","","","784435216844718080","","","https://twitter.com/dimpapapet/status/784435216844718080",""
"dimpapapet","2016-10-07-12:48",0,0,"Heavy rains flood Daytona speedway http://fb.me/1xFvoZwSZ","","","","784435202554748929","","","https://twitter.com/dimpapapet/status/784435202554748929",""
"jhancoc","2016-10-07-12:48",0,0,"Heavy rains flood Daytona speedway http://fb.me/1GL1Rhd9f","","","","784435126914646016","","","https://twitter.com/jhancoc/status/784435126914646016",""
"ColemanJobie","2016-10-07-12:39",0,2,"Heavy rains flood Daytona speedway https://shar.es/1EbZad via @ AutoweekUSA","","@ AutoweekUSA","","784432974313951233","","","https://twitter.com/ColemanJobie/status/784432974313951233",""
"RichardEarlCOTC","2016-10-07-12:37",0,0,"Heavy rains flood Daytona speedway http://fb.me/LeNdxWS0","","","","784432531877859332","","","https://twitter.com/RichardEarlCOTC/status/784432531877859332",""
"CityLights618","2016-10-07-12:28",0,0,"Heavy rains flood Daytona speedway http://fb.me/2Zw8oM6kT","","","","784430218048077824","","","https://twitter.com/CityLights618/status/784430218048077824",""
"Clara_A_Tavares","2016-10-07-12:25",0,0,"Heavy rains flood Daytona speedway http://fb.me/7ggrKFrLH","","","","784429451807330304","","","https://twitter.com/Clara_A_Tavares/status/784429451807330304",""
"m_luzmi","2016-10-07-12:18",0,0,"Heavy rains flood Daytona speedway http://fb.me/5ooTUeanr","","","","784427783644557313","","","https://twitter.com/m_luzmi/status/784427783644557313",""
"dumbreck_fan","2016-10-07-12:13",1,0,"Heavy rains flood Daytona speedway https://shar.es/1EbekM @ AutoweekUSAから 2009年の写真だけど今どんなになってるかと言う参考にはなるんでないのって話か...","","@ AutoweekUSAから","","784426554822578176","","","https://twitter.com/dumbreck_fan/status/784426554822578176",""
"bobby8557","2016-10-07-12:06",0,0,"Heavy rains flood Daytona speedway http://fb.me/1oIXU2Vgf","","","","784424751649452033","","","https://twitter.com/bobby8557/status/784424751649452033",""
"suway7","2016-10-07-11:36",0,0,"Heavy rains flood Daytona speedway http://fb.me/SFrooIZL","","","","784417036952825857","","","https://twitter.com/suway7/status/784417036952825857",""
"1071frankfm","2016-10-07-09:16",0,0,"TROUBLE ON THE BACKSTRECH Hurricane Mathew floods Daytona International Speedway http://fb.me/4okvIcDXX","","","","784381954003202048","","","https://twitter.com/1071frankfm/status/784381954003202048",""
"Music__Agent","2016-05-28-08:46",0,0,"Country 500 cranks up; thousands flood Speedway for start of weekend music festival - Daytona Beach News-Journal http://dragplus.com/post/id/35743921 …","","","","736539066284580865","","","https://twitter.com/Music__Agent/status/736539066284580865",""
"Music__Agent","2016-05-28-08:46",0,0,"Country 500 cranks up; thousands flood Speedway for start of weekend music festival - Daytona Beach News-Journal http://dragplus.com/post/id/35743922 …","","","","736539064049012737","","","https://twitter.com/Music__Agent/status/736539064049012737",""
"tomandprisha","2015-04-13-22:13",0,0,"@ SharePlanner Yes I am in Daytona Beach right now in a flood advisory staying right across from Volusia Mall down from Speedway","","@ SharePlanner","","587800823394131968","587776480446287872","SharePlanner","https://twitter.com/tomandprisha/status/587800823394131968",""
