username,date,retweets,favorites,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"_hhhhholly","2013-08-31-07:30",0,0,"@ Allyshamariex i know! proper disturbing, that buckley family one is fucked up, just thought it'd be funny to chop her head offff :|","","@ Allyshamariex","","373769743146438656","373760324786454528","Allyshamariex","https://twitter.com/_hhhhholly/status/373769743146438656",""
