username,date,retweets,favorites,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"SocialJustic4Me","2018-07-06-13:59",0,0,"I know where you're going, and I don't like it. Different situation! I would wear a violent hate speech hat/shirt/etc. Therefore, if some white guy assaulted me for wearing a # BLM or # BlackPanther shirt, it would be assault 'cause those are not hate speech. MAGA hats = violence","","","# BLM # BlackPanther","1015294204816306177","1015290861041668096","oooonoelleoooo","https://twitter.com/SocialJustic4Me/status/1015294204816306177",""
"_MissConduct","2018-04-23-17:43",1,1,"A good BLACK guy WITHOUT a gun stopped a BAD WHITE GUY WITH AN ASSAULT RIFLE! The hero, James Shaw, did that with his bare hands! I repeat, HIS BARE HANDS! JAMES SHAW IS LIKE A REAL LIFE VERSION OF THE BLACK PANTHER! # WankandaForever # BlackPanther # JamesShaw # GunControlNowhttps://twitter.com/chrisconte/status/988120899936247809 …","","","# WankandaForever # BlackPanther # JamesShaw # GunControlNowhttps","988533810747895808","","","https://twitter.com/_MissConduct/status/988533810747895808","https://pbs.twimg.com/ext_tw_video_thumb/988120773767376896/pu/img/PYPTZkg2TX39kndQ.jpg"
"parteverything","2018-02-19-22:49",1,2,"My friend Mark shared a # BlackPanther meme mocking the fake assault stories with me on his website, then we went to see the movie again last night and a white guy yelled, 'hey, share memes with your own kind!' Then attacked him. # smh # sadpic.twitter.com/ngH1RDXwvc","","","# BlackPanther # smh # sadpic","965795608945545216","","","https://twitter.com/parteverything/status/965795608945545216","https://pbs.twimg.com/media/DWcx-SbVoAQ2l_l.jpg"
"kerabore","2018-02-18-23:21",0,0,"I’m white, and I absolutely hate black people tonight. Black people are trying to ruin a beautiful moment in black history with these “assault tweets” at showings of # BlackPanther LET. PEOPLE. BE. HAPPY.","","","# BlackPanther","965441106983964672","964373557064097792","Rich_G_127","https://twitter.com/kerabore/status/965441106983964672",""
"adamsmoot","2018-02-18-20:24",0,5,"Was at the # BlackPanther premiere but a group of black youths said this movie wasn’t for me. I am white. They then proceeded to assault me. I’m heading to the ER now. https://twitter.com/hockeyhangout/status/965269114456563712 …","","","# BlackPanther","965396709361831936","","","https://twitter.com/adamsmoot/status/965396709361831936","https://pbs.twimg.com/media/DWVTI_LWsAcoVnT.jpg"
"Maslang5","2018-02-18-01:09",0,2,"So white people are so racist they're making up assault stories to hurt # blackpanther WTF","","","# blackpanther","965106048112742400","","","https://twitter.com/Maslang5/status/965106048112742400",""
"MYTHGEEK","2018-02-17-22:51",0,3,"white people are so petty they make up false claims of assault to try and ruin ONE moment of pride for PoC # BlackPanther","","","# BlackPanther","965071180339339265","","","https://twitter.com/MYTHGEEK/status/965071180339339265",""
"freesneakrs","2018-02-17-12:14",1,6,"Was at the # BlackPanther premiere but a group of black youths said this movie wasnt for me I Am white . They then proceeded to assault me. Im headed to the ER now.. pic.twitter.com/S8613XeKys","","","# BlackPanther","964910932383207424","","","https://twitter.com/freesneakrs/status/964910932383207424","https://pbs.twimg.com/media/DWQNX6mVAAEfAtt.jpg"
"itslovefield","2018-02-17-11:04",1,0,"To the # trolls trying to undermine the majesty of # BlackPanther & claiming racially motivated # assault against white people - kindly go fuck yourselves. After that? Fuck off again. Racist fucks. You’re the reason we can’t have nice things! # ThingsThatImSickOf # WakandaForever","","","# trolls # BlackPanther # assault # ThingsThatImSickOf # WakandaForever","964893317212368897","","","https://twitter.com/itslovefield/status/964893317212368897","https://abs.twimg.com/hashflags/BlackPantherHomeEnt2018/BlackPantherHomeEnt2018.png"
"BigMommaAtu","2018-02-17-07:24",0,4,"If I see ONE MORE fake # BlackPanther assault story from some annoying lil white kid, I'm gonna LOSE IT.","","","# BlackPanther","964837878961528833","","","https://twitter.com/BigMommaAtu/status/964837878961528833",""
"AlexDi0r","2018-02-17-04:32",0,2,"White people are petty as fuck for reporting these lies of assault while watching # BlackPanther... I'd rant, but they don't deserve more of my energy or time.","","","# BlackPanther","964794581672865793","","","https://twitter.com/AlexDi0r/status/964794581672865793",""
"CosmicBramblecl","2018-02-16-21:08",0,0,"yall white people tryin to stir up shit about the # BlackPanther premier, sayin black people assaulted you (a) thats disgusting & Im ashamed you share my skin color (b) if you keep crying wolf you gon get bitten. If somebody DOES assault you it will be your own damn racist fault","","","# BlackPanther","964682967246254081","","","https://twitter.com/CosmicBramblecl/status/964682967246254081",""
"CatarinaHelm","2018-02-16-16:10",0,4,"was at the # BlackPanther premiere, but a group of black youths said this movie wasnt for me. i am white. they then proceeded to assault me. im dead now. it was totally worth it though, what a great film, check it out! pic.twitter.com/KG8DUP1WW5","","","# BlackPanther","964608064702861316","","","https://twitter.com/CatarinaHelm/status/964608064702861316","https://pbs.twimg.com/media/DWL5mMoW0AExtGX.jpg"
"AlphonsoVM","2018-02-16-15:51",0,1,"America 2018: Online trolls stoking racial hatred around release of # BlackPanther film, by posting fake photos of white victims of physical assault. https://www.buzzfeed.com/craigsilverman/trolls-are-posting-fake-claims-of-being-assaulted-at?utm_term=.mgYmmKlon#.adrooy8w6 …","","","# BlackPanther","964603064513593344","","","https://twitter.com/AlphonsoVM/status/964603064513593344","https://pbs.twimg.com/profile_images/895056515639504900/JHEpllYL_normal.jpg"
"broc","2018-02-16-15:47",0,2,"she hates white people and wants the ability to freely assault one each year: # BlackPanther https://twitter.com/Amazingblackfem/status/963807050345132033 …","","","# BlackPanther","964602257588146176","","","https://twitter.com/broc/status/964602257588146176",""
"BoomBriggs","2018-02-16-12:32",0,6,"If you're faking violent incidents at # BlackPanther movie showings, I'm really going to assault you. And I'm a big white dude that can't wait to see this movie. Catch these hands.","","","# BlackPanther","964553194830483462","","","https://twitter.com/BoomBriggs/status/964553194830483462",""
"AllSeeingStone","2018-02-16-11:21",0,6,"Was at the # BlackPanther premiere but a group of black youths said this movie wasnt for me. I am white. They then proceeded to assault me. Im heading to the ER now.","","","# BlackPanther","964535323735838720","","","https://twitter.com/AllSeeingStone/status/964535323735838720",""
