username,date,retweets,favorites,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"OGBluntress","2017-02-09-12:41",0,0,"Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? http://www.snopes.com/groomsmen-supporting-a-paralyzed-man-at-his-wedding/ …","","","","829746973829783552","","","https://twitter.com/OGBluntress/status/829746973829783552",""
"CapeTownFairy","2017-01-16-12:46",0,0,"RT SnopesVideo: Fact Check: Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? Full Repor… https://twitter.com/i/web/status/820333264304881664 …","","","","821051105014648832","","","https://twitter.com/CapeTownFairy/status/821051105014648832",""
"PascoRevolution","2017-01-16-12:43",0,0,"snopes: RT SnopesVideo: Fact Check: Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? Fu… https://twitter.com/i/web/status/820333264304881664 …","","","","821050250995658752","","","https://twitter.com/PascoRevolution/status/821050250995658752",""
"SnopesVideo","2017-01-14-13:14",16,30,"Fact Check: Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? Full Report: https://goo.gl/heuI9E pic.twitter.com/FtbxZWk1Ev","","","","820333264304881664","","","https://twitter.com/SnopesVideo/status/820333264304881664",""
"rinkconcepts","2017-01-12-01:05",0,0,"Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? pic.twitter.com/O2B4yGseqj","","","","819424973261512704","","","https://twitter.com/rinkconcepts/status/819424973261512704","https://pbs.twimg.com/media/C18uq2ZWEAEq-Z5.jpg"
"Gradlon","2017-01-11-18:29",0,0,"FACT CHECK: Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? http://buff.ly/2ieo988 # démystification","","","# démystification","819325486786613248","","","https://twitter.com/Gradlon/status/819325486786613248",""
"twotone","2017-01-11-15:54",1,0,"Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? (Answer: NO) http://www.snopes.com/groomsmen-supporting-a-paralyzed-man-at-his-wedding/ …","","","","819286391481843714","","","https://twitter.com/twotone/status/819286391481843714",""
"AltLeftPress","2017-01-11-15:36",0,0,"Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? http://altleft.host/does-a-picture-depict-groomsmen-supporting-a-paralyzed-man-at-his-wedding/ …","","","","819281960400994305","","","https://twitter.com/AltLeftPress/status/819281960400994305",""
"PascoRevolution","2017-01-11-15:06",0,0,"snopes: Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? http://ln.is/www.snopes.com/groom/9oPjO …","","","","819274231137652743","","","https://twitter.com/PascoRevolution/status/819274231137652743",""
"CapeTownFairy","2017-01-11-15:04",0,0,"Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? http://trib.al/ka87nRs","","","","819273705494892549","","","https://twitter.com/CapeTownFairy/status/819273705494892549",""
"snopes","2017-01-11-15:03",10,20,"Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? http://trib.al/ka87nRs","","","","819273600096227335","","","https://twitter.com/snopes/status/819273600096227335",""
"vinnysgreen","2017-01-11-14:30",0,0,"Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? http://www.snopes.com/groomsmen-supporting-a-paralyzed-man-at-his-wedding/ …pic.twitter.com/tjq92RaslU","","","","819265358817161216","","","https://twitter.com/vinnysgreen/status/819265358817161216","https://pbs.twimg.com/media/C16dgDMUUAAP3Ey.jpg"
"actividadnotice","2017-01-11-14:21",0,0,"Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? http://viid.me/qojNK4 pic.twitter.com/eUwxknSyyB","","","","819263084795568128","","","https://twitter.com/actividadnotice/status/819263084795568128","https://pbs.twimg.com/media/C16bbe9VEAAVXuq.jpg"
"VictorMiranda30","2017-01-11-14:21",0,0,"Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? http://viid.me/qojNRK pic.twitter.com/4pE4XZygxe","","","","819262996585119744","","","https://twitter.com/VictorMiranda30/status/819262996585119744","https://pbs.twimg.com/media/C16bWT9UUAEOi4_.jpg"
"zabdielm91","2017-01-11-14:21",0,0,"Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? http://viid.me/qojNRl pic.twitter.com/JMQdRQNNxN","","","","819262937218977792","","","https://twitter.com/zabdielm91/status/819262937218977792","https://pbs.twimg.com/media/C16bSu6UcAAPuOM.jpg"
"10jhez10","2017-01-11-14:21",0,0,"Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? http://viid.me/qojNSv pic.twitter.com/cB96SKRr9U","","","","819262916121628672","","","https://twitter.com/10jhez10/status/819262916121628672","https://pbs.twimg.com/media/C16bRyPUUAA95Y2.jpg"
"VictorMiranda30","2017-01-11-14:21",0,0,"Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? http://viid.me/qojNRK pic.twitter.com/uVdqIhuYG8","","","","819262897675063296","","","https://twitter.com/VictorMiranda30/status/819262897675063296","https://pbs.twimg.com/media/C16bQvWUUAAu_G2.jpg"
"zabdielm91","2017-01-11-14:21",0,0,"Does a Picture Depict Groomsmen Supporting a Paralyzed Man at His Wedding? http://viid.me/qojNRl pic.twitter.com/90HEX21SnY","","","","819262896811036672","","","https://twitter.com/zabdielm91/status/819262896811036672","https://pbs.twimg.com/media/C16bQpAUsAA8Zt6.jpg"
