username,date,retweets,favorites,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"chiefbeefloco","2018-03-14-11:28",0,0,"@ joanmccarter smh-Pence=Named after his grandfather, Richard Michael Cawley, a Chicago bus driver who came to US from Ireland through Ellis Island-His parents owned 'whites only' gas stations-Mike Pence is not only benefactor of institutionalized # racism-he's a bigot too- # KITMpic.twitter.com/vD0L0qFE2s","","@ joanmccarter","# racism # KITMpic","973943935209844737","847606345737973760","chiefbeefloco SamSeder","https://twitter.com/chiefbeefloco/status/973943935209844737","https://pbs.twimg.com/media/DYQk14hU8AALxy7.jpg"
"MarkElzey3","2018-02-14-13:29",0,0,"Are you going to celebrate your father’s support of eugenics? How about his involvement with the KKK? Mike Pence’s father was also a Klan member who owned a series of “whites only” gas stations in Indiana! Is this an Anglo Celebration of our history with “da blacks.”","","","","963842775576752128","963839056533626880","realDonaldTrump","https://twitter.com/MarkElzey3/status/963842775576752128",""
"crossboy56jr","2017-10-07-14:31",0,0,"Mike Pence's Father Ran 'Whites Only' Gas Stations? http://www.snopes.com/mike-pences-father-ran-whites-only-gas-stations/ …","","","","916732687158824960","","","https://twitter.com/crossboy56jr/status/916732687158824960",""
"MarkElzey3","2017-08-14-11:11",0,0,"Mike Pence is nothing but a liar! He is exactly like his KKK father (Edward) who ran a chain of 'whites only' gas stations!","","","","897113476060954629","897110350394470402","NBCNews","https://twitter.com/MarkElzey3/status/897113476060954629",""
"GOYIMmm","2017-04-19-06:47",3,1,"whites only” GAS stations who is this.... @ mike_pence @ BBCBreaking @ cnnbrk WAR is not the answer # NorthKorea # Syria # Afghanistan # MAGA pic.twitter.com/fzmOiIph3w","","@ mike_pence @ BBCBreaking @ cnnbrk","# NorthKorea # Syria # Afghanistan # MAGA","854647536383959040","","","https://twitter.com/GOYIMmm/status/854647536383959040","https://abs.twimg.com/emoji/v2/72x72/2049.png"
"DarkLadyNebula","2016-11-27-16:06",0,0,"Mike Pence father ran a chain of 'whites only' gas stations so That's why he's ok with white supremacist backing them","","","","802982003171852288","","","https://twitter.com/DarkLadyNebula/status/802982003171852288",""
"carreramae","2016-10-30-14:22",1,0,"Mike Pence's Father Ran 'Whites Only' Gas Stations? : http://snopes.com http://www.snopes.com/mike-pences-father-ran-whites-only-gas-stations/ …","","","","792793762908999680","","","https://twitter.com/carreramae/status/792793762908999680",""
"rescott534","2016-10-29-20:05",9,8,"not to mention his mother and father ran ' whites only' gas stations in Indiana. Why no coverage?","","","","792517837516439552","792497992066445312","JJ1956TX mike_pence NYDailyNews","https://twitter.com/rescott534/status/792517837516439552",""
"carreramae","2016-10-26-06:36",0,0,"Mike Pence's Father Ran 'Whites Only' Gas Stations? : http://snopes.com http://www.snopes.com/mike-pences-father-ran-whites-only-gas-stations/ …","","","","791227111528865792","","","https://twitter.com/carreramae/status/791227111528865792",""
"desdawg70","2016-10-23-15:53",0,0,"Keep it real, folks. Snopes: Mike Pence's father did run a chain of gas stations, but we found no evidence that those were 'whites only.' https://twitter.com/SusanMaylone/status/790204843570835456 …","","","","790280123161292801","","","https://twitter.com/desdawg70/status/790280123161292801","https://pbs.twimg.com/media/CvdfFaAUEAAA8kj.jpg"
