username,date,retweets,favorites,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"RobertMax121","2018-02-12-11:01",1,25,"this political system is boring as shit honestly. we need more fights. I want to see Bernie sanders guillotine choke Mitch McConnell out on the floor of the senate. I want trump to put Nancy pelosi in a fucking arm bar on c span","","","","963080635433865217","","","https://twitter.com/RobertMax121/status/963080635433865217",""
"stinefinewine","2018-01-18-22:10",0,0,"@ KamalaHarris I am watching C span. Dear God, what has happened to our country? How can we help the # DACA recipients . Shame on Mitch McConnell @ SenatorDurbin","","@ KamalaHarris @ SenatorDurbin","# DACA","954189282905853952","","","https://twitter.com/stinefinewine/status/954189282905853952",""
"M3NofMAYHEM","2017-05-15-11:07",0,0,"Senator Mitch McConnell on firing of FBI Director James Comey C SPAN: http://youtu.be/W82bJK0_5SE?a via @ YouTube","","@ YouTube","","864135201873694722","","","https://twitter.com/M3NofMAYHEM/status/864135201873694722",""
"M3NofMAYHEM","2017-05-15-11:07",0,0,"I added a video to a @ YouTube playlist http://youtu.be/W82bJK0_5SE?a Senator Mitch McConnell on firing of FBI Director James Comey C SPAN","","@ YouTube","","864135119388409856","","","https://twitter.com/M3NofMAYHEM/status/864135119388409856",""
"mclarenmustang","2017-03-28-15:03",0,0,"Now on C Span Mitch McConnell Obama Administration has weakened America across the world.! McConnell you racist cancer","","","","846800042778247169","","","https://twitter.com/mclarenmustang/status/846800042778247169",""
"tuffshedsucks","2016-12-13-06:02",0,0,"@ Mitch McConnell watching u on C Span. U , the absolute biggest failure for the Senate majority leader in America's history. # hateful # mean","","@ Mitch","# hateful # mean","808628107691245568","","","https://twitter.com/tuffshedsucks/status/808628107691245568",""
"jashobeam","2014-11-09-12:15",0,0,"C- Span. New senate majority leader speaks Mitch McConnell truthfulness on the stage for examination actually... http://fb.me/1PqQKkOw1","","","","531495355171340288","","","https://twitter.com/jashobeam/status/531495355171340288",""
"DouglasFreeland","2014-10-13-21:43",0,0,"Mitch McConnell getting chewed alive by challenger Alison Grimes in KY U.S. senate debate. # kentuckytonight # campaign2014 @ C-SPAN","","@ C","# kentuckytonight # campaign2014","521838718769176577","","","https://twitter.com/DouglasFreeland/status/521838718769176577",""
"AllieMonck","2014-01-28-19:11",0,1,"I'm on a treadmill watching C Span and had to suppress a laugh when Mitch McConnell came on the screen.","","","","428319447770619904","","","https://twitter.com/AllieMonck/status/428319447770619904",""
"JanetCrow1","2014-01-05-12:59",0,0,"Mitch McConnell - ineffective R leader . Personally , I would not vote for him '- Mark Levin on C- Span 2 Book TV . # arleg # gop # tcot","","","# arleg # gop # tcot","419890860109881344","","","https://twitter.com/JanetCrow1/status/419890860109881344",""
"mijoda3","2013-08-03-20:08",0,0,"# MitchMcConnell running against Obama, Weiner, SF, Martha's Vineyard, Liberals, the Nanny State per his speech # c-span","","","# MitchMcConnell # c","363813601850564608","","","https://twitter.com/mijoda3/status/363813601850564608",""
"chasgustaf","2013-07-16-14:11",0,0,"@ SenatorReid Congratulations Harry. Mitch McConnell and his Republicans on C-Span-2 grinning like Cheshire cats.","","@ SenatorReid","","357200780568178688","","","https://twitter.com/chasgustaf/status/357200780568178688",""
"dylanpresley","2013-07-16-12:41",0,0,"Harry Reed may go 'nuclear'!! Does that mean he's going to punch out Mitch McConnell.....and others? What channel is C Span?","","","","357178175312244737","","","https://twitter.com/dylanpresley/status/357178175312244737",""
"AngieThomson","2013-05-23-09:55",0,0,"Wow! # MitchMcConnell giving # HarryReid hell!!! # C-Span","","","# MitchMcConnell # HarryReid # C","337567502542467072","","","https://twitter.com/AngieThomson/status/337567502542467072",""
"SouthernLady328","2012-08-29-08:06",1,0,"Mitch McConnell on @ C-Span.org. Ewww... >click!<","","@ C","","240782494755061760","","","https://twitter.com/SouthernLady328/status/240782494755061760",""
"upukcab","2011-01-25-18:55",0,0,"Mitch McConnell House Leader is on C Span; claiming most of the stimulus went to the public sector; well he would wouldn't he?","","","","30051129681248256","","","https://twitter.com/upukcab/status/30051129681248256",""
"KnittingRad","2010-03-25-00:31",0,0,"Mitch McConnell you look like a turtle. # C-SPAN","","","# C","11018092697","","","https://twitter.com/KnittingRad/status/11018092697",""
