username,date,retweets,favorites,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"Foulkesy1","2017-12-04-19:11",0,1,"So why is there about 200 ft of cliffs below the waterline 20 miles away dip shit, even when zooming in. Why does a flight from Texas to Dubai travel towards the Arctic circle, the shortest route on a globe? pic.twitter.com/2du6mHGVvL","","","","937836740286537734","933610307183874049","opticsillusions bikinatroll minipostrue","https://twitter.com/Foulkesy1/status/937836740286537734","https://pbs.twimg.com/media/DQPdWa9X0AI3tbi.jpg"
"USMC1624","2017-04-06-17:25",0,0,"Yes you need a man made of rock until it's at the waterline, add sand. Look at how Dubai & Japan has reclaimed land from the ocean. Time not","","","","850097149564121088","849801425597149184","mhtexyankee climatehawk1 BBC_Future","https://twitter.com/USMC1624/status/850097149564121088",""
"SeattleCoffey","2016-02-17-01:43",0,0,"@ jasonrantz @ mattbuchan Dubai isn't dealing with digging a tunnel under a city oh & putting it CRAZY close to and below the waterline.","","@ jasonrantz @ mattbuchan","","699846657874071552","699844926486351872","jasonrantz","https://twitter.com/SeattleCoffey/status/699846657874071552",""
"luxuryinteriors","2016-02-07-12:15",0,0,"Get stooled! rochebobois # Waterline # stool # dubai # ff&e # sidetable # luxuryinteriors # styling… https://www.instagram.com/p/BBfjmHRI3pP/","","","# Waterline # stool # dubai # ff # sidetable # luxuryinteriors # styling","696381698783707136","","","https://twitter.com/luxuryinteriors/status/696381698783707136",""
"silverbacklive","2016-01-28-07:11",0,0,"Infosys invests $4M in another US-based startup, Waterline Data Science http://ift.tt/1ROO40V # startup # Dubai # GCC","","","# startup # Dubai # GCC","692681418095366144","","","https://twitter.com/silverbacklive/status/692681418095366144",""
"MohamedDekkak1","2015-10-08-04:24",0,0,"Dubai Festival City mall reaches waterline Read more: http://bit.ly/1gJwcUi","","","","652036885145976832","","","https://twitter.com/MohamedDekkak1/status/652036885145976832",""
"MohamedDekkak1","2015-09-30-03:51",0,1,"Dubai Festival City mall reaches waterline. Read more: http://bit.ly/1gJwcUi","","","","649129370217394176","","","https://twitter.com/MohamedDekkak1/status/649129370217394176",""
"MohamedDekkak1","2015-09-22-09:53",0,0,"http://ow.ly/SwoYj - # Dubai # Festival_City mall reaches waterline # news # adgeco # waterline # construction # uae #1pic.twitter.com/hQAqQhI8mL","","","# Dubai # Festival_City # news # adgeco # waterline # construction # uae","646321313531858944","","","https://twitter.com/MohamedDekkak1/status/646321313531858944","https://pbs.twimg.com/media/CPgxzwmVAAECoL4.jpg"
"planetjeDDward","2013-03-29-04:51",0,0,"@ example Lucky Dubai. Oh btw, today is the holy day when I changed my long-lived ringtone, which was Jedward's Waterline, to Kickstarts. ^.^","","@ example","","317559554063880192","317556760904888320","example","https://twitter.com/planetjeDDward/status/317559554063880192",""
"getdailyjobs","2013-01-11-13:03",0,0,"Required for A Construction Company Waterline - Dubai, UAE: Required for a Construction Company Waterline Project... http://dlvr.it/2n3L12","","","","289794700171427840","","","https://twitter.com/getdailyjobs/status/289794700171427840",""
"getdailyjobs","2013-01-03-13:20",0,0,"Required for A Construction Company Waterline - Dubai, UAE: Required for a Construction Company Waterline Project... http://dlvr.it/2l1SLG","","","","286899876313309184","","","https://twitter.com/getdailyjobs/status/286899876313309184",""
"passportstravel","2012-05-10-11:15",0,0,"Would you choose above or below the waterline for your room? - Dubai to Build Underwater http://ow.ly/aP0GH # travel","","","# travel","200605067202658305","","","https://twitter.com/passportstravel/status/200605067202658305",""
