content,username,replyto,permalink,time
"eight,eight,eight,eight,
eight,eight,eight,eight",TornEight81,,https://twitter.com/TornEight81/status/1021316997928271872,1532335922
"eight,eight,eight,eight,
eight,eight,eight,eight",rainbow_love928,TornEight81,https://twitter.com/rainbow_love928/status/1021317219366535168,1532335974
"eight,eight,eight,eight,
eight,eight,eight,eight",x1_ni_2,"rainbow_love928,TornEight81",https://twitter.com/x1_ni_2/status/1021317944310095872,1532336147
"eight,eight,eight,eight,
eight,eight,eight,eight,

,遅れたけど参加",fivetrust,"x1_ni_2,rainbow_love928,TornEight81",https://twitter.com/fivetrust/status/1021323991204573184,1532337589
content,username,replyto,permalink,time
"eight,eight,eight,eight,
eight,eight,eight,eight",TornEight81,,https://twitter.com/TornEight81/status/1021316997928271872,1532335922
"eight,eight,eight,eight,
eight,eight,eight,eight",rainbow_love928,TornEight81,https://twitter.com/rainbow_love928/status/1021317219366535168,1532335974
"eight,eight,eight,eight,
eight,eight,eight,eight",x1_ni_2,"rainbow_love928,TornEight81",https://twitter.com/x1_ni_2/status/1021317944310095872,1532336147
"eight,eight,eight,eight,
eight,eight,eight,eight,

,遅れたけど参加",fivetrust,"x1_ni_2,rainbow_love928,TornEight81",https://twitter.com/fivetrust/status/1021323991204573184,1532337589
content,username,replyto,permalink,time
"eight,eight,eight,eight,
eight,eight,eight,eight",TornEight81,,https://twitter.com/TornEight81/status/1021316997928271872,1532335922
"eight,eight,eight,eight,
eight,eight,eight,eight",rainbow_love928,TornEight81,https://twitter.com/rainbow_love928/status/1021317219366535168,1532335974
"eight,eight,eight,eight,
eight,eight,eight,eight",x1_ni_2,"rainbow_love928,TornEight81",https://twitter.com/x1_ni_2/status/1021317944310095872,1532336147
"eight,eight,eight,eight,
eight,eight,eight,eight,

,遅れたけど参加",fivetrust,"x1_ni_2,rainbow_love928,TornEight81",https://twitter.com/fivetrust/status/1021323991204573184,1532337589
