content,username,replyto,permalink,time
"プラカップ1人1個なのに3回も並んでる人おった。
個数ゲットちゃうねん、おばさんよ。",eight_rainbow_m,,https://twitter.com/eight_rainbow_m/status/1021246837921992704,1532319194
おばさん(笑),C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021247432774963200,1532319336
ほんっとにおばさんだった笑笑,eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021248967198191616,1532319702
あら(笑),C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021249016690954242,1532319714
"笑笑
転売ヤーに言うんだったらいいかなって笑笑",eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021249190746238977,1532319755
まぁ、確かにそうかもですね,C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021259164343926784,1532322133
ですよね笑笑,eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021262284281167872,1532322877
content,username,replyto,permalink,time
"プラカップ1人1個なのに3回も並んでる人おった。
個数ゲットちゃうねん、おばさんよ。",eight_rainbow_m,,https://twitter.com/eight_rainbow_m/status/1021246837921992704,1532319194
おばさん(笑),C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021247432774963200,1532319336
ほんっとにおばさんだった笑笑,eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021248967198191616,1532319702
あら(笑),C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021249016690954242,1532319714
"笑笑
転売ヤーに言うんだったらいいかなって笑笑",eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021249190746238977,1532319755
まぁ、確かにそうかもですね,C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021259164343926784,1532322133
ですよね笑笑,eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021262284281167872,1532322877
content,username,replyto,permalink,time
"プラカップ1人1個なのに3回も並んでる人おった。
個数ゲットちゃうねん、おばさんよ。",eight_rainbow_m,,https://twitter.com/eight_rainbow_m/status/1021246837921992704,1532319194
おばさん(笑),C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021247432774963200,1532319336
ほんっとにおばさんだった笑笑,eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021248967198191616,1532319702
あら(笑),C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021249016690954242,1532319714
"笑笑
転売ヤーに言うんだったらいいかなって笑笑",eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021249190746238977,1532319755
まぁ、確かにそうかもですね,C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021259164343926784,1532322133
ですよね笑笑,eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021262284281167872,1532322877
content,username,replyto,permalink,time
"プラカップ1人1個なのに3回も並んでる人おった。
個数ゲットちゃうねん、おばさんよ。",eight_rainbow_m,,https://twitter.com/eight_rainbow_m/status/1021246837921992704,1532319194
おばさん(笑),C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021247432774963200,1532319336
ほんっとにおばさんだった笑笑,eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021248967198191616,1532319702
あら(笑),C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021249016690954242,1532319714
"笑笑
転売ヤーに言うんだったらいいかなって笑笑",eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021249190746238977,1532319755
まぁ、確かにそうかもですね,C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021259164343926784,1532322133
ですよね笑笑,eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021262284281167872,1532322877
content,username,replyto,permalink,time
"プラカップ1人1個なのに3回も並んでる人おった。
個数ゲットちゃうねん、おばさんよ。",eight_rainbow_m,,https://twitter.com/eight_rainbow_m/status/1021246837921992704,1532319194
おばさん(笑),C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021247432774963200,1532319336
ほんっとにおばさんだった笑笑,eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021248967198191616,1532319702
あら(笑),C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021249016690954242,1532319714
"笑笑
転売ヤーに言うんだったらいいかなって笑笑",eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021249190746238977,1532319755
まぁ、確かにそうかもですね,C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021259164343926784,1532322133
ですよね笑笑,eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021262284281167872,1532322877
content,username,replyto,permalink,time
"プラカップ1人1個なのに3回も並んでる人おった。
個数ゲットちゃうねん、おばさんよ。",eight_rainbow_m,,https://twitter.com/eight_rainbow_m/status/1021246837921992704,1532319194
おばさん(笑),C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021247432774963200,1532319336
ほんっとにおばさんだった笑笑,eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021248967198191616,1532319702
あら(笑),C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021249016690954242,1532319714
"笑笑
転売ヤーに言うんだったらいいかなって笑笑",eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021249190746238977,1532319755
まぁ、確かにそうかもですね,C11212950_83,eight_rainbow_m,https://twitter.com/C11212950_83/status/1021259164343926784,1532322133
ですよね笑笑,eight_rainbow_m,C11212950_83,https://twitter.com/eight_rainbow_m/status/1021262284281167872,1532322877
