content,username,replyto,permalink,time
"New Gin-terview!! ,@,MissFenderr, and I talk about being shoulder boobs + strangeness.

WATCH :,https://www.,youtube.com/watch?v=O5YMz5,AP6TI, ,…,pic.twitter.com/FBmQeR4wum",realisticsay,,https://twitter.com/realisticsay/status/753599321199685633,1468507054
"can we film together everyday, it's my favourite thing",MissFenderr,realisticsay,https://twitter.com/MissFenderr/status/753602279089909760,1468507759
but like actually yes please.,realisticsay,MissFenderr,https://twitter.com/realisticsay/status/753604577291673604,1468508307
"1. Thank you for answering my question you beautiful muffins! 2. Moose w/ a rainbow flag,pic.twitter.com/ydELzugxsa",kelliphants,"realisticsay,MissFenderr",https://twitter.com/kelliphants/status/753604207148621824,1468508218
